model,dshift_di_at_zero,risk_factor_at_zero,r_current_at_zero,r_leading_cara_at_zero
toy,0.28984982595386666,1.0467034132211996,0.05220224811771963,0.054640271282637085
fast_alpha,1.0561125778914917,1.5063357851396093,0.05220224811771963,0.07863411440445789
