q,i,alpha_bar_frozen_i,ask_current,ask_leading_cara,bid_current,bid_leading_cara
-5,-0.21999999999999975,-0.00779465021374903,0.4151979479369102,0.48727821824566414,0.6092163176758236,0.550535702772135
-5,-0.20000000000000018,-0.007105511528096551,0.43539993723163306,0.5077540342898433,0.5889214002084816,0.529993284862206
-5,-0.17999999999999972,-0.006410911252223878,0.4557164264070453,0.5283037051363503,0.5685157876516969,0.5093725542059784
-5,-0.16000000000000014,-0.005711346154709966,0.4761394999619324,0.5489178377283377,0.5480074428021816,0.48868273880525886
-5,-0.13999999999999968,-0.005007328123624478,0.4966608897559474,0.5695869024111377,0.5274046824358851,0.46793325270778735
-5,-0.1200000000000001,-0.004299382747237897,0.5172720064677491,0.5903012736336518,0.5067161455999589,0.4471336562580587
-5,-0.09999999999999964,-0.0035880478064983976,0.5379639731707915,0.6110512706029526,0.48595075973370366,0.4262936157928119
-5,-0.08000000000000007,-0.002873871688000732,0.5587276608126698,0.6318271975948242,0.46511770483531767,0.4054228630724646
-5,-0.05999999999999961,-0.002157411727049152,0.5795537253653511,0.6526193836474891,0.44422637591138425,0.38453115472909977
-5,-0.040000000000000036,-0.0014392324912018899,0.6004326463972784,0.6734182213931635,0.42328634396387493,0.36362823199798405
-5,-0.019999999999999574,-0.0007199040153574982,0.6213547668046113,0.6942142048112379,0.40230731578454854,0.3427237809835991
-5,0.0,0.0,0.6423103334276363,0.7149979657161666,0.3812990928390382,0.32182739369387714
-5,0.020000000000000462,0.0007199040153575302,0.6632895382699654,0.7357603088215008,0.36027152953227887,0.30094853005836847
-5,0.040000000000000036,0.0014392324912018899,0.6842825600323614,0.7564922452475287,0.3392344911533555,0.2800964811283854
-5,0.0600000000000005,0.002157411727049184,0.705279605670156,0.7771850243630483,0.31819781180104567,0.25928033364012365
-5,0.08000000000000007,0.002873871688000732,0.7262709516830315,0.7978301638710169,0.297171252591499,0.2385089361060558
-5,0.10000000000000053,0.003588047806498429,0.7472469848486794,0.8184194780631738,0.2761644604463923,0.217790866585475
-5,0.1200000000000001,0.004299382747237897,0.7681982421172497,0.8389451041800134,0.2551869277537961,0.19713440227224185
-5,0.14000000000000057,0.00500732812362451,0.7891154493917949,0.8593995268202963,0.2342479531847159,0.17654749102615686
-5,0.16000000000000014,0.005711346154709966,0.8099895589307797,0.8797756003489917,0.21335660393617178,0.15603772496386215
-5,0.17999999999999972,0.006410911252223878,0.8308117851223549,0.9000665692552191,0.19252167965663872,0.13561231621512787
-5,0.20000000000000018,0.007105511528096551,0.8515736383961029,0.9202660864130642,0.17175167829212493,0.11527807494053278
-5,0.21999999999999975,0.00779465021374903,0.8722669570564356,0.9403682291992814,0.15105476407110202,0.09504138969620898
-5,0.2400000000000002,0.008477846983385934,0.8928839368424366,0.9603675134236361,0.13043873782432922,0.07490821022015959
-5,0.2599999999999998,0.009154639174550077,0.9134171580414396,0.9802589050307817,0.10991100981160329,0.054884032702284966
-5,0.28000000000000025,0.009824582900272785,0.9338596100078971,1.0000378295378716,0.08947857520184942,0.034973887586308004
-5,0.2999999999999998,0.010487254048257268,0.9542047129645634,1.0197001791797506,0.06914799232629049,0.015182329936346606
-5,0.3200000000000003,0.011142249163654996,0.974446336989601,1.039242317744003,0.04892536379685262,-0.004486567616254487
-5,0.33999999999999986,0.01178918621311339,0.9945788181202869,1.0586610830910352,0.028816320554114903,-0.02402921934863472
-5,0.3600000000000003,0.012427705228878762,1.0145969715313838,1.0779537873697365,0.008826008881160665,-0.04344252836709142
