alpha,q,i,ask_current,ask_leading_cara,bid_current,bid_leading_cara
-0.12,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.119,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.118,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.11699999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.11599999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.11499999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.11399999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.11299999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.11199999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.11099999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.11,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.109,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.108,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.107,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.106,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.105,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.104,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.103,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.102,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.10099999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.09999999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.09899999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.098,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.097,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.096,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.095,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.094,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.093,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.092,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.091,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.09,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.089,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.088,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.087,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.086,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.08499999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.08399999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.08299999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.08199999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.08099999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.07999999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.07899999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.07799999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.07699999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.076,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.075,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.074,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.073,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.072,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.071,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.06999999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.06899999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.06799999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.067,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.066,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.065,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.064,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.063,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.06199999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.06099999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.06,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.059,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.057999999999999996,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.056999999999999995,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.055999999999999994,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
-0.05499999999999999,0,0.0,0.5118047131333373,0.5184126797050218,0.5118047131333373,0.5184126797050218
