k,q,bid_depth
1.075,-2,0.8720918332
1.075,-1,0.9079833708
1.075,0,0.9438817117
1.075,1,0.9797732493
1.075,2,1.0156444
1.075,3,1.051481652
1.075,4,1.087271607
1.075,5,1.12300103
1.075,6,1.15865689
1.075,7,1.194226402
1.075,8,1.229697066
1.075,9,1.265056704
1.075,10,1.300293494
1.075,11,1.335396
1.075,12,1.370353201
1.075,13,1.405154513
1.075,14,1.43978981
1.075,15,1.474249445
1.075,16,1.508524259
1.075,17,1.542605594
1.075,18,1.576485299
1.075,19,1.610155737
1.075,20,1.643609782
1.075,21,1.676840821
1.075,22,1.709842749
1.075,23,1.742609959
1.075,24,1.77513734
1.075,25,1.80742026
1.075,26,1.839454559
1.075,27,1.871236532
1.075,28,1.902762915
1.075,29,1.934030869
1.075,30,1.965037965
1.136666667,-30,-0.102021951
1.136666667,-29,-0.07182181102
1.136666667,-28,-0.0413611481
1.136666667,-27,-0.01064254343
1.136666667,-26,0.0203309854
1.136666667,-25,0.05155596648
1.136666667,-24,0.08302845653
1.136666667,-23,0.1147440251
1.136666667,-22,0.1466977404
1.136666667,-21,0.1788841561
1.136666667,-20,0.2112973012
1.136666667,-19,0.2439306713
1.136666667,-18,0.2767772224
1.136666667,-17,0.3098293679
1.136666667,-16,0.3430789783
1.136666667,-15,0.3765173839
1.136666667,-14,0.4101353813
1.136666667,-13,0.4439232432
1.136666667,-12,0.4778707324
1.136666667,-11,0.5119671186
1.136666667,-10,0.5462012001
1.136666667,-9,0.580561329
1.136666667,-8,0.6150354399
1.136666667,-7,0.6496110825
1.136666667,-6,0.6842754578
1.136666667,-5,0.7190154573
1.136666667,-4,0.7538177053
1.136666667,-3,0.7886686038
1.136666667,-2,0.8235543793
1.136666667,-1,0.8584611321
1.136666667,0,0.8933748858
1.136666667,1,0.9282816386
1.136666667,2,0.9631674142
1.136666667,3,0.9980183127
1.136666667,4,1.032820561
1.136666667,5,1.06756056
1.136666667,6,1.102224935
1.136666667,7,1.136800578
1.136666667,8,1.171274689
1.136666667,9,1.205634818
1.136666667,10,1.239868899
1.136666667,11,1.273965286
1.136666667,12,1.307912775
1.136666667,13,1.341700637
1.136666667,14,1.375318634
1.136666667,15,1.40875704
1.136666667,16,1.44200665
1.136666667,17,1.475058796
1.136666667,18,1.507905347
1.136666667,19,1.540538717
1.136666667,20,1.572951862
1.136666667,21,1.605138278
1.136666667,22,1.637091993
1.136666667,23,1.668807561
1.136666667,24,1.700280052
1.136666667,25,1.731505033
1.136666667,26,1.762478561
1.136666667,27,1.793197166
1.136666667,28,1.823657829
1.136666667,29,1.853857969
1.136666667,30,1.883795422
1.198333333,-30,-0.1190834729
1.198333333,-29,-0.08986886167
1.198333333,-28,-0.06039193505
1.198333333,-27,-0.03065501665
1.198333333,-26,-0.0006608759517
1.198333333,-25,0.02958725167
1.198333333,-24,0.06008564575
1.198333333,-23,0.09083008266
1.198333333,-22,0.121815819
1.198333333,-21,0.1530375765
1.198333333,-20,0.1844895295
1.198333333,-19,0.2161652938
1.198333333,-18,0.2480579192
1.198333333,-17,0.2801598837
1.198333333,-16,0.3124630921
1.198333333,-15,0.3449588775
1.198333333,-14,0.3776380063
1.198333333,-13,0.4104906872
1.198333333,-12,0.443506585
1.198333333,-11,0.4766748373
1.198333333,-10,0.509984077
1.198333333,-9,0.5434224573
1.198333333,-8,0.5769776832
1.198333333,-7,0.6106370446
1.198333333,-6,0.6443874554
1.198333333,-5,0.6782154955
1.198333333,-4,0.7121074555
1.198333333,-3,0.7460493856
1.198333333,-2,0.7800271459
1.198333333,-1,0.8140264596
1.198333333,0,0.8480329671
1.198333333,1,0.8820322808
1.198333333,2,0.9160100412
1.198333333,3,0.9499519712
1.198333333,4,0.9838439312
1.198333333,5,1.017671971
1.198333333,6,1.051422382
1.198333333,7,1.085081744
1.198333333,8,1.118636969
1.198333333,9,1.15207535
1.198333333,10,1.185384589
1.198333333,11,1.218552842
1.198333333,12,1.25156874
1.198333333,13,1.28442142
1.198333333,14,1.317100549
1.198333333,15,1.349596335
1.198333333,16,1.381899543
1.198333333,17,1.414001508
1.198333333,18,1.445894133
1.198333333,19,1.477569897
1.198333333,20,1.50902185
1.198333333,21,1.540243608
1.198333333,22,1.571229344
1.198333333,23,1.601973781
1.198333333,24,1.632472175
1.198333333,25,1.662720303
1.198333333,26,1.692714443
1.198333333,27,1.722451362
1.198333333,28,1.751928288
1.198333333,29,1.7811429
1.198333333,30,1.810093297
1.26,-30,-0.1338124765
1.26,-29,-0.1055111278
1.26,-28,-0.07694594279
1.26,-27,-0.04811898846
1.26,-26,-0.01903278538
1.26,-25,0.01030966986
1.26,-24,0.03990488329
1.26,-23,0.06974884315
1.26,-22,0.09983700105
1.26,-21,0.1301642546
1.26,-20,0.1607249323
1.26,-19,0.1915127804
1.26,-18,0.2225209533
1.26,-17,0.2537420057
1.26,-16,0.2851678894
1.26,-15,0.3167899531
1.26,-14,0.3485989463
1.26,-13,0.3805850276
1.26,-12,0.4127377771
1.26,-11,0.4450462142
1.26,-10,0.477498819
1.26,-9,0.5100835593
1.26,-8,0.5427879224
1.26,-7,0.5755989507
1.26,-6,0.6085032824
1.26,-5,0.6414871961
1.26,-4,0.6745366595
1.26,-3,0.7076373805
1.26,-2,0.7407748624
1.26,-1,0.7739344606
1.26,0,0.8071014408
1.26,1,0.840261039
1.26,2,0.873398521
1.26,3,0.906499242
1.26,4,0.9395487053
1.26,5,0.972532619
1.26,6,1.005436951
1.26,7,1.038247979
1.26,8,1.070952342
1.26,9,1.103537082
1.26,10,1.135989687
1.26,11,1.168298124
1.26,12,1.200450874
1.26,13,1.232436955
1.26,14,1.264245948
1.26,15,1.295868012
1.26,16,1.327293896
1.26,17,1.358514948
1.26,18,1.389523121
1.26,19,1.420310969
1.26,20,1.450871647
1.26,21,1.4811989
1.26,22,1.511287058
1.26,23,1.541131018
1.26,24,1.570726232
1.26,25,1.600068687
1.26,26,1.62915489
1.26,27,1.657981844
1.26,28,1.686547029
1.26,29,1.714848378
1.26,30,1.742884255
1.321666667,-30,-0.1465792113
1.321666667,-29,-0.1191272361
1.321666667,-28,-0.09141014902
1.321666667,-27,-0.06342976165
1.321666667,-26,-0.03518834599
1.321666667,-25,-0.006688658662
1.321666667,-24,0.02206603539
1.321666667,-23,0.0510719403
1.321666667,-22,0.08032470795
1.321666667,-21,0.1098194184
1.321666667,-20,0.139550562
1.321666667,-19,0.1695120246
1.321666667,-18,0.1996970749
1.321666667,-17,0.2300983549
1.321666667,-16,0.260707875
1.321666667,-15,0.2915170113
1.321666667,-14,0.322516509
1.321666667,-13,0.3536964888
1.321666667,-12,0.3850464593
1.321666667,-11,0.4165553337
1.321666667,-10,0.4482114522
1.321666667,-9,0.480002609
1.321666667,-8,0.5119160855
1.321666667,-7,0.5439386874
1.321666667,-6,0.576056788
1.321666667,-5,0.6082563752
1.321666667,-4,0.6405231027
1.321666667,-3,0.6728423457
1.321666667,-2,0.7051992595
1.321666667,-1,0.7375788398
1.321666667,0,0.7699659865
1.321666667,1,0.8023455668
1.321666667,2,0.8347024806
1.321666667,3,0.8670217236
1.321666667,4,0.8992884511
1.321666667,5,0.9314880382
1.321666667,6,0.9636061389
1.321666667,7,0.9956287408
1.321666667,8,1.027542217
1.321666667,9,1.059333374
1.321666667,10,1.090989493
1.321666667,11,1.122498367
1.321666667,12,1.153848337
1.321666667,13,1.185028317
1.321666667,14,1.216027815
1.321666667,15,1.246836951
1.321666667,16,1.277446471
1.321666667,17,1.307847751
1.321666667,18,1.338032802
1.321666667,19,1.367994264
1.321666667,20,1.397725408
1.321666667,21,1.427220118
1.321666667,22,1.456472886
1.321666667,23,1.485478791
1.321666667,24,1.514233485
1.321666667,25,1.542733172
1.321666667,26,1.570974588
1.321666667,27,1.598954975
1.321666667,28,1.626672062
1.321666667,29,1.654124038
1.321666667,30,1.681309525
1.383333333,-30,-0.1576833523
1.383333333,-29,-0.1310239297
1.383333333,-28,-0.104098341
1.383333333,-27,-0.07690814494
1.383333333,-26,-0.04945536596
1.383333333,-25,-0.02174252047
1.383333333,-24,0.006227357257
1.383333333,-23,0.03445069018
1.383333333,-22,0.06292333474
1.383333333,-21,0.09164055883
1.383333333,-20,0.1205970217
1.383333333,-19,0.1497867562
1.383333333,-18,0.1792031542
1.383333333,-17,0.2088389551
1.383333333,-16,0.2386862376
1.383333333,-15,0.2687364169
1.383333333,-14,0.2989802448
1.383333333,-13,0.3294078161
1.383333333,-12,0.3600085795
1.383333333,-11,0.390771354
1.383333333,-10,0.4216843512
1.383333333,-9,0.4527352033
1.383333333,-8,0.4839109965
1.383333333,-7,0.5151983107
1.383333333,-6,0.5465832642
1.383333333,-5,0.5780515632
1.383333333,-4,0.609588557
1.383333333,-3,0.6411792966
1.383333333,-2,0.6728085972
1.383333333,-1,0.7044611031
1.383333333,0,0.7361213557
1.383333333,1,0.7677738616
1.383333333,2,0.7994031622
1.383333333,3,0.8309939018
1.383333333,4,0.8625308957
1.383333333,5,0.8939991947
1.383333333,6,0.9253841481
1.383333333,7,0.9566714623
1.383333333,8,0.9878472556
1.383333333,9,1.018898108
1.383333333,10,1.049811105
1.383333333,11,1.080573879
1.383333333,12,1.111174643
1.383333333,13,1.141602214
1.383333333,14,1.171846042
1.383333333,15,1.201896221
1.383333333,16,1.231743504
1.383333333,17,1.261379305
1.383333333,18,1.290795703
1.383333333,19,1.319985437
1.383333333,20,1.3489419
1.383333333,21,1.377659124
1.383333333,22,1.406131769
1.383333333,23,1.434355102
1.383333333,24,1.462324979
1.383333333,25,1.490037825
1.383333333,26,1.517490604
1.383333333,27,1.5446808
1.383333333,28,1.571606389
1.383333333,29,1.598265811
1.383333333,30,1.624657948
1.445,-30,-0.1673696983
1.445,-29,-0.1414520189
1.445,-28,-0.1152673197
1.445,-27,-0.08881690959
1.445,-26,-0.06210256721
1.445,-25,-0.03512656926
1.445,-24,-0.00789171855
1.445,-23,0.01959862876
1.445,-22,0.04734053702
1.445,-21,0.07532946657
1.445,-20,0.1035602511
1.445,-19,0.1320270776
1.445,-18,0.160723469
1.445,-17,0.1896422703
1.445,-16,0.2187756387
1.445,-15,0.248115038
1.445,-14,0.2776512375
1.445,-13,0.3073743169
1.445,-12,0.3372736761
1.445,-11,0.3673380508
1.445,-10,0.3975555351
1.445,-9,0.4279136096
1.445,-8,0.4583991761
1.445,-7,0.4889985982
1.445,-6,0.5196977486
1.445,-5,0.5504820611
1.445,-4,0.581336589
1.445,-3,0.612246067
1.445,-2,0.6431949779
1.445,-1,0.6741676221
1.445,0,0.7051481897
1.445,1,0.7361208339
1.445,2,0.7670697448
1.445,3,0.7979792228
1.445,4,0.8288337507
1.445,5,0.8596180632
1.445,6,0.8903172136
1.445,7,0.9209166357
1.445,8,0.9514022022
1.445,9,0.9817602767
1.445,10,1.011977761
1.445,11,1.042042136
1.445,12,1.071941495
1.445,13,1.101664574
1.445,14,1.131200774
1.445,15,1.160540173
1.445,16,1.189673542
1.445,17,1.218592343
1.445,18,1.247288734
1.445,19,1.275755561
1.445,20,1.303986345
1.445,21,1.331975275
1.445,22,1.359717183
1.445,23,1.38720753
1.445,24,1.414442381
1.445,25,1.441418379
1.445,26,1.468132721
1.445,27,1.494583132
1.445,28,1.520767831
1.445,29,1.54668551
1.445,30,1.572335302
1.506666667,-30,-0.1758399039
1.506666667,-29,-0.1506183093
1.506666667,-28,-0.1251290229
1.506666667,-27,-0.0993731075
1.506666667,-26,-0.07335209815
1.506666667,-25,-0.04706803302
1.506666667,-24,-0.02052348339
1.506666667,-23,0.006278416757
1.506666667,-22,0.03333394223
1.506666667,-21,0.06063874956
1.506666667,-20,0.08818785184
1.506666667,-19,0.115975596
1.506666667,-18,0.1439956431
1.506666667,-17,0.1722409517
1.506666667,-16,0.2007037661
1.506666667,-15,0.2293756079
1.506666667,-14,0.258247274
1.506666667,-13,0.2873088389
1.506666667,-12,0.3165496639
1.506666667,-11,0.3459584121
1.506666667,-10,0.3755230703
1.506666667,-9,0.4052309776
1.506666667,-8,0.4350688609
1.506666667,-7,0.4650228772
1.506666667,-6,0.4950786623
1.506666667,-5,0.5252213864
1.506666667,-4,0.5554358143
1.506666667,-3,0.5857063723
1.506666667,-2,0.6160172181
1.506666667,-1,0.646352315
1.506666667,0,0.6766955087
1.506666667,1,0.7070306056
1.506666667,2,0.7373414514
1.506666667,3,0.7676120094
1.506666667,4,0.7978264374
1.506666667,5,0.8279691614
1.506666667,6,0.8580249466
1.506666667,7,0.8879789629
1.506666667,8,0.9178168462
1.506666667,9,0.9475247535
1.506666667,10,0.9770894117
1.506666667,11,1.00649816
1.506666667,12,1.035738985
1.506666667,13,1.06480055
1.506666667,14,1.093672216
1.506666667,15,1.122344058
1.506666667,16,1.150806872
1.506666667,17,1.179052181
1.506666667,18,1.207072228
1.506666667,19,1.234859972
1.506666667,20,1.262409074
1.506666667,21,1.289713882
1.506666667,22,1.316769407
1.506666667,23,1.343571307
1.506666667,24,1.370115857
1.506666667,25,1.396399922
1.506666667,26,1.422420931
1.506666667,27,1.448176847
1.506666667,28,1.473666133
1.506666667,29,1.498887728
1.506666667,30,1.52384101
1.568333333,-30,-0.18326136
1.568333333,-29,-0.158694635
1.568333333,-28,-0.1338597114
1.568333333,-27,-0.1087574097
1.568333333,-26,-0.08338902432
1.568333333,-25,-0.05775635658
1.568333333,-24,-0.03186174676
1.568333333,-23,-0.00570810601
1.568333333,-22,0.02070105275
1.568333333,-21,0.04736158525
1.568333333,-20,0.07426868809
1.568333333,-19,0.1014168734
1.568333333,-18,0.1287999465
1.568333333,-17,0.1564109868
1.568333333,-16,0.1842423333
1.568333333,-15,0.2122855744
1.568333333,-14,0.2405315433
1.568333333,-13,0.2689703189
1.568333333,-12,0.2975912336
1.568333333,-11,0.3263828877
1.568333333,-10,0.3553331703
1.568333333,-9,0.3844292887
1.568333333,-8,0.4136578042
1.568333333,-7,0.4430046759
1.568333333,-6,0.4724553114
1.568333333,-5,0.5019946248
1.568333333,-4,0.5316071007
1.568333333,-3,0.5612768637
1.568333333,-2,0.5909877532
1.568333333,-1,0.6207234021
1.568333333,0,0.6504673181
1.568333333,1,0.680202967
1.568333333,2,0.7099138565
1.568333333,3,0.7395836194
1.568333333,4,0.7691960953
1.568333333,5,0.7987354088
1.568333333,6,0.8281860443
1.568333333,7,0.8575329159
1.568333333,8,0.8867614314
1.568333333,9,0.9158575498
1.568333333,10,0.9448078324
1.568333333,11,0.9735994865
1.568333333,12,1.002220401
1.568333333,13,1.030659177
1.568333333,14,1.058905146
1.568333333,15,1.086948387
1.568333333,16,1.114779733
1.568333333,17,1.142390774
1.568333333,18,1.169773847
1.568333333,19,1.196922032
1.568333333,20,1.223829135
1.568333333,21,1.250489667
1.568333333,22,1.276898826
1.568333333,23,1.303052467
1.568333333,24,1.328947077
1.568333333,25,1.354579744
1.568333333,26,1.37994813
1.568333333,27,1.405050432
1.568333333,28,1.429885355
1.568333333,29,1.45445208
1.568333333,30,1.478750228
1.63,-30,-0.1897739936
1.63,-29,-0.1658247796
1.63,-28,-0.1416070106
1.63,-27,-0.1171212687
1.63,-26,-0.09236861099
1.63,-25,-0.0673506042
1.63,-24,-0.04206935867
1.63,-23,-0.01652756265
1.63,-22,0.009271484422
1.63,-21,0.0353238398
1.63,-20,0.06162488707
1.63,-19,0.08816930808
1.63,-18,0.1149510579
1.63,-17,0.1419633432
1.63,-16,0.1691986049
1.63,-15,0.196648506
1.63,-14,0.2243039245
1.63,-13,0.2521549526
1.63,-12,0.2801909031
1.63,-11,0.3084003223
1.63,-10,0.3367710112
1.63,-9,0.365290054
1.63,-8,0.3939438553
1.63,-7,0.4227181848
1.63,-6,0.4515982299
1.63,-5,0.4805686564
1.63,-4,0.5096136755
1.63,-3,0.5387171171
1.63,-2,0.5678625089
1.63,-1,0.5970331593
1.63,0,0.6262122442
1.63,1,0.6553828946
1.63,2,0.6845282864
1.63,3,0.713631728
1.63,4,0.742676747
1.63,5,0.7716471736
1.63,6,0.8005272187
1.63,7,0.8293015481
1.63,8,0.8579553494
1.63,9,0.8864743923
1.63,10,0.9148450812
1.63,11,0.9430545004
1.63,12,0.9710904509
1.63,13,0.998941479
1.63,14,1.026596897
1.63,15,1.054046799
1.63,16,1.08128206
1.63,17,1.108294346
1.63,18,1.135076095
1.63,19,1.161620516
1.63,20,1.187921564
1.63,21,1.213973919
1.63,22,1.239772966
1.63,23,1.265314762
1.63,24,1.290596008
1.63,25,1.315614014
1.63,26,1.340366672
1.63,27,1.364852414
1.63,28,1.389070183
1.63,29,1.413019397
1.63,30,1.436699915
1.691666667,-30,-0.1954955314
1.691666667,-29,-0.1721298366
1.691666667,-28,-0.1484953668
1.691666667,-27,-0.1245924705
1.691666667,-26,-0.1004219712
1.691666667,-25,-0.07598520339
1.691666667,-24,-0.05128404906
1.691666667,-23,-0.02632097401
1.691666667,-22,-0.001099063535
1.691666667,-21,0.0243779429
1.691666667,-20,0.05010561868
1.691666667,-19,0.07607881927
1.691666667,-18,0.1022916544
1.691666667,-17,0.1287374636
1.691666667,-16,0.1554087966
1.691666667,-15,0.1822973981
1.691666667,-14,0.2093941987
1.691666667,-13,0.2366893124
1.691666667,-12,0.2641720406
1.691666667,-11,0.2918308847
1.691666667,-10,0.3196535659
1.691666667,-9,0.3476270544
1.691666667,-8,0.375737606
1.691666667,-7,0.4039708092
1.691666667,-6,0.4323116389
1.691666667,-5,0.4607445199
1.691666667,-4,0.4892533967
1.691666667,-3,0.5178218109
1.691666667,-2,0.5464329847
1.691666667,-1,0.5750699079
1.691666667,0,0.6037154299
1.691666667,1,0.6323523531
1.691666667,2,0.6609635268
1.691666667,3,0.6895319411
1.691666667,4,0.7180408179
1.691666667,5,0.7464736988
1.691666667,6,0.7748145286
1.691666667,7,0.8030477317
1.691666667,8,0.8311582834
1.691666667,9,0.8591317718
1.691666667,10,0.8869544531
1.691666667,11,0.9146132972
1.691666667,12,0.9420960254
1.691666667,13,0.969391139
1.691666667,14,0.9964879397
1.691666667,15,1.023376541
1.691666667,16,1.050047874
1.691666667,17,1.076493683
1.691666667,18,1.102706518
1.691666667,19,1.128679719
1.691666667,20,1.154407395
1.691666667,21,1.179884401
1.691666667,22,1.205106312
1.691666667,23,1.230069387
1.691666667,24,1.254770541
1.691666667,25,1.279207309
1.691666667,26,1.303377808
1.691666667,27,1.327280705
1.691666667,28,1.350915174
1.691666667,29,1.374280869
1.691666667,30,1.39737788
1.753333333,-30,-0.2005256138
1.753333333,-29,-0.1777124001
1.753333333,-28,-0.1546303161
1.753333333,-27,-0.1312794814
1.753333333,-26,-0.1076604895
1.753333333,-25,-0.08377444566
1.753333333,-24,-0.05962300547
1.753333333,-23,-0.03520841312
1.753333333,-22,-0.01053353964
1.753333333,-21,0.01439808004
1.753333333,-20,0.03958221141
1.753333333,-19,0.06501388684
1.753333333,-18,0.09068737495
1.753333333,-17,0.1165961536
1.753333333,-16,0.1427328869
1.753333333,-15,0.1690894083
1.753333333,-14,0.1956567083
1.753333333,-13,0.2224249301
1.753333333,-12,0.2493833722
1.753333333,-11,0.2765204991
1.753333333,-10,0.3038239607
1.753333333,-9,0.3312806208
1.753333333,-8,0.3588765951
1.753333333,-7,0.3865972981
1.753333333,-6,0.4144274998
1.753333333,-5,0.4423513904
1.753333333,-4,0.4703526546
1.753333333,-3,0.498414552
1.753333333,-2,0.5265200046
1.753333333,-1,0.5546516893
1.753333333,0,0.5827921348
1.753333333,1,0.6109238195
1.753333333,2,0.6390292721
1.753333333,3,0.6670911695
1.753333333,4,0.6950924337
1.753333333,5,0.7230163244
1.753333333,6,0.750846526
1.753333333,7,0.778567229
1.753333333,8,0.8061632033
1.753333333,9,0.8336198634
1.753333333,10,0.860923325
1.753333333,11,0.8880604519
1.753333333,12,0.915018894
1.753333333,13,0.9417871158
1.753333333,14,0.9683544158
1.753333333,15,0.9947109372
1.753333333,16,1.020847671
1.753333333,17,1.046756449
1.753333333,18,1.072429937
1.753333333,19,1.097861613
1.753333333,20,1.123045744
1.753333333,21,1.147977364
1.753333333,22,1.172652237
1.753333333,23,1.19706683
1.753333333,24,1.22121827
1.753333333,25,1.245104314
1.753333333,26,1.268723306
1.753333333,27,1.29207414
1.753333333,28,1.315156224
1.753333333,29,1.337969438
1.753333333,30,1.360514098
1.815,-30,-0.2049490389
1.815,-29,-0.1826598734
1.815,-28,-0.1601018556
1.815,-27,-0.1372748813
1.815,-26,-0.1141793181
1.815,-25,-0.09081604534
1.815,-24,-0.06718649424
1.815,-23,-0.04329268879
1.815,-22,-0.01913728594
1.815,-21,0.005276384657
1.815,-20,0.02994428238
1.815,-19,0.05486161932
1.815,-18,0.0800228268
1.815,-17,0.1054215254
1.815,-16,0.1310504996
1.815,-15,0.1569016773
1.815,-14,0.182966116
1.815,-13,0.2092339953
1.815,-12,0.2356946183
1.815,-11,0.2623364205
1.815,-10,0.2891469882
1.815,-9,0.3161130869
1.815,-8,0.3432206995
1.815,-7,0.370455074
1.815,-6,0.3978007821
1.815,-5,0.4252417866
1.815,-4,0.4527615183
1.815,-3,0.4803429604
1.815,-2,0.5079687406
1.815,-1,0.5356212281
1.815,0,0.5632826355
1.815,1,0.5909351229
1.815,2,0.6185609031
1.815,3,0.6461423452
1.815,4,0.6736620769
1.815,5,0.7011030815
1.815,6,0.7284487896
1.815,7,0.7556831641
1.815,8,0.7827907766
1.815,9,0.8097568754
1.815,10,0.8365674431
1.815,11,0.8632092452
1.815,12,0.8896698682
1.815,13,0.9159377476
1.815,14,0.9420021862
1.815,15,0.9678533639
1.815,16,0.9934823381
1.815,17,1.018881037
1.815,18,1.044042244
1.815,19,1.068959581
1.815,20,1.093627479
1.815,21,1.118041149
1.815,22,1.142196552
1.815,23,1.166090358
1.815,24,1.189719909
1.815,25,1.213083182
1.815,26,1.236178745
1.815,27,1.259005719
1.815,28,1.281563737
1.815,29,1.303852902
1.815,30,1.325873753
1.876666667,-30,-0.2088383438
1.876666667,-29,-0.1870471005
1.876666667,-28,-0.1649871267
1.876666667,-27,-0.1426580991
1.876666667,-26,-0.1200601637
1.876666667,-25,-0.09719397724
1.876666667,-24,-0.07406074937
1.876666667,-23,-0.05066228533
1.876666667,-22,-0.02700102866
1.876666667,-21,-0.003080103347
1.876666667,-20,0.02109664521
1.876666667,-19,0.04552461115
1.876666667,-18,0.07019839178
1.876666667,-17,0.09511175472
1.876666667,-16,0.1202576095
1.876666667,-15,0.1456279844
1.876666667,-14,0.1712140101
1.876666667,-13,0.1970059096
1.876666667,-12,0.2229929978
1.876666667,-11,0.2491636883
1.876666667,-10,0.2755055116
1.876666667,-9,0.3020051422
1.876666667,-8,0.3286484373
1.876666667,-7,0.3554204856
1.876666667,-6,0.3823056673
1.876666667,-5,0.4092877238
1.876666667,-4,0.436349838
1.876666667,-3,0.4634747225
1.876666667,-2,0.4906447155
1.876666667,-1,0.5178418838
1.876666667,0,0.5450481289
1.876666667,1,0.5722452972
1.876666667,2,0.5994152902
1.876666667,3,0.6265401747
1.876666667,4,0.6536022889
1.876666667,5,0.6805843454
1.876666667,6,0.7074695271
1.876666667,7,0.7342415754
1.876666667,8,0.7608848705
1.876666667,9,0.7873845011
1.876666667,10,0.8137263244
1.876666667,11,0.8398970149
1.876666667,12,0.8658841031
1.876666667,13,0.8916760026
1.876666667,14,0.9172620283
1.876666667,15,0.9426324032
1.876666667,16,0.967778258
1.876666667,17,0.9926916209
1.876666667,18,1.017365402
1.876666667,19,1.041793367
1.876666667,20,1.065970116
1.876666667,21,1.089891041
1.876666667,22,1.113552298
1.876666667,23,1.136950762
1.876666667,24,1.16008399
1.876666667,25,1.182950176
1.876666667,26,1.205548112
1.876666667,27,1.227877139
1.876666667,28,1.249937113
1.876666667,29,1.271728356
1.876666667,30,1.293251622
1.938333333,-30,-0.2122558728
1.938333333,-29,-0.1909384779
1.938333333,-28,-0.1693525688
1.938333333,-27,-0.1474976083
1.938333333,-26,-0.1253735252
1.938333333,-25,-0.1029807572
1.938333333,-24,-0.08032029498
1.938333333,-23,-0.05739372709
1.938333333,-22,-0.03420328459
1.938333333,-21,-0.01075188584
1.938333333,-20,0.01295681996
1.938333333,-19,0.03691841091
1.938333333,-18,0.06112765314
1.938333333,-17,0.08557846498
1.938333333,-16,0.1102638856
1.938333333,-15,0.135176049
1.938333333,-14,0.1603061649
1.938333333,-13,0.1856445061
1.938333333,-12,0.2111804058
1.938333333,-11,0.2369022632
1.938333333,-10,0.2627975596
1.938333333,-9,0.288852886
1.938333333,-8,0.3150539808
1.938333333,-7,0.3413857799
1.938333333,-6,0.3678324784
1.938333333,-5,0.3943776026
1.938333333,-4,0.4210040931
1.938333333,-3,0.4476943969
1.938333333,-2,0.4744305682
1.938333333,-1,0.5011943758
1.938333333,0,0.5279674149
1.938333333,1,0.5547312224
1.938333333,2,0.5814673938
1.938333333,3,0.6081576976
1.938333333,4,0.634784188
1.938333333,5,0.6613293122
1.938333333,6,0.6877760108
1.938333333,7,0.7141078099
1.938333333,8,0.7403089046
1.938333333,9,0.766364231
1.938333333,10,0.7922595275
1.938333333,11,0.8179813849
1.938333333,12,0.8435172846
1.938333333,13,0.8688556258
1.938333333,14,0.8939857416
1.938333333,15,0.9188979051
1.938333333,16,0.9435833257
1.938333333,17,0.9680341375
1.938333333,18,0.9922433798
1.938333333,19,1.016204971
1.938333333,20,1.039913677
1.938333333,21,1.063365075
1.938333333,22,1.086555518
1.938333333,23,1.109482086
1.938333333,24,1.132142548
1.938333333,25,1.154535316
1.938333333,26,1.176659399
1.938333333,27,1.19851436
1.938333333,28,1.220100269
1.938333333,29,1.241417663
1.938333333,30,1.262467506
2,-30,-0.2152554477
2,-29,-0.19438966
2,-28,-0.1732556607
2,-27,-0.1518527038
2,-26,-0.1301805054
2,-25,-0.1082392879
2,-24,-0.08602982623
2,-23,-0.06355349416
2,-22,-0.04081231161
2,-21,-0.01780899163
2,-20,0.005453013359
2,-19,0.02896946695
2,-18,0.05273530653
2,-17,0.07674460447
2,-16,0.1009905337
2,-15,0.1254653389
2,-14,0.1501603139
2,-13,0.1750657878
2,-12,0.2001711184
2,-11,0.2254646969
2,-10,0.2509339627
2,-9,0.2765654295
2,-8,0.3023447237
2,-7,0.3282566351
2,-6,0.3542851797
2,-5,0.3804136744
2,-4,0.4066248229
2,-3,0.432900812
2,-2,0.4592234164
2,-1,0.4855741116
2,0,0.5119341906
2,1,0.5382848858
2,2,0.5646074903
2,3,0.5908834793
2,4,0.6170946278
2,5,0.6432231225
2,6,0.6692516671
2,7,0.6951635785
2,8,0.7209428727
2,9,0.7465743395
2,10,0.7720436053
2,11,0.7973371838
2,12,0.8224425144
2,13,0.8473479883
2,14,0.8720429634
2,15,0.8965177685
2,16,0.9207636977
2,17,0.9447729957
2,18,0.9685388353
2,19,0.9920552888
2,20,1.015317294
2,21,1.038320614
2,22,1.061061796
2,23,1.083538128
2,24,1.10574759
2,25,1.127688808
2,26,1.149361006
2,27,1.170763963
2,28,1.191897962
2,29,1.21276375
2,30,1.233362491
