k,q,bid_depth
1.075,7,1.242557379
1.075,8,1.284297805
1.075,9,1.325863256
1.075,10,1.36723522
1.075,11,1.408395842
1.075,12,1.44932797
1.075,13,1.490015207
1.075,14,1.530441944
1.075,15,1.5705934
1.075,16,1.610455648
1.075,17,1.65001564
1.075,18,1.689261223
1.075,19,1.72818115
1.075,20,1.766765087
1.075,21,1.805003612
1.075,22,1.842888211
1.075,23,1.880411268
1.075,24,1.917566048
1.075,25,1.95434668
1.075,26,1.990748133
1.075,27,2.026766188
1.075,28,2.062397411
1.075,29,2.097639116
1.075,30,2.132489337
1.136666667,-30,-0.2592433732
1.136666667,-29,-0.225318787
1.136666667,-28,-0.1910020737
1.136666667,-27,-0.1562953227
1.136666667,-26,-0.1212013922
1.136666667,-25,-0.08572394681
1.136666667,-24,-0.04986749334
1.136666667,-23,-0.01363741328
1.136666667,-22,0.02296000833
1.136666667,-21,0.0599175581
1.136666667,-20,0.0972270742
1.136666667,-19,0.1348794313
1.136666667,-18,0.1728645309
1.136666667,-17,0.211171298
1.136666667,-16,0.2497876835
1.136666667,-15,0.2887006729
1.136666667,-14,0.3278963025
1.136666667,-13,0.3673596808
1.136666667,-12,0.4070750184
1.136666667,-11,0.4470256626
1.136666667,-10,0.4871941397
1.136666667,-9,0.5275622033
1.136666667,-8,0.568110888
1.136666667,-7,0.6088205694
1.136666667,-6,0.6496710283
1.136666667,-5,0.6906415208
1.136666667,-4,0.7317108514
1.136666667,-3,0.7728574501
1.136666667,-2,0.8140594525
1.136666667,-1,0.8552947823
1.136666667,0,0.8965412356
1.136666667,1,0.9377765655
1.136666667,2,0.9789785679
1.136666667,3,1.020125167
1.136666667,4,1.061194497
1.136666667,5,1.10216499
1.136666667,6,1.143015449
1.136666667,7,1.18372513
1.136666667,8,1.224273815
1.136666667,9,1.264641878
1.136666667,10,1.304810355
1.136666667,11,1.344761
1.136666667,12,1.384476337
1.136666667,13,1.423939716
1.136666667,14,1.463135345
1.136666667,15,1.502048334
1.136666667,16,1.54066472
1.136666667,17,1.578971487
1.136666667,18,1.616956587
1.136666667,19,1.654608944
1.136666667,20,1.69191846
1.136666667,21,1.72887601
1.136666667,22,1.765473431
1.136666667,23,1.801703511
1.136666667,24,1.837559965
1.136666667,25,1.87303741
1.136666667,26,1.908131341
1.136666667,27,1.942838092
1.136666667,28,1.977154805
1.136666667,29,2.011079391
1.136666667,30,2.044610489
1.198333333,-30,-0.2703451587
1.198333333,-29,-0.2376366749
1.198333333,-28,-0.2045341679
1.198333333,-27,-0.1710391344
1.198333333,-26,-0.1371538524
1.198333333,-25,-0.1028814248
1.198333333,-24,-0.06822582117
1.198333333,-23,-0.03319191584
1.198333333,-22,0.002214476921
1.198333333,-21,0.03798657235
1.198333333,-20,0.07411658936
1.198333333,-19,0.1105957301
1.198333333,-18,0.1474141657
1.198333333,-17,0.1845610279
1.198333333,-16,0.2220244081
1.198333333,-15,0.2597913635
1.198333333,-14,0.29784793
1.198333333,-13,0.3361791434
1.198333333,-12,0.3747690679
1.198333333,-11,0.4136008321
1.198333333,-10,0.4526566723
1.198333333,-9,0.4919179828
1.198333333,-8,0.5313653741
1.198333333,-7,0.5709787358
1.198333333,-6,0.6107373071
1.198333333,-5,0.6506197517
1.198333333,-4,0.6906042378
1.198333333,-3,0.7306685228
1.198333333,-2,0.7707900404
1.198333333,-1,0.8109459912
1.198333333,0,0.8511134355
1.198333333,1,0.8912693863
1.198333333,2,0.9313909039
1.198333333,3,0.9714551889
1.198333333,4,1.011439675
1.198333333,5,1.05132212
1.198333333,6,1.091080691
1.198333333,7,1.130694053
1.198333333,8,1.170141444
1.198333333,9,1.209402754
1.198333333,10,1.248458595
1.198333333,11,1.287290359
1.198333333,12,1.325880283
1.198333333,13,1.364211497
1.198333333,14,1.402268063
1.198333333,15,1.440035019
1.198333333,16,1.477498399
1.198333333,17,1.514645261
1.198333333,18,1.551463697
1.198333333,19,1.587942837
1.198333333,20,1.624072854
1.198333333,21,1.65984495
1.198333333,22,1.695251343
1.198333333,23,1.730285248
1.198333333,24,1.764940852
1.198333333,25,1.799213279
1.198333333,26,1.833098561
1.198333333,27,1.866593595
1.198333333,28,1.899696102
1.198333333,29,1.932404585
1.198333333,30,1.964718285
1.26,-30,-0.2794981724
1.26,-29,-0.2479165888
1.26,-28,-0.2159397224
1.26,-27,-0.183568483
1.26,-26,-0.1508045698
1.26,-25,-0.1176505207
1.26,-24,-0.08410975994
1.26,-23,-0.05018664212
1.26,-22,-0.01588649391
1.26,-21,0.01878434929
1.26,-20,0.05381851144
1.26,-19,0.0892075496
1.26,-18,0.1249419341
1.26,-17,0.1610110355
1.26,-16,0.1974031192
1.26,-15,0.234105348
1.26,-14,0.2711037921
1.26,-13,0.308383449
1.26,-12,0.3459282706
1.26,-11,0.3837211992
1.26,-10,0.4217442125
1.26,-9,0.459978376
1.26,-8,0.4984039037
1.26,-7,0.5370002259
1.26,-6,0.5757460643
1.26,-5,0.6146195132
1.26,-4,0.6535981259
1.26,-3,0.6926590064
1.26,-2,0.731778905
1.26,-1,0.7709343172
1.26,0,0.8101015843
1.26,1,0.8492569964
1.26,2,0.888376895
1.26,3,0.9274377755
1.26,4,0.9664163882
1.26,5,1.005289837
1.26,6,1.044035676
1.26,7,1.082631998
1.26,8,1.121057525
1.26,9,1.159291689
1.26,10,1.197314702
1.26,11,1.235107631
1.26,12,1.272652452
1.26,13,1.309932109
1.26,14,1.346930553
1.26,15,1.383632782
1.26,16,1.420024866
1.26,17,1.456093967
1.26,18,1.491828352
1.26,19,1.52721739
1.26,20,1.562251552
1.26,21,1.596922395
1.26,22,1.631222544
1.26,23,1.665145661
1.26,24,1.698686422
1.26,25,1.731840471
1.26,26,1.764604384
1.26,27,1.796975624
1.26,28,1.82895249
1.26,29,1.860534074
1.26,30,1.891720203
1.321666667,-30,-0.2870354545
1.321666667,-29,-0.2565015154
1.321666667,-28,-0.2255715992
1.321666667,-27,-0.1942460389
1.321666667,-26,-0.1625259603
1.321666667,-25,-0.130413337
1.321666667,-24,-0.09791104366
1.321666667,-23,-0.06502290709
1.321666667,-22,-0.03175375367
1.321666667,-21,0.001890547266
1.321666667,-20,0.03590304503
1.321666667,-19,0.07027567516
1.321666667,-18,0.1049992336
1.321666667,-17,0.1400633584
1.321666667,-16,0.1754565192
1.321666667,-15,0.2111660156
1.321666667,-14,0.2471779848
1.321666667,-13,0.2834774176
1.321666667,-12,0.3200481855
1.321666667,-11,0.3568730758
1.321666667,-10,0.3939338373
1.321666667,-9,0.4312112349
1.321666667,-8,0.4686851131
1.321666667,-7,0.506334468
1.321666667,-6,0.5441375273
1.321666667,-5,0.5820718372
1.321666667,-4,0.6201143561
1.321666667,-3,0.6582415535
1.321666667,-2,0.6964295139
1.321666667,-1,0.7346540439
1.321666667,0,0.7728907824
1.321666667,1,0.8111153124
1.321666667,2,0.8493032727
1.321666667,3,0.8874304702
1.321666667,4,0.9254729891
1.321666667,5,0.963407299
1.321666667,6,1.001210358
1.321666667,7,1.038859713
1.321666667,8,1.076333591
1.321666667,9,1.113610989
1.321666667,10,1.15067175
1.321666667,11,1.187496641
1.321666667,12,1.224067409
1.321666667,13,1.260366842
1.321666667,14,1.296378811
1.321666667,15,1.332088307
1.321666667,16,1.367481468
1.321666667,17,1.402545593
1.321666667,18,1.437269151
1.321666667,19,1.471641781
1.321666667,20,1.505654279
1.321666667,21,1.53929858
1.321666667,22,1.572567733
1.321666667,23,1.60545587
1.321666667,24,1.637958163
1.321666667,25,1.670070787
1.321666667,26,1.701790865
1.321666667,27,1.733116425
1.321666667,28,1.764046342
1.321666667,29,1.794580281
1.321666667,30,1.824718647
1.383333333,-30,-0.293224488
1.383333333,-29,-0.2636673846
1.383333333,-28,-0.233714112
1.383333333,-27,-0.2033644388
1.383333333,-26,-0.1726189258
1.383333333,-25,-0.1414789866
1.383333333,-24,-0.1099469461
1.383333333,-23,-0.07802609868
1.383333333,-22,-0.04572076141
1.383333333,-21,-0.01303632469
1.383333333,-20,0.0200207029
1.383333333,-19,0.0534426555
1.383333333,-18,0.0872206778
1.383333333,-17,0.1213447007
1.383333333,-16,0.1558034258
1.383333333,-15,0.1905843185
1.383333333,-14,0.2256736123
1.383333333,-13,0.2610563219
1.383333333,-12,0.2967162679
1.383333333,-11,0.332636112
1.383333333,-10,0.3687974024
1.383333333,-9,0.4051806305
1.383333333,-8,0.441765297
1.383333333,-7,0.4785299876
1.383333333,-6,0.515452458
1.383333333,-5,0.5525097274
1.383333333,-4,0.5896781781
1.383333333,-3,0.6269336628
1.383333333,-2,0.6642516168
1.383333333,-1,0.7016071737
1.383333333,0,0.7389752851
1.383333333,1,0.776330842
1.383333333,2,0.813648796
1.383333333,3,0.8509042807
1.383333333,4,0.8880727314
1.383333333,5,0.9251300008
1.383333333,6,0.9620524712
1.383333333,7,0.9988171618
1.383333333,8,1.035401828
1.383333333,9,1.071785056
1.383333333,10,1.107946347
1.383333333,11,1.143866191
1.383333333,12,1.179526137
1.383333333,13,1.214908846
1.383333333,14,1.24999814
1.383333333,15,1.284779033
1.383333333,16,1.319237758
1.383333333,17,1.353361781
1.383333333,18,1.387139803
1.383333333,19,1.420561756
1.383333333,20,1.453618784
1.383333333,21,1.48630322
1.383333333,22,1.518608557
1.383333333,23,1.550529405
1.383333333,24,1.582061445
1.383333333,25,1.613201385
1.383333333,26,1.643946898
1.383333333,27,1.674296571
1.383333333,28,1.704249843
1.383333333,29,1.733806947
1.383333333,30,1.762968843
1.445,-30,-0.2982820241
1.445,-29,-0.2696381799
1.445,-28,-0.2405984185
1.445,-27,-0.2111619596
1.445,-26,-0.1813288102
1.445,-25,-0.1510998307
1.445,-24,-0.1204767995
1.445,-23,-0.08946247681
1.445,-22,-0.05806066512
1.445,-21,-0.0262762662
1.445,-20,0.005884666948
1.445,-19,0.03841488398
1.445,-18,0.07130589839
1.445,-17,0.1045479568
1.445,-16,0.1381300172
1.445,-15,0.1720397377
1.445,-14,0.2062634754
1.445,-13,0.240786297
1.445,-12,0.2755920004
1.445,-11,0.3106631493
1.445,-10,0.3459811184
1.445,-9,0.3815261513
1.445,-8,0.417277429
1.445,-7,0.4532131499
1.445,-6,0.4893106192
1.445,-5,0.5255463482
1.445,-4,0.5618961617
1.445,-3,0.5983353126
1.445,-2,0.6348386025
1.445,-1,0.6713805069
1.445,0,0.7079353049
1.445,1,0.7444772094
1.445,2,0.7809804992
1.445,3,0.8174196501
1.445,4,0.8537694636
1.445,5,0.8900051927
1.445,6,0.9261026619
1.445,7,0.9620383828
1.445,8,0.9977896605
1.445,9,1.033334693
1.445,10,1.068652663
1.445,11,1.103723811
1.445,12,1.138529515
1.445,13,1.173052336
1.445,14,1.207276074
1.445,15,1.241185795
1.445,16,1.274767855
1.445,17,1.308009913
1.445,18,1.340900928
1.445,19,1.373431145
1.445,20,1.405592078
1.445,21,1.437376477
1.445,22,1.468778289
1.445,23,1.499792611
1.445,24,1.530415643
1.445,25,1.560644622
1.445,26,1.590477771
1.445,27,1.61991423
1.445,28,1.648953992
1.445,29,1.677597836
1.445,30,1.705847265
1.506666667,-30,-0.3023851265
1.506666667,-29,-0.2745972009
1.506666667,-28,-0.2464140029
1.506666667,-27,-0.2178342199
1.506666667,-26,-0.1888573186
1.506666667,-25,-0.1594836157
1.506666667,-24,-0.1297143486
1.506666667,-23,-0.09955174513
1.506666667,-22,-0.06899909035
1.506666667,-21,-0.03806079084
1.506666667,-20,-0.006742433621
1.506666667,-19,0.02494916053
1.506666667,-18,0.05700589115
1.506666667,-17,0.08941834052
1.506666667,-16,0.1221757457
1.506666667,-15,0.1552659815
1.506666667,-14,0.1886755541
1.506666667,-13,0.2223896083
1.506666667,-12,0.2563919459
1.506666667,-11,0.2906650588
1.506666667,-10,0.3251901736
1.506666667,-9,0.3599473108
1.506666667,-8,0.394915355
1.506666667,-7,0.4300721391
1.506666667,-6,0.4653945381
1.506666667,-5,0.5008585745
1.506666667,-4,0.5364395329
1.506666667,-3,0.5721120822
1.506666667,-2,0.6078504054
1.506666667,-1,0.6436283345
1.506666667,0,0.6794194893
1.506666667,1,0.7151974184
1.506666667,2,0.7509357416
1.506666667,3,0.7866082909
1.506666667,4,0.8221892492
1.506666667,5,0.8576532856
1.506666667,6,0.8929756846
1.506666667,7,0.9281324687
1.506666667,8,0.963100513
1.506666667,9,0.9978576501
1.506666667,10,1.032382765
1.506666667,11,1.066655878
1.506666667,12,1.100658215
1.506666667,13,1.13437227
1.506666667,14,1.167781842
1.506666667,15,1.200872078
1.506666667,16,1.233629483
1.506666667,17,1.266041933
1.506666667,18,1.298098663
1.506666667,19,1.329790257
1.506666667,20,1.361108615
1.506666667,21,1.392046914
1.506666667,22,1.422599569
1.506666667,23,1.452762172
1.506666667,24,1.482531439
1.506666667,25,1.511905142
1.506666667,26,1.540882044
1.506666667,27,1.569461827
1.506666667,28,1.597645025
1.506666667,29,1.62543295
1.506666667,30,1.652827625
1.568333333,-30,-0.3056795005
1.568333333,-29,-0.2786955662
1.568333333,-28,-0.2513173501
1.568333333,-27,-0.2235430257
1.568333333,-26,-0.1953715343
1.568333333,-25,-0.1668026608
1.568333333,-24,-0.1378371094
1.568333333,-23,-0.1084765793
1.568333333,-22,-0.07872383846
1.568333333,-21,-0.04858279417
1.568333333,-20,-0.01805855978
1.568333333,-19,0.01284248484
1.568333333,-18,0.04411263993
1.568333333,-17,0.07574284105
1.568333333,-16,0.1077226244
1.568333333,-15,0.1400401032
1.568333333,-14,0.1726819567
1.568333333,-13,0.205633432
1.568333333,-12,0.2388783597
1.568333333,-11,0.2723991847
1.568333333,-10,0.3061770097
1.568333333,-9,0.3401916555
1.568333333,-8,0.3744217328
1.568333333,-7,0.4088447297
1.568333333,-6,0.4434371107
1.568333333,-5,0.4781744275
1.568333333,-4,0.5130314409
1.568333333,-3,0.5479822515
1.568333333,-2,0.583000438
1.568333333,-1,0.6180592023
1.568333333,0,0.6531315179
1.568333333,1,0.6881902821
1.568333333,2,0.7232084687
1.568333333,3,0.7581592792
1.568333333,4,0.7930162926
1.568333333,5,0.8277536094
1.568333333,6,0.8623459904
1.568333333,7,0.8967689873
1.568333333,8,0.9309990647
1.568333333,9,0.9650137104
1.568333333,10,0.9987915355
1.568333333,11,1.03231236
1.568333333,12,1.065557288
1.568333333,13,1.098508763
1.568333333,14,1.131150617
1.568333333,15,1.163468096
1.568333333,16,1.195447879
1.568333333,17,1.22707808
1.568333333,18,1.258348235
1.568333333,19,1.28924928
1.568333333,20,1.319773514
1.568333333,21,1.349914559
1.568333333,22,1.379667299
1.568333333,23,1.40902783
1.568333333,24,1.437993381
1.568333333,25,1.466562254
1.568333333,26,1.494733746
1.568333333,27,1.52250807
1.568333333,28,1.549886286
1.568333333,29,1.576870221
1.568333333,30,1.603462394
1.63,-30,-0.3082858507
1.63,-29,-0.2820587067
1.63,-28,-0.2554385754
1.63,-27,-0.2284231357
1.63,-26,-0.2010108199
1.63,-25,-0.1732008944
1.63,-24,-0.1449935399
1.63,-23,-0.1163899332
1.63,-22,-0.08739232712
1.63,-21,-0.05800412853
1.63,-20,-0.0282299717
1.63,-19,0.001924213331
1.63,-18,0.03245113974
1.63,-17,0.06334211164
1.63,-16,0.09458698219
1.63,-15,0.1261741233
1.63,-14,0.1580904087
1.63,-13,0.1903212106
1.63,-12,0.2228504118
1.63,-11,0.2556604334
1.63,-10,0.2887322778
1.63,-9,0.3220455879
1.63,-8,0.3555787222
1.63,-7,0.3893088441
1.63,-6,0.423212026
1.63,-5,0.4572633664
1.63,-4,0.4914371182
1.63,-3,0.5257068282
1.63,-2,0.5600454849
1.63,-1,0.5944256725
1.63,0,0.628819731
1.63,1,0.6631999186
1.63,2,0.6975385753
1.63,3,0.7318082853
1.63,4,0.7659820371
1.63,5,0.8000333775
1.63,6,0.8339365594
1.63,7,0.8676666813
1.63,8,0.9011998156
1.63,9,0.9345131257
1.63,10,0.9675849701
1.63,11,1.000394992
1.63,12,1.032924193
1.63,13,1.065154995
1.63,14,1.09707128
1.63,15,1.128658421
1.63,16,1.159903292
1.63,17,1.190794264
1.63,18,1.22132119
1.63,19,1.251475375
1.63,20,1.281249532
1.63,21,1.310637731
1.63,22,1.339635337
1.63,23,1.368238943
1.63,24,1.396446298
1.63,25,1.424256223
1.63,26,1.451668539
1.63,27,1.478683979
1.63,28,1.50530411
1.63,29,1.531531254
1.63,30,1.557368408
1.691666667,-30,-0.3103047824
1.691666667,-29,-0.2847913774
1.691666667,-28,-0.2588865457
1.691666667,-27,-0.2325874913
1.691666667,-26,-0.2058921556
1.691666667,-25,-0.1787993004
1.691666667,-24,-0.1513085945
1.691666667,-23,-0.1234207002
1.691666667,-22,-0.09513735979
1.691666667,-21,-0.0664614799
1.691666667,-20,-0.03739721278
1.691666667,-19,-0.007950031999
1.691666667,-18,0.02187319862
1.691666667,-17,0.0520641649
1.691666667,-16,0.08261305281
1.691666667,-15,0.1135085111
1.691666667,-14,0.1447376277
1.691666667,-13,0.1762859214
1.691666667,-12,0.2081373489
1.691666667,-11,0.2402743299
1.691666667,-10,0.272677788
1.691666667,-9,0.3053272102
1.691666667,-8,0.3382007226
1.691666667,-7,0.3712751836
1.691666667,-6,0.4045262914
1.691666667,-5,0.4379287077
1.691666667,-4,0.471456193
1.691666667,-3,0.5050817547
1.691666667,-2,0.5387778035
1.691666667,-1,0.5725163189
1.691666667,0,0.6062690189
1.691666667,1,0.6400075342
1.691666667,2,0.6737035831
1.691666667,3,0.7073291447
1.691666667,4,0.7408566301
1.691666667,5,0.7742590464
1.691666667,6,0.8075101542
1.691666667,7,0.8405846151
1.691666667,8,0.8734581276
1.691666667,9,0.9061075497
1.691666667,10,0.9385110078
1.691666667,11,0.9706479888
1.691666667,12,1.002499416
1.691666667,13,1.03404771
1.691666667,14,1.065276827
1.691666667,15,1.096172285
1.691666667,16,1.126721173
1.691666667,17,1.156912139
1.691666667,18,1.18673537
1.691666667,19,1.216182551
1.691666667,20,1.245246818
1.691666667,21,1.273922698
1.691666667,22,1.302206038
1.691666667,23,1.330093932
1.691666667,24,1.357584638
1.691666667,25,1.384677493
1.691666667,26,1.411372829
1.691666667,27,1.437671883
1.691666667,28,1.463576715
1.691666667,29,1.48909012
1.691666667,30,1.51421555
1.753333333,-30,-0.3118206192
1.753333333,-29,-0.2869815631
1.753333333,-28,-0.2617528729
1.753333333,-27,-0.2361312986
1.753333333,-26,-0.2101143082
1.753333333,-25,-0.1837001749
1.753333333,-24,-0.1568880682
1.753333333,-23,-0.1296781451
1.753333333,-22,-0.1020716434
1.753333333,-21,-0.07407097216
1.753333333,-20,-0.04567980044
1.753333333,-19,-0.01690314069
1.753333333,-18,0.0122525743
1.753333333,-17,0.04177942322
1.753333333,-16,0.0716679388
1.753333333,-15,0.1019070629
1.753333333,-14,0.1324841162
1.753333333,-13,0.1633847833
1.753333333,-12,0.1945931157
1.753333333,-11,0.2260915525
1.753333333,-10,0.2578609594
1.753333333,-9,0.2898806878
1.753333333,-8,0.3221286514
1.753333333,-7,0.3545814215
1.753333333,-6,0.3872143399
1.753333333,-5,0.4200016473
1.753333333,-4,0.4529166267
1.753333333,-3,0.4859317591
1.753333333,-2,0.5190188907
1.753333333,-1,0.5521494073
1.753333333,0,0.5852944168
1.753333333,1,0.6184249335
1.753333333,2,0.651512065
1.753333333,3,0.6845271974
1.753333333,4,0.7174421768
1.753333333,5,0.7502294842
1.753333333,6,0.7828624026
1.753333333,7,0.8153151727
1.753333333,8,0.8475631363
1.753333333,9,0.8795828647
1.753333333,10,0.9113522717
1.753333333,11,0.9428507084
1.753333333,12,0.9740590408
1.753333333,13,1.004959708
1.753333333,14,1.035536761
1.753333333,15,1.065775885
1.753333333,16,1.095664401
1.753333333,17,1.12519125
1.753333333,18,1.154346965
1.753333333,19,1.183123625
1.753333333,20,1.211514796
1.753333333,21,1.239515468
1.753333333,22,1.267121969
1.753333333,23,1.294331892
1.753333333,24,1.321143999
1.753333333,25,1.347558132
1.753333333,26,1.373575123
1.753333333,27,1.399196697
1.753333333,28,1.424425387
1.753333333,29,1.449264443
1.753333333,30,1.473717749
1.815,-30,-0.312904402
1.815,-29,-0.28870355
1.815,-28,-0.2641150583
1.815,-27,-0.2391352433
1.815,-26,-0.2137611183
1.815,-25,-0.1879904842
1.815,-24,-0.1618220246
1.815,-23,-0.1352554024
1.815,-22,-0.108291358
1.815,-21,-0.08093180728
1.815,-20,-0.05317993659
1.815,-19,-0.0250402945
1.815,-18,0.003481123376
1.815,-17,0.03237679794
1.815,-16,0.06163762086
1.815,-15,0.09125284184
1.815,-14,0.1212100308
1.815,-13,0.1514950566
1.815,-12,0.1820920847
1.815,-11,0.2129835934
1.815,-10,0.2441504106
1.815,-9,0.2755717713
1.815,-8,0.3072253955
1.815,-7,0.3390875857
1.815,-6,0.3711333434
1.815,-5,0.4033365041
1.815,-4,0.4356698871
1.815,-3,0.4681054604
1.815,-2,0.5006145172
1.815,-1,0.5331678617
1.815,0,0.5657360018
1.815,1,0.5982893463
1.815,2,0.6307984031
1.815,3,0.6632339764
1.815,4,0.6955673594
1.815,5,0.7277705201
1.815,6,0.7598162778
1.815,7,0.791678468
1.815,8,0.8233320922
1.815,9,0.854753453
1.815,10,0.8859202701
1.815,11,0.9168117788
1.815,12,0.9474088069
1.815,13,0.9776938328
1.815,14,1.007651022
1.815,15,1.037266243
1.815,16,1.066527066
1.815,17,1.09542274
1.815,18,1.123944158
1.815,19,1.1520838
1.815,20,1.179835671
1.815,21,1.207195222
1.815,22,1.234159266
1.815,23,1.260725888
1.815,24,1.286894348
1.815,25,1.312664982
1.815,26,1.338039107
1.815,27,1.363018922
1.815,28,1.387607413
1.815,29,1.411808266
1.815,30,1.435625772
1.876666667,-30,-0.3136162657
1.876666667,-29,-0.2900203615
1.876666667,-28,-0.2660389866
1.876666667,-27,-0.2416680442
1.876666667,-26,-0.2169041116
1.876666667,-25,-0.1917445345
1.876666667,-24,-0.1661875249
1.876666667,-23,-0.1402322632
1.876666667,-22,-0.1138790014
1.876666667,-21,-0.08712916736
1.876666667,-20,-0.05998546728
1.876666667,-19,-0.03245198463
1.876666667,-18,-0.004534273329
1.876666667,-17,0.02376055733
1.876666667,-16,0.05242376851
1.876666667,-15,0.08144493079
1.876666667,-14,0.1108118786
1.876666667,-13,0.1405106821
1.876666667,-12,0.1705256385
1.876666667,-11,0.200839284
1.876666667,-10,0.2314324277
1.876666667,-9,0.262284207
1.876666667,-8,0.2933721661
1.876666667,-7,0.3246723555
1.876666667,-6,0.356159453
1.876666667,-5,0.3878069033
1.876666667,-4,0.4195870758
1.876666667,-3,0.4514714381
1.876666667,-2,0.4834307419
1.876666667,-1,0.5154352204
1.876666667,0,0.5474547923
1.876666667,1,0.5794592708
1.876666667,2,0.6114185746
1.876666667,3,0.6433029369
1.876666667,4,0.6750831094
1.876666667,5,0.7067305597
1.876666667,6,0.7382176572
1.876666667,7,0.7695178466
1.876666667,8,0.8006058057
1.876666667,9,0.831457585
1.876666667,10,0.8620507287
1.876666667,11,0.8923643742
1.876666667,12,0.9223793306
1.876666667,13,0.9520781341
1.876666667,14,0.9814450819
1.876666667,15,1.010466244
1.876666667,16,1.039129455
1.876666667,17,1.067424286
1.876666667,18,1.095341997
1.876666667,19,1.12287548
1.876666667,20,1.15001918
1.876666667,21,1.176769014
1.876666667,22,1.203122276
1.876666667,23,1.229077538
1.876666667,24,1.254634547
1.876666667,25,1.279794124
1.876666667,26,1.304558057
1.876666667,27,1.328928999
1.876666667,28,1.352910374
1.876666667,29,1.376506278
1.876666667,30,1.399721394
1.938333333,-30,-0.3140073357
1.938333333,-29,-0.2909857043
1.938333333,-28,-0.2675809213
1.938333333,-27,-0.2437884971
1.938333333,-26,-0.2196045919
1.938333333,-25,-0.195026113
1.938333333,-24,-0.1700508161
1.938333333,-23,-0.1446774115
1.938333333,-22,-0.1189056727
1.938333333,-21,-0.09273654639
1.938333333,-20,-0.06617226207
1.938333333,-19,-0.03921643849
1.938333333,-18,-0.01187418497
1.938333333,-17,0.01584780507
1.938333333,-16,0.04394117128
1.938333333,-15,0.07239581675
1.938333333,-14,0.1011998542
1.938333333,-13,0.1303395707
1.938333333,-12,0.1597994121
1.938333333,-11,0.1895619903
1.938333333,-10,0.2196081133
1.938333333,-9,0.2499168389
1.938333333,-8,0.2804655527
1.938333333,-7,0.3112300699
1.938333333,-6,0.3421847598
1.938333333,-5,0.3733026906
1.938333333,-4,0.4045557952
1.938333333,-3,0.4359150526
1.938333333,-2,0.4673506844
1.938333333,-1,0.498832363
1.938333333,0,0.5303294277
1.938333333,1,0.5618111063
1.938333333,2,0.5932467381
1.938333333,3,0.6246059955
1.938333333,4,0.6558591001
1.938333333,5,0.6869770309
1.938333333,6,0.7179317208
1.938333333,7,0.748696238
1.938333333,8,0.7792449518
1.938333333,9,0.8095536773
1.938333333,10,0.8395998003
1.938333333,11,0.8693623786
1.938333333,12,0.89882222
1.938333333,13,0.9279619365
1.938333333,14,0.9567659739
1.938333333,15,0.9852206194
1.938333333,16,1.013313986
1.938333333,17,1.041035976
1.938333333,18,1.068378229
1.938333333,19,1.095334053
1.938333333,20,1.121898337
1.938333333,21,1.148067463
1.938333333,22,1.173839202
1.938333333,23,1.199212607
1.938333333,24,1.224187904
1.938333333,25,1.248766383
1.938333333,26,1.272950288
1.938333333,27,1.296742712
1.938333333,28,1.320147495
1.938333333,29,1.343169126
1.938333333,30,1.365812656
2,-30,-0.3141212534
2,-29,-0.2916455347
2,-28,-0.2687891121
2,-27,-0.2455471225
2,-26,-0.2219153283
2,-25,-0.1978902155
2,-24,-0.173469099
2,-23,-0.1486502321
2,-22,-0.1234329204
2,-21,-0.09781763738
2,-20,-0.07180614063
2,-19,-0.0454015858
2,-18,-0.01860863614
2,-17,0.008566435465
2,-16,0.03611565471
2,-15,0.06402926738
2,-14,0.0922956771
2,-13,0.120901402
2,-12,0.1498310526
2,-11,0.1790673332
2,-10,0.2085910676
2,-9,0.2383812509
2,-8,0.268415127
2,-7,0.2986682916
2,-6,0.3291148203
2,-5,0.3597274189
2,-4,0.3904775962
2,-3,0.4213358542
2,-2,0.4522718953
2,-1,0.4832548411
2,0,0.5142534611
2,1,0.5452364069
2,2,0.576172448
2,3,0.607030706
2,4,0.6377808833
2,5,0.6683934819
2,6,0.6988400106
2,7,0.7290931752
2,8,0.7591270514
2,9,0.7889172347
2,10,0.818440969
2,11,0.8476772496
2,12,0.8766069002
2,13,0.9052126251
2,14,0.9334790348
2,15,0.9613926475
2,16,0.9889418667
2,17,1.016116938
2,18,1.042909888
2,19,1.069314443
2,20,1.09532594
2,21,1.120941223
2,22,1.146158534
2,23,1.170977401
2,24,1.195398518
2,25,1.21942363
2,26,1.243055425
2,27,1.266297414
2,28,1.289153837
2,29,1.311629556
2,30,1.333729966
