k,q,bid_depth
0.52,9,2.480463033
0.52,10,2.540588832
0.52,11,2.600575967
0.52,12,2.660412084
0.52,13,2.720085053
0.52,14,2.779582986
0.52,15,2.83889425
0.52,16,2.898007485
0.52,17,2.956911616
0.52,18,3.015595867
0.52,19,3.074049772
0.52,20,3.132263185
0.52,21,3.190226295
0.52,22,3.247929631
0.52,23,3.305364071
0.52,24,3.362520849
0.52,25,3.419391564
0.52,26,3.47596818
0.52,27,3.532243034
0.52,28,3.588208839
0.52,29,3.643858684
0.52,30,3.699186035
0.5816666667,-30,0.065282908
0.5816666667,-29,0.1173663878
0.5816666667,-28,0.1697801607
0.5816666667,-27,0.2225175619
0.5816666667,-26,0.2755714932
0.5816666667,-25,0.3289344234
0.5816666667,-24,0.3825983901
0.5816666667,-23,0.4365550023
0.5816666667,-22,0.4907954449
0.5816666667,-21,0.5453104843
0.5816666667,-20,0.6000904752
0.5816666667,-19,0.6551253691
0.5816666667,-18,0.7104047237
0.5816666667,-17,0.7659177142
0.5816666667,-16,0.8216531451
0.5816666667,-15,0.877599464
0.5816666667,-14,0.9337447763
0.5816666667,-13,0.9900768614
0.5816666667,-12,1.046583189
0.5816666667,-11,1.103250939
0.5816666667,-10,1.160067018
0.5816666667,-9,1.217018083
0.5816666667,-8,1.274090558
0.5816666667,-7,1.331270662
0.5816666667,-6,1.388544425
0.5816666667,-5,1.445897717
0.5816666667,-4,1.503316269
0.5816666667,-3,1.560785697
0.5816666667,-2,1.61829153
0.5816666667,-1,1.67581923
0.5816666667,0,1.733354224
0.5816666667,1,1.790881925
0.5816666667,2,1.848387757
0.5816666667,3,1.905857185
0.5816666667,4,1.963275737
0.5816666667,5,2.020629029
0.5816666667,6,2.077902793
0.5816666667,7,2.135082897
0.5816666667,8,2.192155372
0.5816666667,9,2.249106437
0.5816666667,10,2.305922516
0.5816666667,11,2.362590265
0.5816666667,12,2.419096593
0.5816666667,13,2.475428678
0.5816666667,14,2.531573991
0.5816666667,15,2.58752031
0.5816666667,16,2.64325574
0.5816666667,17,2.698768731
