gamma,q,spread
0.1507,16,1.017110588
0.1507,17,1.014746551
0.1507,18,1.012559042
0.1507,19,1.010532334
0.1507,20,1.008651888
0.1507,21,1.006904417
0.1507,22,1.005277856
0.1507,23,1.003761311
0.1507,24,1.002344967
0.1507,25,1.001019998
0.1507,26,0.9997784757
0.1507,27,0.9986132748
0.1507,28,0.9975179915
0.1507,29,0.996486865
0.1507,30,0.9955147077
0.1673333333,-30,0.991903285
0.1673333333,-29,0.9928891301
0.1673333333,-28,0.9939357098
0.1673333333,-27,0.9950484973
0.1673333333,-26,0.9962335943
0.1673333333,-25,0.9974978135
0.1673333333,-24,0.9988487714
0.1673333333,-23,1.000294992
0.1673333333,-22,1.001846023
0.1673333333,-21,1.003512557
0.1673333333,-20,1.005306566
0.1673333333,-19,1.007241434
0.1673333333,-18,1.009332078
0.1673333333,-17,1.011595043
0.1673333333,-16,1.01404854
0.1673333333,-15,1.01671237
0.1673333333,-14,1.019607667
0.1673333333,-13,1.022756323
0.1673333333,-12,1.026179902
0.1673333333,-11,1.029897758
0.1673333333,-10,1.033923933
0.1673333333,-9,1.038262231
0.1673333333,-8,1.042898762
0.1673333333,-7,1.047791185
0.1673333333,-6,1.052854336
0.1673333333,-5,1.057943241
0.1673333333,-4,1.062837533
0.1673333333,-3,1.067236236
0.1673333333,-2,1.070776926
0.1673333333,-1,1.073092143
0.1673333333,0,1.073899556
0.1673333333,1,1.073092143
0.1673333333,2,1.070776926
0.1673333333,3,1.067236236
0.1673333333,4,1.062837533
0.1673333333,5,1.057943241
0.1673333333,6,1.052854336
0.1673333333,7,1.047791185
0.1673333333,8,1.042898762
0.1673333333,9,1.038262231
0.1673333333,10,1.033923933
0.1673333333,11,1.029897758
0.1673333333,12,1.026179902
0.1673333333,13,1.022756323
0.1673333333,14,1.019607667
0.1673333333,15,1.01671237
0.1673333333,16,1.01404854
0.1673333333,17,1.011595043
0.1673333333,18,1.009332078
0.1673333333,19,1.007241434
0.1673333333,20,1.005306566
0.1673333333,21,1.003512557
0.1673333333,22,1.001846023
0.1673333333,23,1.000294992
0.1673333333,24,0.9988487714
0.1673333333,25,0.9974978135
0.1673333333,26,0.9962335943
0.1673333333,27,0.9950484973
0.1673333333,28,0.9939357098
0.1673333333,29,0.9928891301
0.1673333333,30,0.991903285
0.1839666667,-30,0.9883056429
0.1839666667,-29,0.989302904
0.1839666667,-28,0.9903623895
0.1839666667,-27,0.9914898173
0.1839666667,-26,0.9926915823
0.1839666667,-25,0.9939748499
0.1839666667,-24,0.9953476627
0.1839666667,-23,0.9968190624
0.1839666667,-22,0.9983992268
0.1839666667,-21,1.000099623
0.1839666667,-20,1.001933176
0.1839666667,-19,1.003914445
0.1839666667,-18,1.006059809
0.1839666667,-17,1.008387634
0.1839666667,-16,1.010918406
0.1839666667,-15,1.013674773
0.1839666667,-14,1.01668143
0.1839666667,-13,1.019964709
0.1839666667,-12,1.023551673
0.1839666667,-11,1.027468392
0.1839666667,-10,1.031736909
0.1839666667,-9,1.036370166
0.1839666667,-8,1.041363908
0.1839666667,-7,1.046684388
0.1839666667,-6,1.052250928
0.1839666667,-5,1.057913679
0.1839666667,-4,1.063430477
0.1839666667,-3,1.068453556
0.1839666667,-2,1.072545578
0.1839666667,-1,1.075246623
0.1839666667,0,1.076193541
0.1839666667,1,1.075246623
0.1839666667,2,1.072545578
0.1839666667,3,1.068453556
0.1839666667,4,1.063430477
0.1839666667,5,1.057913679
0.1839666667,6,1.052250928
0.1839666667,7,1.046684388
0.1839666667,8,1.041363908
0.1839666667,9,1.036370166
0.1839666667,10,1.031736909
0.1839666667,11,1.027468392
0.1839666667,12,1.023551673
0.1839666667,13,1.019964709
0.1839666667,14,1.01668143
0.1839666667,15,1.013674773
0.1839666667,16,1.010918406
0.1839666667,17,1.008387634
0.1839666667,18,1.006059809
0.1839666667,19,1.003914445
0.1839666667,20,1.001933176
0.1839666667,21,1.000099623
0.1839666667,22,0.9983992268
0.1839666667,23,0.9968190624
0.1839666667,24,0.9953476627
0.1839666667,25,0.9939748499
0.1839666667,26,0.9926915823
0.1839666667,27,0.9914898173
0.1839666667,28,0.9903623895
0.1839666667,29,0.989302904
0.1839666667,30,0.9883056429
0.2006,-30,0.9847269841
0.2006,-29,0.9857339066
0.2006,-28,0.9868043266
0.2006,-27,0.987944174
0.2006,-26,0.9891600982
0.2006,-25,0.9904595713
0.2006,-24,0.9918510083
0.2006,-23,0.9933439045
0.2006,-22,0.9949489933
0.2006,-21,0.9966784258
0.2006,-20,0.9985459728
0.2006,-19,1.000567247
0.2006,-18,1.002759943
0.2006,-17,1.005144079
0.2006,-16,1.007742222
0.2006,-15,1.010579654
0.2006,-14,1.013684403
0.2006,-13,1.017087016
0.2006,-12,1.02081987
0.2006,-11,1.024915663
0.2006,-10,1.029404556
0.2006,-9,1.034309101
0.2006,-8,1.039635742
0.2006,-7,1.045361243
0.2006,-6,1.051412393
0.2006,-5,1.057638369
0.2006,-4,1.06377908
0.2006,-3,1.069441532
0.2006,-2,1.074109613
0.2006,-1,1.077220335
0.2006,0,1.078316735
0.2006,1,1.077220335
0.2006,2,1.074109613
0.2006,3,1.069441532
0.2006,4,1.06377908
0.2006,5,1.057638369
0.2006,6,1.051412393
0.2006,7,1.045361243
0.2006,8,1.039635742
0.2006,9,1.034309101
0.2006,10,1.029404556
0.2006,11,1.024915663
0.2006,12,1.02081987
0.2006,13,1.017087016
0.2006,14,1.013684403
0.2006,15,1.010579654
0.2006,16,1.007742222
0.2006,17,1.005144079
0.2006,18,1.002759943
0.2006,19,1.000567247
