tau,q,bid_depth
140,-9,0.2424785229
140,-8,0.2720799643
140,-7,0.3018827784
140,-6,0.3318629802
140,-5,0.3619954015
140,-4,0.3922538394
140,-3,0.4226112204
140,-2,0.4530397792
140,-1,0.483511248
140,0,0.5139970542
140,1,0.544468523
140,2,0.5748970818
140,3,0.6052544628
140,4,0.6355129007
140,5,0.665645322
140,6,0.6956255238
140,7,0.7254283379
140,8,0.7550297793
140,9,0.7844071768
140,10,0.813539283
140,11,0.8424063641
140,12,0.8709902692
140,13,0.8992744769
140,14,0.9272441218
140,15,0.954886001
140,16,0.9821885616
140,17,1.009141871
140,18,1.035737573
140,19,1.061968826
140,20,1.087830238
140,21,1.113317787
140,22,1.138428732
140,23,1.163161529
140,24,1.187515733
140,25,1.211491906
140,26,1.235091524
140,27,1.258316882
140,28,1.281171011
140,29,1.303657586
140,30,1.325780846
150,-30,-0.3077693596
150,-29,-0.2852814201
150,-28,-0.2624232643
150,-27,-0.2391910053
150,-26,-0.215581401
150,-25,-0.1915919419
150,-24,-0.1672209433
150,-23,-0.1424676396
150,-22,-0.1173322822
150,-21,-0.09181623648
150,-20,-0.06592207897
150,-19,-0.0396536911
150,-18,-0.01301634856
150,-17,0.01398319645
150,-16,0.04133664202
150,-15,0.06903407491
150,-14,0.09706392261
150,-13,0.1254129213
150,-12,0.1540661017
150,-11,0.1830067942
150,-10,0.212216655
150,-9,0.241675714
150,-8,0.2713624444
150,-7,0.301253855
150,-6,0.3313256031
150,-5,0.3615521287
150,-4,0.3919068066
150,-3,0.4223621161
150,-2,0.4528898242
150,-1,0.4834611806
150,0,0.5140471216
150,1,0.5446184781
150,2,0.5751461861
150,3,0.6056014956
150,4,0.6359561735
150,5,0.6661826991
150,6,0.6962544472
150,7,0.7261458578
150,8,0.7558325882
150,9,0.7852916472
150,10,0.814501508
150,11,0.8434422005
150,12,0.8720953809
150,13,0.9004443796
150,14,0.9284742273
150,15,0.9561716602
150,16,0.9835251058
150,17,1.010524651
150,18,1.037161993
150,19,1.063430381
150,20,1.089324539
150,21,1.114840584
150,22,1.139975942
150,23,1.164729245
150,24,1.189100244
150,25,1.213089703
150,26,1.236699308
150,27,1.259931567
150,28,1.282789722
150,29,1.305277662
150,30,1.327399834
160,-30,-0.3090440438
160,-29,-0.2865559652
160,-28,-0.2636955706
160,-27,-0.2404587991
160,-26,-0.2168422326
160,-25,-0.1928431856
160,-24,-0.1684597994
160,-23,-0.1436911396
160,-22,-0.1185372959
160,-21,-0.09299948287
160,-20,-0.06708013976
160,-19,-0.04078302796
160,-18,-0.0141133235
160,-17,0.0129222974
160,-16,0.04031558203
160,-15,0.06805663676
160,-14,0.09613387659
160,-13,0.1245339911
160,-12,0.153241929
160,-11,0.182240902
160,-10,0.2115124112
160,-9,0.2410362951
160,-8,0.2707908006
160,-7,0.3007526766
160,-6,0.3308972896
160,-5,0.361198761
160,-4,0.3916301224
160,-3,0.422163489
160,-2,0.4527702472
160,-1,0.4834212546
160,0,0.5140870476
160,1,0.544738055
160,2,0.5753448132
160,3,0.6058781798
160,4,0.6363095412
160,5,0.6666110126
160,6,0.6967556256
160,7,0.7267175016
160,8,0.7564720071
160,9,0.785995891
160,10,0.8152674002
160,11,0.8442663732
160,12,0.8729743111
160,13,0.9013744256
160,14,0.9294516655
160,15,0.9571927202
160,16,0.9845860048
160,17,1.011621626
160,18,1.03829133
160,19,1.064588442
160,20,1.090507785
160,21,1.116045598
160,22,1.141199442
160,23,1.165968102
160,24,1.190351488
160,25,1.214350535
160,26,1.237967101
160,27,1.261203873
160,28,1.284064267
160,29,1.306552346
160,30,1.328672728
170,-30,-0.310052918
170,-29,-0.2875654018
170,-28,-0.2647039046
170,-27,-0.2414642222
170,-26,-0.2178427912
170,-25,-0.1938367806
170,-24,-0.1694441874
170,-23,-0.1446639366
170,-22,-0.1194959831
170,-21,-0.093941415
170,-20,-0.06800255649
170,-19,-0.0416830676
170,-18,-0.01498803972
170,-17,0.01207591607
170,-16,0.03950059019
170,-15,0.06727610768
170,-14,0.09539087573
170,-13,0.123831548
170,-12,0.1525830077
170,-11,0.1816283715
170,-10,0.2109490147
170,-9,0.2405246206
170,-8,0.2703332518
170,-7,0.3003514456
170,-6,0.330554332
170,-5,0.3609157724
170,-4,0.3914085187
170,-3,0.4220043894
170,-2,0.452674461
170,-1,0.4833892713
170,0,0.5141190309
170,1,0.5448338412
170,2,0.5755039128
170,3,0.6060997835
170,4,0.6365925298
170,5,0.6669539702
170,6,0.6971568566
170,7,0.7271750505
170,8,0.7569836816
170,9,0.7865592875
170,10,0.8158799307
170,11,0.8449252945
170,12,0.8736767542
170,13,0.9021174265
170,14,0.9302321945
170,15,0.958007712
170,16,0.9854323861
170,17,1.012496342
170,18,1.03919137
170,19,1.065510859
170,20,1.091449717
170,21,1.117004285
170,22,1.142172239
170,23,1.16695249
170,24,1.191345083
170,25,1.215351093
170,26,1.238972524
170,27,1.262212207
170,28,1.285073704
170,29,1.30756122
170,30,1.329679514
180,-30,-0.3108550999
180,-29,-0.2883685187
180,-28,-0.2655066308
180,-27,-0.242265114
180,-26,-0.2186402851
180,-25,-0.1946291925
180,-24,-0.1702297138
180,-23,-0.1454406568
180,-22,-0.1202618643
180,-21,-0.09469431884
180,-20,-0.06874024802
180,-19,-0.04240322665
180,-18,-0.01568827463
180,-17,0.01139805249
180,-16,0.03884758242
180,-15,0.06665045735
180,-14,0.09479507973
180,-13,0.1232680752
180,-12,0.1520542748
180,-11,0.1811367179
180,-10,0.2104966782
180,-9,0.2401137122
180,-8,0.2699657327
180,-7,0.3000291043
180,-6,0.3302787637
180,-5,0.3606883604
180,-4,0.391230418
180,-3,0.421876513
180,-2,0.452597469
180,-1,0.4833635627
180,0,0.5141447395
180,1,0.5449108333
180,2,0.5756317892
180,3,0.6062778842
180,4,0.6368199418
180,5,0.6672295385
180,6,0.6974791979
180,7,0.7275425695
180,8,0.75739459
180,9,0.787011624
180,10,0.8163715843
180,11,0.8454540274
180,12,0.874240227
180,13,0.9027132225
180,14,0.9308578449
180,15,0.9586607198
180,16,0.9861102497
180,17,1.013196577
180,18,1.039911529
180,19,1.06624855
180,20,1.092202621
180,21,1.117770166
180,22,1.142948959
180,23,1.167738016
180,24,1.192137495
180,25,1.216148587
180,26,1.239773416
180,27,1.263014933
180,28,1.285876821
180,29,1.308363402
180,30,1.33047955
190,-30,-0.3114952291
190,-29,-0.2890097504
190,-28,-0.266147906
190,-27,-0.2429052767
190,-26,-0.2192780805
190,-25,-0.195263266
190,-24,-0.1708586117
190,-23,-0.1460628285
190,-22,-0.1208756656
190,-21,-0.0952980176
190,-20,-0.06933203128
190,-19,-0.04298121007
190,-18,-0.01625051363
190,-17,0.01085354949
190,-16,0.03832283904
190,-15,0.06614751252
190,-14,0.09431596966
190,-13,0.1228148141
190,-12,0.1516288349
190,-11,0.180741009
190,-10,0.210132527
190,-9,0.2397828426
190,-8,0.2696697456
190,-7,0.29976946
190,-6,0.3300567646
190,-5,0.3605051357
190,-4,0.3910869103
190,-3,0.4217734676
190,-2,0.4525354244
190,-1,0.4833428449
190,0,0.5141654573
190,1,0.5449728778
190,2,0.5757348346
190,3,0.6064213919
190,4,0.6370031665
190,5,0.6674515376
190,6,0.6977388422
190,7,0.7278385566
190,8,0.7577254596
190,9,0.7873757752
190,10,0.8167672932
190,11,0.8458794673
190,12,0.8746934881
190,13,0.9031923326
190,14,0.9313607897
190,15,0.9591854632
190,16,0.9866547527
190,17,1.013758816
190,18,1.040489512
190,19,1.066840333
190,20,1.09280632
190,21,1.118383968
190,22,1.143571131
190,23,1.168366914
190,24,1.192771568
190,25,1.216786383
190,26,1.240413579
190,27,1.263656208
190,28,1.286518053
190,29,1.309003531
190,30,1.331117612
