tau,q,ask_depth
30,25,0.004290987007
30,26,-0.01506259181
30,27,-0.03432192729
30,28,-0.0534842932
30,29,-0.07254706265
30,30,-0.09150770964
40,-30,1.188676094
40,-29,1.168103875
40,-28,1.147351132
40,-27,1.126420351
40,-26,1.105314292
40,-25,1.084035988
40,-24,1.062588757
40,-23,1.040976199
40,-22,1.019202202
40,-21,0.997270943
40,-20,0.9751868858
40,-19,0.9529547839
40,-18,0.9305796764
40,-17,0.9080668858
40,-16,0.8854220136
40,-15,0.8626509345
40,-14,0.8397597898
40,-13,0.8167549797
40,-12,0.7936431532
40,-11,0.770431198
40,-10,0.7471262287
40,-9,0.7237355732
40,-8,0.7002667592
40,-7,0.6767274982
40,-6,0.6531256695
40,-5,0.629469303
40,-4,0.6057665605
40,-3,0.5820257172
40,-2,0.5582551418
40,-1,0.5344632763
40,0,0.5106586157
40,1,0.4868496865
40,2,0.4630450259
40,3,0.4392531604
40,4,0.415482585
40,5,0.3917417417
40,6,0.3680389992
40,7,0.3443826327
40,8,0.320780804
40,9,0.297241543
40,10,0.273772729
40,11,0.2503820735
40,12,0.2270771042
40,13,0.203865149
40,14,0.1807533225
40,15,0.1577485124
40,16,0.1348573677
40,17,0.1120862886
40,18,0.08944141637
40,19,0.06692862582
40,20,0.04455351834
40,21,0.02232141639
40,22,0.0002373592052
40,23,-0.02169390019
40,24,-0.04346789688
40,25,-0.0650804547
40,26,-0.08652768586
40,27,-0.1078059895
40,28,-0.1289120492
40,29,-0.1498428297
40,30,-0.1705955726
50,-30,1.236541829
50,-29,1.215185915
50,-28,1.193592497
50,-27,1.171763143
50,-26,1.14969983
50,-25,1.127404962
50,-24,1.104881388
50,-23,1.082132416
50,-22,1.059161829
50,-21,1.035973898
50,-20,1.012573394
50,-19,0.988965595
50,-18,0.9651562939
50,-17,0.9411518034
50,-16,0.9169589566
50,-15,0.8925851067
50,-14,0.8680381215
50,-13,0.8433263767
50,-12,0.8184587444
50,-11,0.7934445789
50,-10,0.7682936987
50,-9,0.7430163653
50,-8,0.7176232582
50,-7,0.6921254471
50,-6,0.6665343603
50,-5,0.6408617505
50,-4,0.6151196574
50,-3,0.5893203687
50,-2,0.5634763774
50,-1,0.5376003388
50,0,0.5117050247
50,1,0.4858032775
50,2,0.4599079634
50,3,0.4340319248
50,4,0.4081879335
50,5,0.3823886448
50,6,0.3566465518
50,7,0.3309739419
50,8,0.3053828551
50,9,0.279885044
50,10,0.2544919369
50,11,0.2292146035
50,12,0.2040637233
50,13,0.1790495578
50,14,0.1541819255
50,15,0.1294701807
50,16,0.1049231955
50,17,0.08054934556
50,18,0.05635649885
50,19,0.03235200829
50,20,0.008542707233
50,21,-0.01506509187
50,22,-0.03846559581
50,23,-0.06165352637
50,24,-0.0846241134
50,25,-0.1073730858
50,26,-0.1298966602
50,27,-0.152191528
50,28,-0.174254841
50,29,-0.1960841949
50,30,-0.2176776128
60,-30,1.265962881
60,-29,1.244233173
60,-28,1.222226987
60,-27,1.199944742
60,-26,1.17738735
60,-25,1.154556247
60,-24,1.131453425
60,-23,1.108081462
60,-22,1.08444355
60,-21,1.060543524
60,-20,1.036385888
60,-19,1.011975836
60,-18,0.9873192725
60,-17,0.9624228299
60,-16,0.9372938788
60,-15,0.9119405369
60,-14,0.8863716716
60,-13,0.8605968978
60,-12,0.8346265694
60,-11,0.8084717661
60,-10,0.7821442723
60,-9,0.7556565517
60,-8,0.7290217142
60,-7,0.7022534771
60,-6,0.6753661203
60,-5,0.6483744354
60,-4,0.6212936697
60,-3,0.5941394653
60,-2,0.566927793
60,-1,0.539674884
60,0,0.5123971572
60,1,0.4851111451
60,2,0.4578334182
60,3,0.4305805092
60,4,0.403368837
60,5,0.3762146325
60,6,0.3491338668
60,7,0.3221421819
60,8,0.2952548251
60,9,0.268486588
60,10,0.2418517505
60,11,0.2153640299
60,12,0.1890365361
60,13,0.1628817328
60,14,0.1369114045
60,15,0.1111366306
60,16,0.08556776534
60,17,0.06021442341
60,18,0.03508547229
60,19,0.0101890297
60,20,-0.01446753352
60,21,-0.03887758562
60,22,-0.06303522171
60,23,-0.08693524757
60,24,-0.1105731598
60,25,-0.1339451231
60,26,-0.1570479449
60,27,-0.1798790476
60,28,-0.2024364396
60,29,-0.2247186847
60,30,-0.2467248711
70,-30,1.284889888
70,-29,1.262972094
70,-28,1.240751346
70,-27,1.218227009
70,-26,1.195398985
70,-25,1.172267758
70,-24,1.148834437
70,-23,1.125100799
70,-22,1.101069335
70,-21,1.076743287
70,-20,1.052126691
70,-19,1.027224411
70,-18,1.002042175
70,-17,0.9765866008
70,-16,0.9508652237
70,-15,0.9248865121
70,-14,0.8986598808
70,-13,0.8721956963
70,-12,0.8455052735
70,-11,0.8186008652
70,-10,0.7914956424
70,-9,0.7642036655
70,-8,0.736739847
70,-7,0.7091199043
70,-6,0.6813603039
70,-5,0.6534781967
70,-4,0.6254913455
70,-3,0.5974180446
70,-2,0.5692770326
70,-1,0.5410874002
70,0,0.5128684926
70,1,0.4846398096
70,2,0.4564209021
70,3,0.4282312696
70,4,0.4000902576
70,5,0.3720169567
70,6,0.3440301055
70,7,0.3161479983
70,8,0.2883883979
70,9,0.2607684552
70,10,0.2333046367
70,11,0.2060126598
70,12,0.178907437
70,13,0.1520030287
70,14,0.1253126059
70,15,0.09884842141
70,16,0.07262179016
70,17,0.04664307849
70,18,0.02092170141
70,19,-0.004533872423
70,20,-0.02971610857
70,21,-0.0546183883
70,22,-0.07923498447
70,23,-0.1035610324
70,24,-0.1275924966
70,25,-0.1513261343
70,26,-0.1747594557
70,27,-0.1978906829
70,28,-0.2207187069
70,29,-0.243243044
70,30,-0.2654637919
80,-30,1.297599332
80,-29,1.27558285
80,-28,1.253245077
80,-27,1.230584494
80,-26,1.207600142
80,-25,1.184291676
80,-24,1.160659417
80,-23,1.136704414
80,-22,1.11242849
80,-21,1.0878343
80,-20,1.062925381
80,-19,1.037706203
80,-18,1.012182213
80,-17,0.9863598758
80,-16,0.9602467122
80,-15,0.9338513247
80,-14,0.9071834204
80,-13,0.8802538242
80,-12,0.8530744815
80,-11,0.8256584515
80,-10,0.7980198897
80,-9,0.7701740184
80,-8,0.742137086
80,-7,0.713926314
80,-6,0.6855598328
80,-5,0.6570566056
80,-4,0.628436342
80,-3,0.5997194013
80,-2,0.5709266875
80,-1,0.5420795364
80,0,0.5131995965
80,1,0.4843087057
80,2,0.4554287658
80,3,0.4265816147
80,4,0.3977889009
80,5,0.3690719602
80,6,0.3404516966
80,7,0.3119484694
80,8,0.2835819882
80,9,0.2553712162
80,10,0.2273342838
80,11,0.1994884125
80,12,0.1718498507
80,13,0.1444338207
80,14,0.117254478
80,15,0.09032488177
80,16,0.06365697755
80,17,0.03726158997
80,18,0.01114842638
80,19,-0.01467391041
80,20,-0.04019790066
80,21,-0.06541707879
80,22,-0.09032599779
80,23,-0.1149201881
80,24,-0.1391961123
80,25,-0.1631511153
80,26,-0.1867833733
80,27,-0.21009184
80,28,-0.2330761922
80,29,-0.2557367749
80,30,-0.2780745475
90,-30,1.306454711
90,-29,1.284385209
90,-28,1.261981396
90,-27,1.239241033
90,-26,1.216162449
90,-25,1.192744609
90,-24,1.16898717
90,-23,1.144890549
90,-22,1.120455986
90,-21,1.095685607
90,-20,1.070582486
90,-19,1.045150706
90,-18,1.019395416
90,-17,0.9933228801
90,-16,0.9669405245
90,-15,0.9402569767
90,-14,0.9132820948
90,-13,0.8860269875
90,-12,0.8585040237
90,-11,0.8307268296
90,-10,0.8027102734
90,-9,0.7744704363
90,-8,0.7460245693
90,-7,0.7173910363
90,-6,0.6885892426
90,-5,0.6596395505
90,-4,0.6305631808
90,-3,0.6013821035
90,-2,0.5721189168
90,-1,0.5427967178
90,0,0.5134389652
90,1,0.484069337
90,2,0.4547115844
90,3,0.4253893854
90,4,0.3961261987
90,5,0.3669451214
90,6,0.3378687517
90,7,0.3089190596
90,8,0.2801172659
90,9,0.2514837329
90,10,0.2230378659
90,11,0.1947980288
90,12,0.1667814726
90,13,0.1390042785
90,14,0.1114813147
90,15,0.08422620738
90,16,0.05725132548
90,17,0.03056777774
90,18,0.004185422125
90,19,-0.02188711403
90,20,-0.04764240404
90,21,-0.07307418346
90,22,-0.09817730435
90,23,-0.1229476836
90,24,-0.1473822467
90,25,-0.1714788676
90,26,-0.1952363067
90,27,-0.2186541472
90,28,-0.2417327307
90,29,-0.2644730941
90,30,-0.2868769065
100,-30,1.312816317
100,-29,1.290718283
100,-28,1.26827647
100,-27,1.245488056
100,-26,1.222350794
100,-25,1.198863076
100,-24,1.175024009
100,-23,1.150833481
100,-22,1.126292233
100,-21,1.101401934
100,-20,1.07616525
100,-19,1.050585913
100,-18,1.024668788
100,-17,0.9984199314
100,-16,0.9718466474
100,-15,0.9449575342
100,-14,0.9177625213
100,-13,0.8902728963
100,-12,0.8625013196
100,-11,0.8344618259
100,-10,0.8061698103
100,-9,0.7776420005
100,-8,0.7488964123
100,-7,0.7199522887
100,-6,0.6908300238
100,-5,0.6615510703
100,-4,0.6321378327
100,-3,0.6026135462
100,-2,0.5730021437
100,-1,0.5433281121
100,0,0.5136163405
100,1,0.4838919617
100,2,0.4541801901
100,3,0.4245061586
100,4,0.394894756
100,5,0.3653704695
100,6,0.3359572319
100,7,0.3066782785
100,8,0.2775560135
100,9,0.2486118899
100,10,0.2198663017
100,11,0.1913384919
100,12,0.1630464764
100,13,0.1350069826
100,14,0.1072354059
100,15,0.07974578091
100,16,0.05255076797
100,17,0.02566165478
100,18,-0.0009116291608
100,19,-0.02716048576
100,20,-0.05307761086
100,21,-0.07865694751
100,22,-0.1038936314
100,23,-0.1287839303
100,24,-0.1533251783
100,25,-0.1775157068
100,26,-0.2013547738
100,27,-0.2248424914
100,28,-0.2479797542
100,29,-0.2707681679
100,30,-0.2932099805
110,-30,1.31750115
110,-29,1.295388183
110,-28,1.272924411
110,-27,1.25010654
110,-26,1.22693185
110,-25,1.20339827
110,-24,1.179504448
110,-23,1.15524983
110,-22,1.130634742
110,-21,1.105660461
110,-20,1.080329303
110,-19,1.05464469
110,-18,1.028611233
110,-17,1.002234791
110,-16,0.9755225414
110,-15,0.9484830276
110,-14,0.9211262067
110,-13,0.8934634804
110,-12,0.8655077146
110,-11,0.8372732443
110,-10,0.8087758624
110,-9,0.7800327916
110,-8,0.7510626395
110,-7,0.7218853351
110,-6,0.6925220481
110,-5,0.6629950905
110,-4,0.6333278023
110,-3,0.6035444214
110,-2,0.5736699403
110,-1,0.5437299511
110,0,0.513750481
110,1,0.4837578212
110,2,0.4537783511
110,3,0.4238383619
110,4,0.3939638808
110,5,0.3641804999
110,6,0.3345132117
110,7,0.3049862541
110,8,0.2756229671
110,9,0.2464456627
110,10,0.2174755106
110,11,0.1887324398
110,12,0.1602350579
110,13,0.1320005876
110,14,0.1040448218
110,15,0.07638209551
110,16,0.04902527458
110,17,0.02198576081
110,18,-0.004726489033
110,19,-0.03110293064
110,20,-0.05713638822
110,21,-0.08282100061
110,22,-0.1081521592
110,23,-0.1331264397
110,24,-0.1577415283
110,25,-0.1819961456
110,26,-0.2058899679
110,27,-0.2294235481
110,28,-0.2525982377
110,29,-0.275416109
110,30,-0.297879881
120,-30,1.321020327
120,-29,1.298900149
120,-28,1.27642386
120,-27,1.253587784
120,-26,1.23038882
120,-25,1.20682451
120,-24,1.182893127
120,-23,1.158593751
120,-22,1.133926357
120,-21,1.108891896
120,-20,1.08349238
120,-19,1.057730969
120,-18,1.031612048
120,-17,1.005141299
120,-16,0.9783257765
120,-15,0.9511739613
120,-14,0.923695813
120,-13,0.8959028068
120,-12,0.8678079563
120,-11,0.8394258222
120,-10,0.8107725019
120,-9,0.7818656033
120,-8,0.752724198
120,-7,0.7233687562
120,-6,0.6938210624
120,-5,0.6641041121
120,-4,0.634241991
120,-3,0.6042597381
120,-2,0.5741831933
120,-1,0.5440388334
120,0,0.5138535974
120,1,0.4836547048
120,2,0.4534694688
120,3,0.4233251089
120,4,0.3932485641
120,5,0.3632663112
120,6,0.3334041901
120,7,0.3036872398
120,8,0.274139546
120,9,0.2447841042
120,10,0.2156426989
120,11,0.1867358003
120,12,0.15808248
120,13,0.1297003459
120,14,0.1016054954
120,15,0.07381248918
120,16,0.04633434093
120,17,0.01918252571
120,18,-0.007632996891
120,19,-0.03410374546
120,20,-0.06022266715
120,21,-0.08598407776
120,22,-0.1113835933
120,23,-0.1364180549
120,24,-0.1610854491
120,25,-0.1853848245
120,26,-0.2093162075
120,27,-0.2328805174
120,28,-0.2560794822
120,29,-0.2789155574
120,30,-0.3013918464
130,-30,1.323705856
130,-29,1.301582883
130,-28,1.279099739
130,-27,1.256252437
130,-26,1.23303756
130,-25,1.209452338
130,-24,1.18549473
130,-23,1.161163514
130,-22,1.136458372
130,-21,1.111379978
130,-20,1.085930093
130,-19,1.060111649
130,-18,1.033928834
130,-17,1.007387178
130,-16,0.9804936199
130,-15,0.9532565781
130,-14,0.9256860017
130,-13,0.897793413
130,-12,0.8695919342
130,-11,0.8410962977
130,-10,0.8123228383
130,-9,0.7832894666
130,-8,0.7540156219
130,-7,0.7245222058
130,-6,0.6948314941
130,-5,0.66496703
130,-4,0.6349534982
130,-3,0.6048165815
130,-2,0.5745828018
130,-1,0.5442793483
130,0,0.5139338945
130,1,0.4835744077
130,2,0.4532289539
130,3,0.4229255004
130,4,0.3926917207
130,5,0.362554804
130,6,0.3325412722
130,7,0.3026768081
130,8,0.2729860964
130,9,0.2434926803
130,10,0.2142188356
130,11,0.1851854639
130,12,0.1564120045
130,13,0.127916368
130,14,0.09971488923
130,15,0.07182230054
130,16,0.04425172412
130,17,0.01701468233
130,18,-0.009878875578
130,19,-0.03642053196
130,20,-0.06260334652
130,21,-0.08842179117
130,22,-0.1138716762
130,23,-0.1389500697
130,24,-0.1636552121
130,25,-0.1879864278
130,26,-0.2119440354
130,27,-0.2355292581
130,28,-0.2587441353
130,29,-0.2815914369
130,30,-0.3040745806
140,-30,1.325780846
140,-29,1.303657586
140,-28,1.281171011
140,-27,1.258316882
140,-26,1.235091524
140,-25,1.211491906
140,-24,1.187515733
140,-23,1.163161529
140,-22,1.138428732
140,-21,1.113317787
140,-20,1.087830238
140,-19,1.061968826
140,-18,1.035737573
140,-17,1.009141871
140,-16,0.9821885616
140,-15,0.954886001
140,-14,0.9272441218
140,-13,0.8992744769
140,-12,0.8709902692
140,-11,0.8424063641
140,-10,0.813539283
140,-9,0.7844071768
140,-8,0.7550297793
140,-7,0.7254283379
140,-6,0.6956255238
140,-5,0.665645322
140,-4,0.6355129007
140,-3,0.6052544628
140,-2,0.5748970818
140,-1,0.544468523
140,0,0.5139970542
140,1,0.483511248
140,2,0.4530397792
140,3,0.4226112204
140,4,0.3922538394
140,5,0.3619954015
140,6,0.3318629802
140,7,0.3018827784
140,8,0.2720799643
140,9,0.2424785229
140,10,0.2131011254
140,11,0.1839690193
140,12,0.1551019381
140,13,0.126518033
140,14,0.09823382532
140,15,0.07026418045
140,16,0.04262230125
140,17,0.01531974061
140,18,-0.01163356895
140,19,-0.03822927031
140,20,-0.06446052343
140,21,-0.09032193591
140,22,-0.1158094846
140,23,-0.1409204301
140,24,-0.165653227
140,25,-0.1900074308
140,26,-0.2139836037
140,27,-0.2375832213
140,28,-0.2608085803
140,29,-0.2836627093
140,30,-0.3061492837
150,-30,1.327399834
150,-29,1.305277662
150,-28,1.282789722
150,-27,1.259931567
150,-26,1.236699308
150,-25,1.213089703
150,-24,1.189100244
150,-23,1.164729245
150,-22,1.139975942
150,-21,1.114840584
150,-20,1.089324539
150,-19,1.063430381
150,-18,1.037161993
150,-17,1.010524651
150,-16,0.9835251058
150,-15,0.9561716602
150,-14,0.9284742273
150,-13,0.9004443796
150,-12,0.8720953809
150,-11,0.8434422005
150,-10,0.814501508
150,-9,0.7852916472
150,-8,0.7558325882
150,-7,0.7261458578
150,-6,0.6962544472
150,-5,0.6661826991
150,-4,0.6359561735
150,-3,0.6056014956
150,-2,0.5751461861
150,-1,0.5446184781
150,0,0.5140471216
150,1,0.4834611806
150,2,0.4528898242
150,3,0.4223621161
150,4,0.3919068066
150,5,0.3615521287
150,6,0.3313256031
150,7,0.301253855
150,8,0.2713624444
150,9,0.241675714
150,10,0.212216655
150,11,0.1830067942
150,12,0.1540661017
150,13,0.1254129213
150,14,0.09706392261
150,15,0.06903407491
150,16,0.04133664202
150,17,0.01398319645
150,18,-0.01301634856
150,19,-0.0396536911
150,20,-0.06592207897
150,21,-0.09181623648
150,22,-0.1173322822
150,23,-0.1424676396
150,24,-0.1672209433
150,25,-0.1915919419
150,26,-0.215581401
150,27,-0.2391910053
150,28,-0.2624232643
150,29,-0.2852814201
150,30,-0.3077693596
160,-30,1.328672728
160,-29,1.306552346
160,-28,1.284064267
160,-27,1.261203873
160,-26,1.237967101
160,-25,1.214350535
160,-24,1.190351488
160,-23,1.165968102
160,-22,1.141199442
160,-21,1.116045598
160,-20,1.090507785
160,-19,1.064588442
160,-18,1.03829133
160,-17,1.011621626
160,-16,0.9845860048
160,-15,0.9571927202
160,-14,0.9294516655
160,-13,0.9013744256
160,-12,0.8729743111
160,-11,0.8442663732
160,-10,0.8152674002
160,-9,0.785995891
160,-8,0.7564720071
160,-7,0.7267175016
160,-6,0.6967556256
160,-5,0.6666110126
160,-4,0.6363095412
160,-3,0.6058781798
160,-2,0.5753448132
160,-1,0.544738055
160,0,0.5140870476
160,1,0.4834212546
160,2,0.4527702472
160,3,0.422163489
160,4,0.3916301224
160,5,0.361198761
160,6,0.3308972896
160,7,0.3007526766
160,8,0.2707908006
160,9,0.2410362951
160,10,0.2115124112
160,11,0.182240902
160,12,0.153241929
160,13,0.1245339911
160,14,0.09613387659
160,15,0.06805663676
160,16,0.04031558203
160,17,0.0129222974
160,18,-0.0141133235
160,19,-0.04078302796
160,20,-0.06708013976
160,21,-0.09299948287
160,22,-0.1185372959
160,23,-0.1436911396
160,24,-0.1684597994
160,25,-0.1928431856
160,26,-0.2168422326
160,27,-0.2404587991
160,28,-0.2636955706
160,29,-0.2865559652
160,30,-0.3090440438
170,-30,1.329679514
170,-29,1.30756122
170,-28,1.285073704
170,-27,1.262212207
170,-26,1.238972524
170,-25,1.215351093
170,-24,1.191345083
170,-23,1.16695249
170,-22,1.142172239
170,-21,1.117004285
170,-20,1.091449717
170,-19,1.065510859
170,-18,1.03919137
170,-17,1.012496342
170,-16,0.9854323861
170,-15,0.958007712
170,-14,0.9302321945
170,-13,0.9021174265
170,-12,0.8736767542
170,-11,0.8449252945
170,-10,0.8158799307
170,-9,0.7865592875
170,-8,0.7569836816
170,-7,0.7271750505
170,-6,0.6971568566
170,-5,0.6669539702
170,-4,0.6365925298
170,-3,0.6060997835
170,-2,0.5755039128
170,-1,0.5448338412
170,0,0.5141190309
170,1,0.4833892713
170,2,0.452674461
170,3,0.4220043894
170,4,0.3914085187
170,5,0.3609157724
170,6,0.330554332
170,7,0.3003514456
170,8,0.2703332518
170,9,0.2405246206
170,10,0.2109490147
170,11,0.1816283715
170,12,0.1525830077
170,13,0.123831548
170,14,0.09539087573
170,15,0.06727610768
170,16,0.03950059019
170,17,0.01207591607
170,18,-0.01498803972
170,19,-0.0416830676
170,20,-0.06800255649
170,21,-0.093941415
170,22,-0.1194959831
170,23,-0.1446639366
170,24,-0.1694441874
170,25,-0.1938367806
170,26,-0.2178427912
170,27,-0.2414642222
170,28,-0.2647039046
170,29,-0.2875654018
170,30,-0.310052918
180,-30,1.33047955
180,-29,1.308363402
180,-28,1.285876821
180,-27,1.263014933
180,-26,1.239773416
180,-25,1.216148587
180,-24,1.192137495
180,-23,1.167738016
180,-22,1.142948959
180,-21,1.117770166
180,-20,1.092202621
180,-19,1.06624855
180,-18,1.039911529
180,-17,1.013196577
180,-16,0.9861102497
180,-15,0.9586607198
180,-14,0.9308578449
180,-13,0.9027132225
180,-12,0.874240227
180,-11,0.8454540274
180,-10,0.8163715843
180,-9,0.787011624
180,-8,0.75739459
180,-7,0.7275425695
180,-6,0.6974791979
180,-5,0.6672295385
180,-4,0.6368199418
180,-3,0.6062778842
180,-2,0.5756317892
180,-1,0.5449108333
180,0,0.5141447395
180,1,0.4833635627
180,2,0.452597469
180,3,0.421876513
180,4,0.391230418
180,5,0.3606883604
180,6,0.3302787637
180,7,0.3000291043
180,8,0.2699657327
180,9,0.2401137122
180,10,0.2104966782
180,11,0.1811367179
180,12,0.1520542748
180,13,0.1232680752
180,14,0.09479507973
180,15,0.06665045735
180,16,0.03884758242
180,17,0.01139805249
180,18,-0.01568827463
180,19,-0.04240322665
180,20,-0.06874024802
180,21,-0.09469431884
180,22,-0.1202618643
180,23,-0.1454406568
180,24,-0.1702297138
180,25,-0.1946291925
180,26,-0.2186402851
180,27,-0.242265114
180,28,-0.2655066308
180,29,-0.2883685187
180,30,-0.3108550999
190,-30,1.331117612
190,-29,1.309003531
190,-28,1.286518053
190,-27,1.263656208
190,-26,1.240413579
190,-25,1.216786383
190,-24,1.192771568
190,-23,1.168366914
190,-22,1.143571131
190,-21,1.118383968
190,-20,1.09280632
190,-19,1.066840333
190,-18,1.040489512
190,-17,1.013758816
190,-16,0.9866547527
190,-15,0.9591854632
190,-14,0.9313607897
190,-13,0.9031923326
190,-12,0.8746934881
190,-11,0.8458794673
190,-10,0.8167672932
190,-9,0.7873757752
190,-8,0.7577254596
190,-7,0.7278385566
190,-6,0.6977388422
190,-5,0.6674515376
190,-4,0.6370031665
190,-3,0.6064213919
190,-2,0.5757348346
190,-1,0.5449728778
190,0,0.5141654573
190,1,0.4833428449
190,2,0.4525354244
190,3,0.4217734676
190,4,0.3910869103
190,5,0.3605051357
190,6,0.3300567646
190,7,0.29976946
190,8,0.2696697456
190,9,0.2397828426
190,10,0.210132527
190,11,0.180741009
190,12,0.1516288349
190,13,0.1228148141
190,14,0.09431596966
190,15,0.06614751252
190,16,0.03832283904
190,17,0.01085354949
190,18,-0.01625051363
190,19,-0.04298121007
190,20,-0.06933203128
190,21,-0.0952980176
190,22,-0.1208756656
190,23,-0.1460628285
190,24,-0.1708586117
190,25,-0.195263266
190,26,-0.2192780805
190,27,-0.2429052767
190,28,-0.266147906
190,29,-0.2890097504
190,30,-0.3114952291
200,-30,1.331627941
200,-29,1.309515775
200,-28,1.28703144
200,-27,1.264169891
200,-26,1.24092663
