time,glft_blind_mean_pnl,yaware_hjb_mean_pnl,glft_blind_mean_penalty,yaware_hjb_mean_penalty
33.05,10.66304676,9.377010795,0.3775141102,0.1069166475
34.05,10.97200951,9.632289346,0.4071687097,0.1131356767
35.05,11.25697547,9.871173892,0.4381211002,0.1195014825
36.05,11.59856672,10.12376084,0.4703519081,0.1260222041
37.05,11.90368867,10.36424868,0.5038733407,0.132690132
38.05,12.21093505,10.60478129,0.5387613525,0.1395148894
39.05,12.49942087,10.84403849,0.5749569281,0.1465055561
40.05,12.81899027,11.09174786,0.6124589921,0.1536552056
41.05,13.09627594,11.33125834,0.6512139664,0.1609522481
42.05,13.3907423,11.57618262,0.6912801045,0.1684196797
43.05,13.6853225,11.82041261,0.7326926606,0.1760455226
44.05,14.02327008,12.0723979,0.7754306287,0.1838202345
45.05,14.29776672,12.30744841,0.8195308155,0.1917690739
46.05,14.5920247,12.5580373,0.8649708154,0.1998872257
47.05,14.90790674,12.80413287,0.911781639,0.208158552
48.05,15.20450379,13.04663147,0.9599357565,0.2165991154
49.05,15.50193614,13.28927906,1.009391551,0.2252075164
50.05,15.73883139,13.51612784,1.060191398,0.233997102
51.05,16.04652926,13.74906081,1.112275163,0.2429239849
52.05,16.33511153,13.98957793,1.165622174,0.2519917515
53.05,16.65666831,14.24612227,1.220294845,0.261216774
54.05,16.98037093,14.4922321,1.276237768,0.2705850236
55.05,17.21976362,14.71005254,1.333397045,0.280096515
56.05,17.49909118,14.95061098,1.391774373,0.2897809132
57.05,17.79738622,15.18802282,1.45145756,0.2996138779
58.05,18.06511497,15.40858848,1.512353377,0.309591495
59.05,18.35669562,15.63996927,1.574431478,0.3197104931
60.05,18.61152886,15.85605676,1.63776089,0.3299452965
61.05,18.8916205,16.07909157,1.702267585,0.3403087234
62.05,19.19335082,16.30278343,1.767986126,0.3508047427
63.05,19.51089192,16.54727987,1.834916398,0.3614261816
64.05,19.83143704,16.77722217,1.903022626,0.3721841662
65.05,20.14330558,17.02405146,1.972308171,0.3830661405
66.05,20.41947531,17.25409348,2.042794945,0.3940793572
67.05,20.71767395,17.48930714,2.114458368,0.4052063464
68.05,21.01515717,17.72268208,2.187302042,0.4164839033
69.05,21.26841338,17.93642534,2.261309071,0.4278986629
70.05,21.63261146,18.19010206,2.336438547,0.4394363749
71.05,21.90149841,18.40967874,2.412687534,0.4510953068
72.05,22.18185542,18.63257263,2.49009945,0.4628691506
73.05,22.44392079,18.86479487,2.568642632,0.4747678864
74.05,22.68241476,19.06592425,2.648314414,0.4867656716
75.05,22.96198982,19.28784824,2.729139326,0.4988810835
76.05,23.26596817,19.51381847,2.81103227,0.5110811798
