tau,q,spread
40,-25,1.018955533
40,-24,1.01912086
40,-23,1.019282299
40,-22,1.019439562
40,-21,1.019592359
40,-20,1.019740404
40,-19,1.01988341
40,-18,1.020021093
40,-17,1.020153174
40,-16,1.020279381
40,-15,1.020399447
40,-14,1.020513112
40,-13,1.020620129
40,-12,1.020720257
40,-11,1.020813272
40,-10,1.020898958
40,-9,1.020977116
40,-8,1.021047563
40,-7,1.021110131
40,-6,1.021164669
40,-5,1.021211045
40,-4,1.021249146
40,-3,1.021278878
40,-2,1.021300168
40,-1,1.021312963
40,0,1.021317231
40,1,1.021312963
40,2,1.021300168
40,3,1.021278878
40,4,1.021249146
40,5,1.021211045
40,6,1.021164669
40,7,1.021110131
40,8,1.021047563
40,9,1.020977116
40,10,1.020898958
40,11,1.020813272
40,12,1.020720257
40,13,1.020620129
40,14,1.020513112
40,15,1.020399447
40,16,1.020279381
40,17,1.020153174
40,18,1.020021093
40,19,1.01988341
40,20,1.019740404
40,21,1.019592359
40,22,1.019439562
40,23,1.019282299
40,24,1.01912086
40,25,1.018955533
40,26,1.018786606
40,27,1.018614362
40,28,1.018439083
40,29,1.018261045
40,30,1.018080521
50,-30,1.018864216
50,-29,1.01910172
50,-28,1.019337656
50,-27,1.019571615
50,-26,1.01980317
50,-25,1.020031877
50,-24,1.020257275
50,-23,1.020478889
50,-22,1.020696233
50,-21,1.020908806
50,-20,1.021116101
50,-19,1.021317603
50,-18,1.021512793
50,-17,1.021701149
50,-16,1.021882152
50,-15,1.022055287
50,-14,1.022220047
50,-13,1.022375934
50,-12,1.022522468
50,-11,1.022659182
50,-10,1.022785636
50,-9,1.022901409
50,-8,1.023006113
50,-7,1.023099389
50,-6,1.023180912
50,-5,1.023250395
50,-4,1.023307591
50,-3,1.023352293
50,-2,1.023384341
50,-1,1.023403616
50,0,1.023410049
50,1,1.023403616
50,2,1.023384341
50,3,1.023352293
50,4,1.023307591
50,5,1.023250395
50,6,1.023180912
50,7,1.023099389
50,8,1.023006113
50,9,1.022901409
50,10,1.022785636
50,11,1.022659182
50,12,1.022522468
50,13,1.022375934
50,14,1.022220047
50,15,1.022055287
50,16,1.021882152
50,17,1.021701149
50,18,1.021512793
50,19,1.021317603
50,20,1.021116101
50,21,1.020908806
50,22,1.020696233
50,23,1.020478889
50,24,1.020257275
50,25,1.020031877
50,26,1.01980317
50,27,1.019571615
50,28,1.019337656
50,29,1.01910172
50,30,1.018864216
60,-30,1.01923801
60,-29,1.019514489
60,-28,1.019790547
60,-27,1.020065694
60,-26,1.020339405
60,-25,1.020611124
60,-24,1.020880266
60,-23,1.021146214
60,-22,1.021408328
60,-21,1.021665938
60,-20,1.021918354
60,-19,1.022164865
60,-18,1.022404745
60,-17,1.022637253
60,-16,1.022861644
60,-15,1.023077167
60,-14,1.023283076
60,-13,1.023478631
60,-12,1.023663106
60,-11,1.023835796
60,-10,1.023996023
60,-9,1.02414314
60,-8,1.024276539
60,-7,1.024395659
60,-6,1.024499987
60,-5,1.024589068
60,-4,1.024662507
60,-3,1.024719974
60,-2,1.024761211
60,-1,1.024786029
60,0,1.024794314
60,1,1.024786029
60,2,1.024761211
60,3,1.024719974
60,4,1.024662507
60,5,1.024589068
60,6,1.024499987
60,7,1.024395659
60,8,1.024276539
60,9,1.02414314
60,10,1.023996023
60,11,1.023835796
60,12,1.023663106
60,13,1.023478631
60,14,1.023283076
60,15,1.023077167
60,16,1.022861644
60,17,1.022637253
60,18,1.022404745
60,19,1.022164865
60,20,1.021918354
60,21,1.021665938
60,22,1.021408328
60,23,1.021146214
60,24,1.020880266
60,25,1.020611124
60,26,1.020339405
60,27,1.020065694
60,28,1.019790547
60,29,1.019514489
60,30,1.01923801
70,-30,1.019426096
70,-29,1.01972905
70,-28,1.020032639
70,-27,1.020336326
70,-26,1.020639529
70,-25,1.020941624
70,-24,1.02124194
70,-23,1.021539766
70,-22,1.02183435
70,-21,1.022124898
70,-20,1.022410582
70,-19,1.022690538
70,-18,1.022963876
70,-17,1.023229679
70,-16,1.023487014
70,-15,1.023734933
70,-14,1.023972487
70,-13,1.024198725
70,-12,1.02441271
70,-11,1.024613525
70,-10,1.024800279
70,-9,1.024972121
70,-8,1.025128245
70,-7,1.025267903
70,-6,1.025390409
70,-5,1.025495153
70,-4,1.025581603
70,-3,1.025649314
70,-2,1.025697935
70,-1,1.02572721
70,0,1.025736985
70,1,1.02572721
70,2,1.025697935
70,3,1.025649314
70,4,1.025581603
70,5,1.025495153
70,6,1.025390409
70,7,1.025267903
70,8,1.025128245
70,9,1.024972121
70,10,1.024800279
70,11,1.024613525
70,12,1.02441271
