tau,q,bid_depth
3.332500000000000000e+02,1.400000000000000000e+01,9.333652725358105862e-01
3.332500000000000000e+02,1.500000000000000000e+01,9.612740158938990476e-01
3.332500000000000000e+02,1.600000000000000000e+01,9.888188355744849112e-01
3.332500000000000000e+02,1.700000000000000000e+01,1.015989971734987840e+00
3.332500000000000000e+02,1.800000000000000000e+01,1.042779440007359781e+00
3.332500000000000000e+02,1.900000000000000000e+01,1.069180953482838703e+00
3.332500000000000000e+02,2.000000000000000000e+01,1.095189831469657094e+00
3.332500000000000000e+02,2.100000000000000000e+01,1.120802897980289536e+00
3.332500000000000000e+02,2.200000000000000000e+01,1.146018372862276813e+00
3.332500000000000000e+02,2.300000000000000000e+01,1.170835758341467248e+00
3.332500000000000000e+02,2.400000000000000000e+01,1.195255723519675684e+00
3.332500000000000000e+02,2.500000000000000000e+01,1.219279989081195836e+00
3.332500000000000000e+02,2.600000000000000000e+01,1.242911214138166187e+00
3.332500000000000000e+02,2.700000000000000000e+01,1.266152886804432498e+00
3.332500000000000000e+02,2.800000000000000000e+01,1.289009219750543167e+00
3.332500000000000000e+02,2.900000000000000000e+01,1.311485051672697466e+00
3.332500000000000000e+02,3.000000000000000000e+01,1.333585755317709953e+00
5.000000000000000000e+02,-3.000000000000000000e+01,-3.140954513665636938e-01
5.000000000000000000e+02,-2.900000000000000000e+01,-2.916204381145046654e-01
5.000000000000000000e+02,-2.800000000000000000e+01,-2.687647304236797652e-01
5.000000000000000000e+02,-2.700000000000000000e+01,-2.455234661886596115e-01
5.000000000000000000e+02,-2.600000000000000000e+01,-2.218924084070437175e-01
5.000000000000000000e+02,-2.500000000000000000e+01,-1.978680439712956485e-01
5.000000000000000000e+02,-2.400000000000000000e+01,-1.734476884382747386e-01
5.000000000000000000e+02,-2.300000000000000000e+01,-1.486295958438574871e-01
5.000000000000000000e+02,-2.200000000000000000e+01,-1.234130723072270897e-01
5.000000000000000000e+02,-2.100000000000000000e+01,-9.779859182771666326e-02
5.000000000000000000e+02,-2.000000000000000000e+01,-7.178791233279468997e-02
