y,q,ask_hjb,bid_hjb,ask_sc,bid_sc,ask_gal,bid_gal
-4.52,0,-2.635158753,3.695142707,-2.606365516,3.65972888,-2.670385355,3.762877935
-4.48,0,-2.616663635,3.676261303,-2.593135594,3.646391505,-2.652783281,3.743274555
-4.44,0,-2.597891912,3.65710044,-2.579611671,3.632757331,-2.634977963,3.723525167
-4.4,0,-2.579120188,3.637939577,-2.565789341,3.618821882,-2.616969256,3.703627902
-4.36,0,-2.559826417,3.618252177,-2.55166425,3.604580737,-2.598757,3.683580926
-4.32,0,-2.540532647,3.598564777,-2.537232109,3.590029534,-2.58034102,3.663382444
-4.28,0,-2.520991141,3.578627947,-2.522488701,3.575163986,-2.561721126,3.643030696
-4.24,0,-2.5012019,3.558441686,-2.507429895,3.559979888,-2.542897117,3.622523962
-4.2,0,-2.481412659,3.538255425,-2.492051653,3.544473127,-2.523868781,3.601860558
-4.16,0,-2.461150594,3.517593951,-2.476350044,3.528639697,-2.5046359,3.58103884
-4.12,0,-2.44088853,3.496932476,-2.460321253,3.512475705,-2.48519825,3.560057204
-4.08,0,-2.420399691,3.476043489,-2.443961597,3.49597739,-2.465555603,3.538914081
-4.04,0,-2.399684078,3.454926988,-2.427267536,3.479141131,-2.445707727,3.517607948
-4,0,-2.378968465,3.433810488,-2.410235687,3.461963466,-2.425654393,3.496137317
-3.96,0,-2.357815673,3.412256169,-2.392862837,3.444441101,-2.405395371,3.474500745
-3.92,0,-2.33666288,3.390701849,-2.375145962,3.426570928,-2.384930438,3.452696828
-3.88,0,-2.315298423,3.368935931,-2.35708224,3.408350041,-2.364259372,3.430724205
-3.84,0,-2.293722302,3.346958415,-2.338669067,3.389775751,-2.343381962,3.40858156
-3.8,0,-2.272146181,3.324980899,-2.319904074,3.370845606,-2.322298005,3.386267618
-3.76,0,-2.250158392,3.30259256,-2.300785146,3.351557405,-2.301007309,3.363781148
-3.72,0,-2.228170602,3.28020422,-2.281310441,3.331909218,-2.279509693,3.341120965
-3.68,0,-2.205981847,3.257615668,-2.261478404,3.311899405,-2.257804993,3.318285931
-3.64,0,-2.183592126,3.234826903,-2.241287792,3.291526636,-2.23589306,3.295274952
-3.6,0,-2.161202405,3.212038139,-2.220737691,3.270789909,-2.213773764,3.272086982
-3.56,0,-2.138418794,3.188857605,-2.199827536,3.249688573,-2.191446994,3.248721024
-3.52,0,-2.115635182,3.165677071,-2.178557131,3.228222347,-2.168912661,3.225176128
-3.48,0,-2.092657888,3.142304201,-2.156926674,3.206391342,-2.146170699,3.201451396
-3.44,0,-2.06948691,3.118738996,-2.134936772,3.184196082,-2.123221068,3.177545979
-3.4,0,-2.046315933,3.095173792,-2.112588468,3.161637525,-2.100063754,3.15345908
-3.36,0,-2.022762749,3.071229613,-2.089883258,3.138717087,-2.076698771,3.129189953
-3.32,0,-1.999209565,3.047285435,-2.066823114,3.115436658,-2.053126165,3.104737908
-3.28,0,-1.975467235,3.023153979,-2.043410506,3.09179863,-2.029346012,3.080102307
-3.24,0,-1.951535759,2.998835245,-2.019648419,3.067805914,-2.005358423,3.055282567
-3.2,0,-1.927604283,2.974516512,-1.995540376,3.043461959,-1.981163543,3.030278162
-3.16,0,-1.903297277,2.949826462,-1.971090454,3.018770773,-1.956761555,3.005088622
-3.12,0,-1.878990272,2.925136413,-1.946303305,2.993736942,-1.93215268,2.979713537
-3.08,0,-1.854496346,2.900261775,-1.921184169,2.968365645,-1.907337179,2.954152553
-3.04,0,-1.829815499,2.875202548,-1.895738893,2.942662672,-1.882315355,2.928405378
-3,0,-1.805134651,2.85014332,-1.869973938,2.916634433,-1.857087554,2.90247178
-2.96,0,-1.78008063,2.824716012,-1.843896398,2.890287974,-1.831654167,2.876351588
-2.92,0,-1.755026609,2.799288703,-1.817514,2.863630984,-1.80601563,2.850044697
-2.88,0,-1.729785846,2.773677405,-1.790835115,2.836671802,-1.780172431,2.823551061
-2.84,0,-1.704358343,2.747882116,-1.763868759,2.809419416,-1.754125101,2.796870702
-2.8,0,-1.678930839,2.722086828,-1.73662459,2.78188347,-1.727874228,2.770003706
-2.76,0,-1.653128599,2.695922702,-1.709112906,2.75407425,-1.701420448,2.742950228
-2.72,0,-1.627326359,2.669758576,-1.681344632,2.726002685,-1.674764453,2.715710487
-2.68,0,-1.601335666,2.643409138,-1.65333131,2.697680323,-1.647906987,2.688284773
-2.64,0,-1.575156519,2.616874387,-1.625085073,2.669119321,-1.620848854,2.660673445
-2.6,0,-1.548977371,2.590339636,-1.596618627,2.640332417,-1.593590914,2.63287693
-2.56,0,-1.522418247,2.563431567,-1.567945216,2.611332899,-1.566134085,2.60489573
-2.52,0,-1.495859122,2.536523497,-1.539078585,2.582134567,-1.538479345,2.576730415
-2.48,0,-1.469108037,2.509426983,-1.510032938,2.552751695,-1.510627734,2.54838163
-2.44,0,-1.44216499,2.482142023,-1.480822885,2.523198976,-1.482580356,2.519850094
-2.4,0,-1.415221944,2.454857064,-1.451463383,2.493491465,-1.454338374,2.491136598
-2.36,0,-1.387890183,2.427190795,-1.421969675,2.463644515,-1.42590302,2.46224201
-2.32,0,-1.360558423,2.399524526,-1.392357209,2.433673703,-1.397275588,2.433167273
-2.28,0,-1.333029504,2.37166499,-1.362641562,2.403594748,-1.36845744,2.403913407
-2.24,0,-1.305303426,2.343612188,-1.332838348,2.373423424,-1.339450005,2.374481509
-2.2,0,-1.277577349,2.315559385,-1.30296312,2.343175458,-1.31025478,2.344872753
-2.16,0,-1.249450597,2.287114079,-1.273031266,2.312866429,-1.280873331,2.315088392
-2.12,0,-1.221323845,2.258668773,-1.243057892,2.282511655,-1.251307292,2.285129757
-2.08,0,-1.192993239,2.230023899,-1.213057703,2.252126066,-1.221558367,2.25499826
-2.04,0,-1.164458779,2.201179457,-1.183044872,2.22172408,-1.191628334,2.224695391
-2,0,-1.135924318,2.172335014,-1.153032908,2.191319467,-1.161519038,2.19422272
-1.96,0,-1.106974548,2.143084255,-1.12303451,2.160925204,-1.131232396,2.1635819
-1.92,0,-1.078024777,2.113833496,-1.093061421,2.130553331,-1.100770399,2.132774662
-1.88,0,-1.048863345,2.084375794,-1.063124276,2.100214796,-1.070135108,2.101802819
-1.84,0,-1.019490249,2.054711148,-1.033232445,2.069919302,-1.039328657,2.070668266
-1.8,0,-0.9901171541,2.025046502,-1.003393875,2.039675142,-1.008353252,2.039372979
-1.76,0,-0.9603125096,1.994960219,-0.9736149317,2.009489046,-0.9772111696,2.007919015
-1.72,0,-0.930507865,1.964873936,-0.9439002369,1.979366017,-0.9459047609,1.976308513
-1.68,0,-0.9004833633,1.934573005,-0.9142525139,1.949309174,-0.9144364476,1.944543693
-1.64,0,-0.8702390045,1.904057427,-0.8846724334,1.919319597,-0.8828087232,1.912626858
-1.6,0,-0.8399946457,1.873541849,-0.8551584665,1.889396185,-0.8510241523,1.880560391
-1.56,0,-0.8093028122,1.842589762,-0.8257067465,1.859535511,-0.8190853703,1.848346755
-1.52,0,-0.7786109788,1.811637675,-0.7963109422,1.829731694,-0.7869950828,1.815988497
-1.48,0,-0.7476919471,1.780464165,-0.7669621447,1.799976292,-0.7547560649,1.783488243
-1.44,0,-0.7165457171,1.749069234,-0.737648772,1.770258201,-0.7223711605,1.750848697
-1.4,0,-0.6853994872,1.717674303,-0.708356495,1.740563577,-0.6898432813,1.718072647
-1.36,0,-0.6537933097,1.685831608,-0.6790681864,1.710875793,-0.6571754061,1.685162956
-1.32,0,-0.6221871322,1.653988913,-0.6497638996,1.681175408,-0.6243705797,1.652122568
-1.28,0,-0.5903492097,1.621920905,-0.6204208784,1.651440182,-0.5914319118,1.618954505
-1.24,0,-0.5582795422,1.589627582,-0.5910136046,1.621645119,-0.5583625757,1.585661864
-1.2,0,-0.5262098747,1.557334259,-0.5615138851,1.591762555,-0.5251658072,1.552247821
-1.16,0,-0.4936759275,1.52459024,-0.5318909855,1.56176229,-0.491844903,1.518715624
-1.12,0,-0.4611419803,1.491846221,-0.5021118115,1.531611767,-0.4584032199,1.485068598
-1.08,0,-0.4283772951,1.458878637,-0.4721411443,1.501276311,-0.4248441725,1.45131014
-1.04,0,-0.395381872,1.42568749,-0.4419419323,1.470719414,-0.3911712325,1.417443717
-1,0,-0.3623864488,1.392496342,-0.4114756419,1.439903087,-0.3573879265,1.38347287
-0.96,0,-0.3289368617,1.358866176,-0.3807026695,1.408788272,-0.3234978349,1.349401205
-0.92,0,-0.2954872747,1.325236009,-0.3495828158,1.377335313,-0.2895045899,1.315232398
-0.88,0,-0.26181699,1.29139313,-0.3180758204,1.34550449,-0.2554118743,1.280970189
-0.84,0,-0.2279260078,1.257337538,-0.2861419568,1.313256615,-0.2212234196,1.246618382
-0.8,0,-0.1940350256,1.223281946,-0.25374268,1.280553672,-0.1869430042,1.212180841
-0.76,0,-0.1597217946,1.188820908,-0.2208413234,1.247359522,-0.1525744523,1.17766149
-0.72,0,-0.1254085635,1.15435987,-0.1874038338,1.213640625,-0.118121632,1.143064311
-0.68,0,-0.09089737517,1.119709689,-0.1533995324,1.179366811,-0.08358845375,1.108393339
-0.64,0,-0.05618822951,1.084870366,-0.1188018891,1.144512042,-0.048978869,1.073652659
-0.6,0,-0.02147908386,1.050031043,-0.08358929074,1.109055187,-0.01429686855,1.038846406
-0.56,0,0.01359185506,1.014848353,-0.04774578455,1.072980757,0.02045351877,1.003978761
-0.52,0,0.04866279397,0.9796656625,-0.01126177516,1.036279606,0.05526822751,0.9690539447
-0.48,0,0.0838935363,0.9443327524,0.02586534894,0.9989495513,0.090143157,0.9340762193
-0.44,0,0.119284082,0.9088496224,0.06363068303,0.960995904,0.1250741726,0.8990498809
-0.4,0,0.1546746278,0.8733664924,0.1020213919,0.922431884,0.1600571072,0.8639792574
-0.36,0,0.190334676,0.8376336848,0.1410164365,0.8832788894,0.1950877624,0.8288687051
-0.32,0,0.2259947243,0.8019008772,0.1805864609,0.8435666079,0.2301619097,0.7937226042
-0.28,0,0.2617608376,0.7660721907,0.220693857,0.8033329505,0.2652752923,0.7585453556
-0.24,0,0.2976330158,0.7301476254,0.2612930173,0.7626237964,0.3004236263,0.7233413768
-0.2,0,0.333505194,0.6942230601,0.3023307818,0.7214925452,0.3356026023,0.6881150981
-0.16,0,0.3695260417,0.6581706094,0.3437470771,0.6799994757,0.3708078868,0.6528709593
-0.12,0,0.4055468893,0.6221181586,0.3854757394,0.6382109216,0.4060351246,0.6176134053
-0.08,0,0.4416081343,0.5860358304,0.427445505,0.59619828,0.4412799399,0.5823468833
-0.04,0,0.4777097767,0.5499236247,0.4695811448,0.554036876,0.4765379392,0.5470758389
0,0,0.5138114191,0.5138114191,0.5118047131,0.5118047131,0.5118047131,0.5118047131
0.04,0,0.5499236247,0.4777097767,0.554036876,0.4695811448,0.5470758389,0.4765379392
0.08,0,0.5860358304,0.4416081343,0.59619828,0.427445505,0.5823468833,0.4412799399
0.12,0,0.6221181586,0.4055468893,0.6382109216,0.3854757394,0.6176134053,0.4060351246
0.16,0,0.6581706094,0.3695260417,0.6799994757,0.3437470771,0.6528709593,0.3708078868
0.2,0,0.6942230601,0.333505194,0.7214925452,0.3023307818,0.6881150981,0.3356026023
0.24,0,0.7301476254,0.2976330158,0.7626237964,0.2612930173,0.7233413768,0.3004236263
0.28,0,0.7660721907,0.2617608376,0.8033329505,0.220693857,0.7585453556,0.2652752923
0.32,0,0.8019008772,0.2259947243,0.8435666079,0.1805864609,0.7937226042,0.2301619097
0.36,0,0.8376336848,0.190334676,0.8832788894,0.1410164365,0.8288687051,0.1950877624
0.4,0,0.8733664924,0.1546746278,0.922431884,0.1020213919,0.8639792574,0.1600571072
0.44,0,0.9088496224,0.119284082,0.960995904,0.06363068303,0.8990498809,0.1250741726
0.48,0,0.9443327524,0.0838935363,0.9989495513,0.02586534894,0.9340762193,0.090143157
0.52,0,0.9796656625,0.04866279397,1.036279606,-0.01126177516,0.9690539447,0.05526822751
0.56,0,1.014848353,0.01359185506,1.072980757,-0.04774578455,1.003978761,0.02045351877
0.6,0,1.050031043,-0.02147908386,1.109055187,-0.08358929074,1.038846406,-0.01429686855
0.64,0,1.084870366,-0.05618822951,1.144512042,-0.1188018891,1.073652659,-0.048978869
0.68,0,1.119709689,-0.09089737517,1.179366811,-0.1533995324,1.108393339,-0.08358845375
0.72,0,1.15435987,-0.1254085635,1.213640625,-0.1874038338,1.143064311,-0.118121632
0.76,0,1.188820908,-0.1597217946,1.247359522,-0.2208413234,1.17766149,-0.1525744523
0.8,0,1.223281946,-0.1940350256,1.280553672,-0.25374268,1.212180841,-0.1869430042
0.84,0,1.257337538,-0.2279260078,1.313256615,-0.2861419568,1.246618382,-0.2212234196
0.88,0,1.29139313,-0.26181699,1.34550449,-0.3180758204,1.280970189,-0.2554118743
0.92,0,1.325236009,-0.2954872747,1.377335313,-0.3495828158,1.315232398,-0.2895045899
0.96,0,1.358866176,-0.3289368617,1.408788272,-0.3807026695,1.349401205,-0.3234978349
1,0,1.392496342,-0.3623864488,1.439903087,-0.4114756419,1.38347287,-0.3573879265
1.04,0,1.42568749,-0.395381872,1.470719414,-0.4419419323,1.417443717,-0.3911712325
1.08,0,1.458878637,-0.4283772951,1.501276311,-0.4721411443,1.45131014,-0.4248441725
1.12,0,1.491846221,-0.4611419803,1.531611767,-0.5021118115,1.485068598,-0.4584032199
1.16,0,1.52459024,-0.4936759275,1.56176229,-0.5318909855,1.518715624,-0.491844903
1.2,0,1.557334259,-0.5262098747,1.591762555,-0.5615138851,1.552247821,-0.5251658072
1.24,0,1.589627582,-0.5582795422,1.621645119,-0.5910136046,1.585661864,-0.5583625757
1.28,0,1.621920905,-0.5903492097,1.651440182,-0.6204208784,1.618954505,-0.5914319118
1.32,0,1.653988913,-0.6221871322,1.681175408,-0.6497638996,1.652122568,-0.6243705797
1.36,0,1.685831608,-0.6537933097,1.710875793,-0.6790681864,1.685162956,-0.6571754061
1.4,0,1.717674303,-0.6853994872,1.740563577,-0.708356495,1.718072647,-0.6898432813
1.44,0,1.749069234,-0.7165457171,1.770258201,-0.737648772,1.750848697,-0.7223711605
1.48,0,1.780464165,-0.7476919471,1.799976292,-0.7669621447,1.783488243,-0.7547560649
1.52,0,1.811637675,-0.7786109788,1.829731694,-0.7963109422,1.815988497,-0.7869950828
1.56,0,1.842589762,-0.8093028122,1.859535511,-0.8257067465,1.848346755,-0.8190853703
1.6,0,1.873541849,-0.8399946457,1.889396185,-0.8551584665,1.880560391,-0.8510241523
1.64,0,1.904057427,-0.8702390045,1.919319597,-0.8846724334,1.912626858,-0.8828087232
1.68,0,1.934573005,-0.9004833633,1.949309174,-0.9142525139,1.944543693,-0.9144364476
1.72,0,1.964873936,-0.930507865,1.979366017,-0.9439002369,1.976308513,-0.9459047609
1.76,0,1.994960219,-0.9603125096,2.009489046,-0.9736149317,2.007919015,-0.9772111696
1.8,0,2.025046502,-0.9901171541,2.039675142,-1.003393875,2.039372979,-1.008353252
1.84,0,2.054711148,-1.019490249,2.069919302,-1.033232445,2.070668266,-1.039328657
1.88,0,2.084375794,-1.048863345,2.100214796,-1.063124276,2.101802819,-1.070135108
1.92,0,2.113833496,-1.078024777,2.130553331,-1.093061421,2.132774662,-1.100770399
1.96,0,2.143084255,-1.106974548,2.160925204,-1.12303451,2.1635819,-1.131232396
2,0,2.172335014,-1.135924318,2.191319467,-1.153032908,2.19422272,-1.161519038
2.04,0,2.201179457,-1.164458779,2.22172408,-1.183044872,2.224695391,-1.191628334
2.08,0,2.230023899,-1.192993239,2.252126066,-1.213057703,2.25499826,-1.221558367
2.12,0,2.258668773,-1.221323845,2.282511655,-1.243057892,2.285129757,-1.251307292
2.16,0,2.287114079,-1.249450597,2.312866429,-1.273031266,2.315088392,-1.280873331
2.2,0,2.315559385,-1.277577349,2.343175458,-1.30296312,2.344872753,-1.31025478
2.24,0,2.343612188,-1.305303426,2.373423424,-1.332838348,2.374481509,-1.339450005
2.28,0,2.37166499,-1.333029504,2.403594748,-1.362641562,2.403913407,-1.36845744
2.32,0,2.399524526,-1.360558423,2.433673703,-1.392357209,2.433167273,-1.397275588
2.36,0,2.427190795,-1.387890183,2.463644515,-1.421969675,2.46224201,-1.42590302
2.4,0,2.454857064,-1.415221944,2.493491465,-1.451463383,2.491136598,-1.454338374
2.44,0,2.482142023,-1.44216499,2.523198976,-1.480822885,2.519850094,-1.482580356
2.48,0,2.509426983,-1.469108037,2.552751695,-1.510032938,2.54838163,-1.510627734
2.52,0,2.536523497,-1.495859122,2.582134567,-1.539078585,2.576730415,-1.538479345
2.56,0,2.563431567,-1.522418247,2.611332899,-1.567945216,2.60489573,-1.566134085
2.6,0,2.590339636,-1.548977371,2.640332417,-1.596618627,2.63287693,-1.593590914
2.64,0,2.616874387,-1.575156519,2.669119321,-1.625085073,2.660673445,-1.620848854
2.68,0,2.643409138,-1.601335666,2.697680323,-1.65333131,2.688284773,-1.647906987
2.72,0,2.669758576,-1.627326359,2.726002685,-1.681344632,2.715710487,-1.674764453
2.76,0,2.695922702,-1.653128599,2.75407425,-1.709112906,2.742950228,-1.701420448
2.8,0,2.722086828,-1.678930839,2.78188347,-1.73662459,2.770003706,-1.727874228
2.84,0,2.747882116,-1.704358343,2.809419416,-1.763868759,2.796870702,-1.754125101
2.88,0,2.773677405,-1.729785846,2.836671802,-1.790835115,2.823551061,-1.780172431
2.92,0,2.799288703,-1.755026609,2.863630984,-1.817514,2.850044697,-1.80601563
2.96,0,2.824716012,-1.78008063,2.890287974,-1.843896398,2.876351588,-1.831654167
3,0,2.85014332,-1.805134651,2.916634433,-1.869973938,2.90247178,-1.857087554
3.04,0,2.875202548,-1.829815499,2.942662672,-1.895738893,2.928405378,-1.882315355
3.08,0,2.900261775,-1.854496346,2.968365645,-1.921184169,2.954152553,-1.907337179
3.12,0,2.925136413,-1.878990272,2.993736942,-1.946303305,2.979713537,-1.93215268
3.16,0,2.949826462,-1.903297277,3.018770773,-1.971090454,3.005088622,-1.956761555
3.2,0,2.974516512,-1.927604283,3.043461959,-1.995540376,3.030278162,-1.981163543
3.24,0,2.998835245,-1.951535759,3.067805914,-2.019648419,3.055282567,-2.005358423
3.28,0,3.023153979,-1.975467235,3.09179863,-2.043410506,3.080102307,-2.029346012
3.32,0,3.047285435,-1.999209565,3.115436658,-2.066823114,3.104737908,-2.053126165
3.36,0,3.071229613,-2.022762749,3.138717087,-2.089883258,3.129189953,-2.076698771
3.4,0,3.095173792,-2.046315933,3.161637525,-2.112588468,3.15345908,-2.100063754
3.44,0,3.118738996,-2.06948691,3.184196082,-2.134936772,3.177545979,-2.123221068
3.48,0,3.142304201,-2.092657888,3.206391342,-2.156926674,3.201451396,-2.146170699
3.52,0,3.165677071,-2.115635182,3.228222347,-2.178557131,3.225176128,-2.168912661
3.56,0,3.188857605,-2.138418794,3.249688573,-2.199827536,3.248721024,-2.191446994
3.6,0,3.212038139,-2.161202405,3.270789909,-2.220737691,3.272086982,-2.213773764
3.64,0,3.234826903,-2.183592126,3.291526636,-2.241287792,3.295274952,-2.23589306
3.68,0,3.257615668,-2.205981847,3.311899405,-2.261478404,3.318285931,-2.257804993
3.72,0,3.28020422,-2.228170602,3.331909218,-2.281310441,3.341120965,-2.279509693
3.76,0,3.30259256,-2.250158392,3.351557405,-2.300785146,3.363781148,-2.301007309
3.8,0,3.324980899,-2.272146181,3.370845606,-2.319904074,3.386267618,-2.322298005
3.84,0,3.346958415,-2.293722302,3.389775751,-2.338669067,3.40858156,-2.343381962
3.88,0,3.368935931,-2.315298423,3.408350041,-2.35708224,3.430724205,-2.364259372
3.92,0,3.390701849,-2.33666288,3.426570928,-2.375145962,3.452696828,-2.384930438
3.96,0,3.412256169,-2.357815673,3.444441101,-2.392862837,3.474500745,-2.405395371
4,0,3.433810488,-2.378968465,3.461963466,-2.410235687,3.496137317,-2.425654393
4.04,0,3.454926988,-2.399684078,3.479141131,-2.427267536,3.517607948,-2.445707727
4.08,0,3.476043489,-2.420399691,3.49597739,-2.443961597,3.538914081,-2.465555603
4.12,0,3.496932476,-2.44088853,3.512475705,-2.460321253,3.560057204,-2.48519825
4.16,0,3.517593951,-2.461150594,3.528639697,-2.476350044,3.58103884,-2.5046359
4.2,0,3.538255425,-2.481412659,3.544473127,-2.492051653,3.601860558,-2.523868781
4.24,0,3.558441686,-2.5012019,3.559979888,-2.507429895,3.622523962,-2.542897117
4.28,0,3.578627947,-2.520991141,3.575163986,-2.522488701,3.643030696,-2.561721126
4.32,0,3.598564777,-2.540532647,3.590029534,-2.537232109,3.663382444,-2.58034102
4.36,0,3.618252177,-2.559826417,3.604580737,-2.55166425,3.683580926,-2.598757
4.4,0,3.637939577,-2.579120188,3.618821882,-2.565789341,3.703627902,-2.616969256
4.44,0,3.65710044,-2.597891912,3.632757331,-2.579611671,3.723525167,-2.634977963
4.48,0,3.676261303,-2.616663635,3.646391505,-2.593135594,3.743274555,-2.652783281
4.52,0,3.695142707,-2.635158753,3.65972888,-2.606365516,3.762877935,-2.670385355
4.56,0,3.713744653,-2.653377263,3.672773978,-2.619305893,3.782337215,-2.687784306
4.6,0,3.732346599,-2.671595774,3.685531357,-2.631961218,3.801654335,-2.704980235
4.64,0,3.750351732,-2.689224525,3.698005604,-2.644336012,3.820831276,-2.721973222
4.68,0,3.768356866,-2.706853277,3.710201327,-2.656434823,3.839870051,-2.738763316
4.72,0,3.786041407,-2.724165715,3.72212315,-2.668262213,3.85877271,-2.755350542
4.76,0,3.803405356,-2.741161841,3.733775708,-2.679822756,3.877541338,-2.771734892
4.8,0,3.820769305,-2.758157966,3.745163636,-2.691121028,3.896178057,-2.787916328
4.84,0,3.837440074,-2.774471157,3.756291567,-2.702161607,3.914685022,-2.803894777
4.88,0,3.854110843,-2.790784349,3.767164129,-2.712949061,3.933064424,-2.819670126
4.92,0,3.870404526,-2.806726529,3.777785934,-2.72348795,3.95131849,-2.835242227
4.96,0,3.886321124,-2.822297699,3.788161578,-2.733782815,3.969449481,-2.850610888
5,0,3.902237721,-2.837868868,3.798295637,-2.74383818,3.987459693,-2.865775874
5.04,0,3.917328524,-2.852628551,3.808192661,-2.753658544,4.00535146,-2.880736904
5.08,0,3.932419327,-2.867388234,3.817857172,-2.763248376,4.023127146,-2.895493648
5.12,0,3.947055126,-2.881701296,3.827293658,-2.772612118,4.040789155,-2.910045724
5.16,0,3.961235922,-2.895567738,3.836506575,-2.781754177,4.058339924,-2.9243927
5.2,0,3.975416718,-2.909434179,3.845500338,-2.790678921,4.075781926,-2.938534083
5.24,0,3.98858836,-2.922311046,3.854279324,-2.799390681,4.093117669,-2.952469325
5.28,0,4.001760002,-2.935187913,3.862847866,-2.807893746,4.110349697,-2.966197816
5.32,0,4.014368619,-2.947513162,3.871210251,-2.816192359,4.12748059,-2.979718882
5.36,0,4.02641421,-2.959286793,3.879370721,-2.824290719,4.144512962,-2.993031782
5.4,0,4.038459801,-2.971060425,3.887333468,-2.832192977,4.161449466,-3.006135706
5.44,0,4.049241312,-2.981596532,3.895102634,-2.839903234,4.178292789,-3.019029773
5.48,0,4.060022823,-2.99213264,3.902682309,-2.847425539,4.195045654,-3.031713028
5.52,0,4.070090678,-3.001970539,3.910076529,-2.854763892,4.211710823,-3.044184437
5.56,0,4.079444877,-3.011110229,3.917289278,-2.861922237,4.22829109,-3.056442886
5.6,0,4.088799076,-3.02024992,3.924324482,-2.868904464,4.244789291,-3.068487182
5.64,0,4.096532616,-3.027804903,3.931186013,-2.875714408,4.261208295,-3.080316041
5.68,0,4.104266156,-3.035359886,3.937877684,-2.882355848,4.277551009,-3.091928095
5.72,0,4.111074665,-3.042010771,3.944403253,-2.888832506,4.293820378,-3.103321882
5.76,0,4.116958142,-3.047757557,3.950766417,-2.895148046,4.310019383,-3.11449585
5.8,0,4.122841618,-3.053504343,3.956970816,-2.901306077,4.326151043,-3.125448347
5.84,0,4.126602274,-3.057177132,3.963020031,-2.907310147,4.342218416,-3.136177623
5.88,0,4.13036293,-3.06084992,3.968917584,-2.913163746,4.358224595,-3.146681829
5.92,0,4.132899694,-3.063327339,3.974666938,-2.918870306,4.374172712,-3.156959009
5.96,0,4.134212566,-3.064609389,3.980271494,-2.924433201,4.390065939,-3.167007102
6,0,4.135525438,-3.065891438,3.985734596,-2.929855743,4.405907483,-3.176823939
-6,10,-3.716339423,4.770571813,-3.439551874,4.4789842,-4.011317863,4.911232854
-5.96,10,-3.714756333,4.76895964,-3.432441936,4.471548858,-4.014157572,4.924248658
-5.92,10,-3.713173242,4.767347467,-3.425258005,4.464055616,-4.014831137,4.934448866
-5.88,10,-3.710117457,4.764235978,-3.417993581,4.456497302,-4.013473116,4.942004027
-5.84,10,-3.705588977,4.759625172,-3.410642107,4.448866689,-4.010211265,4.947076222
-5.8,10,-3.701060497,4.755014366,-3.403196989,4.441156516,-4.005166723,4.949819293
-5.76,10,-3.693987052,4.747813894,-3.395651605,4.433359504,-3.998454206,4.950379084
-5.72,10,-3.686913607,4.740613421,-3.387999327,4.425468379,-3.990182222,4.948893698
-5.68,10,-3.678736026,4.73229008,-3.380233522,4.417475877,-3.980453282,4.945493767
-5.64,10,-3.669454309,4.72284387,-3.372347572,4.409374763,-3.969364125,4.940302727
-5.6,10,-3.660172593,4.71339766,-3.364334873,4.401157835,-3.957005947,4.933437099
-5.56,10,-3.648966445,4.701995715,-3.356188844,4.392817934,-3.943464627,4.925006769
-5.52,10,-3.637760298,4.690593771,-3.347902933,4.384347946,-3.928820955,4.91511527
-5.48,10,-3.625711915,4.678336575,-3.339470618,4.375740811,-3.91315086,4.903860062
-5.44,10,-3.612821295,4.665224128,-3.330885412,4.366989523,-3.89652563,4.891332806
-5.4,10,-3.599930675,4.652111681,-3.322140864,4.358087132,-3.879012133,4.877619637
-5.36,10,-3.585558856,4.637496529,-3.313230557,4.349026746,-3.860673033,4.862801428
-5.32,10,-3.571187038,4.622881376,-3.304148114,4.33980153,-3.841566994,4.846954048
-5.28,10,-3.556160883,4.607603077,-3.294887195,4.330404708,-3.821748889,4.830148611
-5.24,10,-3.540480393,4.591661631,-3.285441494,4.32082956,-3.801269992,4.812451725
-5.2,10,-3.524799902,4.575720185,-3.275804744,4.311069423,-3.780178172,4.793925721
-5.16,10,-3.507957447,4.558602493,-3.265970714,4.301117686,-3.758518071,4.774628884
-5.12,10,-3.491114993,4.541484801,-3.255933207,4.290967794,-3.736331286,4.754615667
-5.08,10,-3.473754049,4.523842918,-3.245686061,4.280613245,-3.713656534,4.733936905
-5.04,10,-3.455874617,4.505676844,-3.235223146,4.270047585,-3.690529816,4.712640011
-5,10,-3.437995185,4.487510769,-3.224538369,4.259264413,-3.666984569,4.690769171
-4.96,10,-3.419185452,4.468405466,-3.213625667,4.248257373,-3.64305182,4.668365529
-4.92,10,-3.400375719,4.449300163,-3.202479012,4.237020162,-3.61876032,4.645467358
-4.88,10,-3.381146443,4.429771921,-3.191092409,4.22554652,-3.594136686,4.622110229
-4.84,10,-3.361497622,4.409820741,-3.179459897,4.213830237,-3.569205524,4.598327173
-4.8,10,-3.341848802,4.38986956,-3.16757555,4.20186515,-3.543989552,4.574148827
-4.76,10,-3.321439021,4.369152473,-3.155433478,4.189645147,-3.518509715,4.54960358
-4.72,10,-3.30102924,4.348435385,-3.143027831,4.177164161,-3.492785299,4.524717711
-4.68,10,-3.280272494,4.327369657,-3.130352796,4.164416179,-3.46683403,4.499515517
-4.64,10,-3.259168783,4.305955287,-3.117402605,4.151395241,-3.440672174,4.474019435
-4.6,10,-3.238065072,4.284540917,-3.104171537,4.138095443,-3.414314631,4.448250158
-4.56,10,-3.216325032,4.262488243,-3.09065392,4.124510937,-3.387775025,4.422226746
-4.52,10,-3.194584992,4.240435569,-3.076844133,4.110635941,-3.361065783,4.395966729
