tau,q,ask_depth
3.333333333333333144e+02,-2.700000000000000000e+01,1.170763962783286871e+00
3.333333333333333144e+02,-2.600000000000000000e+01,1.149361005890148224e+00
3.333333333333333144e+02,-2.500000000000000000e+01,1.127688807442243979e+00
3.333333333333333144e+02,-2.400000000000000000e+01,1.105747589980110135e+00
3.333333333333333144e+02,-2.300000000000000000e+01,1.083538128320463256e+00
3.333333333333333144e+02,-2.200000000000000000e+01,1.061061796257225964e+00
3.333333333333333144e+02,-2.100000000000000000e+01,1.038320613708252349e+00
3.333333333333333144e+02,-2.000000000000000000e+01,1.015317293732181714e+00
3.333333333333333144e+02,-1.900000000000000000e+01,9.920552887429551214e-01
3.333333333333333144e+02,-1.800000000000000000e+01,9.685388351520149985e-01
3.333333333333333144e+02,-1.700000000000000000e+01,9.447729955737609320e-01
3.333333333333333144e+02,-1.600000000000000000e+01,9.207636976424968811e-01
3.333333333333333144e+02,-1.500000000000000000e+01,8.965177684141213410e-01
3.333333333333333144e+02,-1.400000000000000000e+01,8.720429632686670374e-01
3.333333333333333144e+02,-1.300000000000000000e+01,8.473479881963554838e-01
3.333333333333333144e+02,-1.200000000000000000e+01,8.224425143464856314e-01
3.333333333333333144e+02,-1.100000000000000000e+01,7.973371837506524340e-01
3.333333333333333144e+02,-1.000000000000000000e+01,7.720436052048920139e-01
3.333333333333333144e+02,-9.000000000000000000e+00,7.465743394129498167e-01
3.333333333333333144e+02,-8.000000000000000000e+00,7.209428726570392687e-01
3.333333333333333144e+02,-7.000000000000000000e+00,6.951635784730803014e-01
3.333333333333333144e+02,-6.000000000000000000e+00,6.692516670610761942e-01
3.333333333333333144e+02,-5.000000000000000000e+00,6.432231224524437296e-01
3.333333333333333144e+02,-4.000000000000000000e+00,6.170946277752435982e-01
3.333333333333333144e+02,-3.000000000000000000e+00,5.908834792938640890e-01
3.333333333333333144e+02,-2.000000000000000000e+00,5.646074902371099880e-01
3.333333333333333144e+02,-1.000000000000000000e+00,5.382848857524805686e-01
3.333333333333333144e+02,0.000000000000000000e+00,5.119341906178996870e-01
3.333333333333333144e+02,1.000000000000000000e+00,4.855741115899146476e-01
3.333333333333333144e+02,2.000000000000000000e+00,4.592234164553344877e-01
3.333333333333333144e+02,3.000000000000000000e+00,4.329008119707042912e-01
3.333333333333333144e+02,4.000000000000000000e+00,4.066248229139496351e-01
3.333333333333333144e+02,5.000000000000000000e+00,3.804136744325709585e-01
3.333333333333333144e+02,6.000000000000000000e+00,3.542851797553726589e-01
3.333333333333333144e+02,7.000000000000000000e+00,3.282566351467384180e-01
3.333333333333333144e+02,8.000000000000000000e+00,3.023447237347357541e-01
3.333333333333333144e+02,9.000000000000000000e+00,2.765654295507741778e-01
3.333333333333333144e+02,1.000000000000000000e+01,2.509339627948654616e-01
3.333333333333333144e+02,1.100000000000000000e+01,2.254646970029214881e-01
3.333333333333333144e+02,1.200000000000000000e+01,2.001711184571624003e-01
3.333333333333333144e+02,1.300000000000000000e+01,1.750657878613285923e-01
