y,regime,regime_ergodic_ask,regime_ergodic_bid,ansatz_ask,ansatz_bid
-2.96,-1,-2.120361501,3.160384385,-1.750147619,2.773757046
-2.92,-1,-2.094249518,3.13391731,-1.73512806,2.758737486
-2.88,-1,-2.067953881,3.107270582,-1.720080285,2.743689712
-2.84,-1,-2.04147459,3.0804442,-1.705001975,2.728611402
-2.8,-1,-2.014995298,3.053617817,-1.689890622,2.713500048
-2.76,-1,-1.988152404,3.026436133,-1.674743512,2.698352938
-2.72,-1,-1.961309511,2.999254448,-1.659557717,2.683167143
-2.68,-1,-1.93428613,2.971896565,-1.64433007,2.667939496
-2.64,-1,-1.907082263,2.944362485,-1.629057151,2.652666577
-2.6,-1,-1.879878395,2.916828406,-1.613735266,2.637344692
-2.56,-1,-1.852315129,2.888943774,-1.598360426,2.621969852
-2.52,-1,-1.824751862,2.861059143,-1.582928327,2.606537753
-2.48,-1,-1.797009172,2.832999642,-1.567434322,2.591043748
-2.44,-1,-1.769087056,2.804765271,-1.5518734,2.575482826
-2.4,-1,-1.741164941,2.776530901,-1.536240156,2.559849582
-2.36,-1,-1.712883533,2.747946612,-1.520528764,2.544138191
-2.32,-1,-1.684602125,2.719362323,-1.504732948,2.528342374
-2.28,-1,-1.656140374,2.690602515,-1.488845945,2.512455371
-2.24,-1,-1.62749828,2.661667186,-1.472860477,2.496469903
-2.2,-1,-1.598856186,2.632731857,-1.456768714,2.48037814
-2.16,-1,-1.569851121,2.603443489,-1.440562234,2.46417166
-2.12,-1,-1.540846057,2.574155121,-1.424231987,2.447841414
-2.08,-1,-1.511657959,2.544688839,-1.407768256,2.431377683
-2.04,-1,-1.482286828,2.515044642,-1.391160611,2.414770038
-2,-1,-1.452915697,2.485400446,-1.37439787,2.398007296
-1.96,-1,-1.423174707,2.455396961,-1.357468051,2.381077477
-1.92,-1,-1.393433717,2.425393476,-1.340358333,2.363967759
-1.88,-1,-1.363505628,2.39520836,-1.323055004,2.34666443
-1.84,-1,-1.333390439,2.364841613,-1.305543423,2.329152849
-1.8,-1,-1.30327525,2.334474866,-1.28780797,2.311417396
-1.76,-1,-1.272781178,2.303740577,-1.269832007,2.293441433
-1.72,-1,-1.242287106,2.273006288,-1.251597835,2.275207261
-1.68,-1,-1.211601208,2.242086069,-1.233086657,2.256696084
-1.64,-1,-1.180723484,2.21097992,-1.214278547,2.237887973
-1.6,-1,-1.14984576,2.179873771,-1.195152417,2.218761844
-1.56,-1,-1.118579871,2.148391746,-1.175686002,2.199295428
-1.52,-1,-1.087313981,2.116909722,-1.155855841,2.179465267
-1.48,-1,-1.055852086,2.085238114,-1.135637283,2.159246709
-1.44,-1,-1.024194187,2.053376922,-1.115004491,2.138613917
-1.4,-1,-0.9925362878,2.021515731,-1.09393047,2.117539897
-1.36,-1,-0.9604837204,1.989273322,-1.072387113,2.095996539
