y,regime,regime_ergodic_ask,regime_ergodic_bid,ansatz_ask,ansatz_bid
-1.84,0,-1.01699766,2.052016047,-0.8919758107,1.915585237
-1.8,0,-0.9876942103,2.022422665,-0.8742403578,1.897849784
-1.76,0,-0.9579576618,1.992406056,-0.8562643947,1.879873821
-1.72,0,-0.9282211133,1.962389448,-0.8380302227,1.861639649
-1.68,0,-0.8982639135,1.932157378,-0.8195190453,1.843128472
-1.64,0,-0.8680860622,1.901709846,-0.8007109351,1.824320361
-1.6,0,-0.837908211,1.871262314,-0.7815848053,1.805194232
-1.56,0,-0.8072812662,1.840376611,-0.7621183896,1.785727816
-1.52,0,-0.7766543214,1.809490909,-0.7422882291,1.765897655
-1.48,0,-0.7457993585,1.778382942,-0.7220696709,1.745679097
-1.44,0,-0.7147163775,1.747052711,-0.7014368787,1.725046305
-1.4,0,-0.6836333964,1.715722479,-0.6803628584,1.703972285
-1.36,0,-0.6520888183,1.683942786,-0.6588195008,1.682428927
-1.32,0,-0.6205442401,1.652163092,-0.6367776449,1.660387071
-1.28,0,-0.5887670935,1.620157234,-0.6142071636,1.63781659
-1.24,0,-0.5567573786,1.587925211,-0.5910770759,1.614686502
-1.2,0,-0.5247476637,1.555693188,-0.5673556869,1.590965113
-1.16,0,-0.4922720394,1.523008779,-0.5430107616,1.566620188
-1.12,0,-0.4597964151,1.49032437,-0.5180097322,1.541619158
-1.08,0,-0.4270892545,1.457415565,-0.4923199438,1.51592937
-1.04,0,-0.3941505576,1.424282363,-0.4659089406,1.489518367
-1,0,-0.3612118608,1.391149161,-0.4387447929,1.462354219
-0.96,0,-0.3278174545,1.35757532,-0.4107964688,1.434405895
-0.92,0,-0.2944230482,1.324001479,-0.382034248,1.405643674
-0.88,0,-0.2608072069,1.290214146,-0.3524301789,1.376039605
-0.84,0,-0.2269699306,1.25621332,-0.3219585749,1.345568001
-0.8,0,-0.1931326543,1.222212493,-0.2905965476,1.314205974
-0.76,0,-0.1588717461,1.187804745,-0.2583245702,1.281933997
-0.72,0,-0.1246108379,1.153396996,-0.225127063,1.248736489
-0.68,0,-0.09015133803,1.118799419,-0.1909929918,1.214602418
-0.64,0,-0.05549324635,1.084012014,-0.155916467,1.179525893
-0.6,0,-0.02083515467,1.049224608,-0.1198973293,1.143506756
-0.56,0,0.01418586225,1.014092591,-0.08294170497,1.106551131
-0.52,0,0.04920687918,0.9789605737,-0.04506251435,1.068671941
-0.48,0,0.08438818585,0.9436777892,-0.006279914362,1.029889341
-0.44,0,0.1197297822,0.9082442376,0.03337834476,0.9902310815
-0.4,0,0.1550713786,0.872810686,0.07387666683,0.9497327594
-0.36,0,0.1906832698,0.8371265345,0.1151714793,0.9084379469
-0.32,0,0.226295161,0.8014423829,0.1572112408,0.8663981854
-0.28,0,0.2620134137,0.7656619873,0.1999365989,0.8236728274
-0.24,0,0.2978380281,0.7297853476,0.2432807067,0.7803287196
-0.2,0,0.3336626424,0.693908708,0.2871697026,0.7364397236
-0.16,0,0.3696363056,0.657903661,0.3315233501,0.6920860762
-0.12,0,0.4056099687,0.6218986141,0.37625583,0.6473535962
-0.08,0,0.4416241069,0.5858635391,0.4212766728,0.6023327535
-0.04,0,0.47767872,0.5497984361,0.4664918086,0.5571176176
0,0,0.5137333331,0.5137333331,0.5118047131,0.5118047131
0.04,0,0.5497984361,0.47767872,0.5571176176,0.4664918086
0.08,0,0.5858635391,0.4416241069,0.6023327535,0.4212766728
0.12,0,0.6218986141,0.4056099687,0.6473535962,0.37625583
0.16,0,0.657903661,0.3696363056,0.6920860762,0.3315233501
0.2,0,0.693908708,0.3336626424,0.7364397236,0.2871697026
0.24,0,0.7297853476,0.2978380281,0.7803287196,0.2432807067
0.28,0,0.7656619873,0.2620134137,0.8236728274,0.1999365989
0.32,0,0.8014423829,0.226295161,0.8663981854,0.1572112408
0.36,0,0.8371265345,0.1906832698,0.9084379469,0.1151714793
0.4,0,0.872810686,0.1550713786,0.9497327594,0.07387666683
0.44,0,0.9082442376,0.1197297822,0.9902310815,0.03337834476
0.48,0,0.9436777892,0.08438818585,1.029889341,-0.006279914362
0.52,0,0.9789605737,0.04920687918,1.068671941,-0.04506251435
0.56,0,1.014092591,0.01418586225,1.106551131,-0.08294170497
0.6,0,1.049224608,-0.02083515467,1.143506756,-0.1198973293
0.64,0,1.084012014,-0.05549324635,1.179525893,-0.155916467
0.68,0,1.118799419,-0.09015133803,1.214602418,-0.1909929918
0.72,0,1.153396996,-0.1246108379,1.248736489,-0.225127063
0.76,0,1.187804745,-0.1588717461,1.281933997,-0.2583245702
0.8,0,1.222212493,-0.1931326543,1.314205974,-0.2905965476
0.84,0,1.25621332,-0.2269699306,1.345568001,-0.3219585749
0.88,0,1.290214146,-0.2608072069,1.376039605,-0.3524301789
0.92,0,1.324001479,-0.2944230482,1.405643674,-0.382034248
0.96,0,1.35757532,-0.3278174545,1.434405895,-0.4107964688
1,0,1.391149161,-0.3612118608,1.462354219,-0.4387447929
1.04,0,1.424282363,-0.3941505576,1.489518367,-0.4659089406
1.08,0,1.457415565,-0.4270892545,1.51592937,-0.4923199438
1.12,0,1.49032437,-0.4597964151,1.541619158,-0.5180097322
1.16,0,1.523008779,-0.4922720394,1.566620188,-0.5430107616
1.2,0,1.555693188,-0.5247476637,1.590965113,-0.5673556869
1.24,0,1.587925211,-0.5567573786,1.614686502,-0.5910770759
1.28,0,1.620157234,-0.5887670935,1.63781659,-0.6142071636
1.32,0,1.652163092,-0.6205442401,1.660387071,-0.6367776449
1.36,0,1.683942786,-0.6520888183,1.682428927,-0.6588195008
1.4,0,1.715722479,-0.6836333964,1.703972285,-0.6803628584
1.44,0,1.747052711,-0.7147163775,1.725046305,-0.7014368787
1.48,0,1.778382942,-0.7457993585,1.745679097,-0.7220696709
1.52,0,1.809490909,-0.7766543214,1.765897655,-0.7422882291
1.56,0,1.840376611,-0.8072812662,1.785727816,-0.7621183896
1.6,0,1.871262314,-0.837908211,1.805194232,-0.7815848053
1.64,0,1.901709846,-0.8680860622,1.824320361,-0.8007109351
1.68,0,1.932157378,-0.8982639135,1.843128472,-0.8195190453
1.72,0,1.962389448,-0.9282211133,1.861639649,-0.8380302227
1.76,0,1.992406056,-0.9579576618,1.879873821,-0.8562643947
1.8,0,2.022422665,-0.9876942103,1.897849784,-0.8742403578
1.84,0,2.052016047,-1.01699766,1.915585237,-0.8919758107
1.88,0,2.08160943,-1.046301109,1.933096818,-0.9094873919
1.92,0,2.110995098,-1.075392145,1.950400147,-0.9267907205
1.96,0,2.140173052,-1.104270766,1.967509865,-0.9439004391
2,0,2.169351006,-1.133149388,1.984439684,-0.9608302578
2.04,0,2.198121154,-1.161611249,2.001202426,-0.9775929994
2.08,0,2.226891301,-1.19007311,2.017810071,-0.9942006443
2.12,0,2.255461165,-1.218330421,2.034273802,-1.010664375
2.16,0,2.283830745,-1.246383181,2.050604048,-1.026994622
2.2,0,2.312200324,-1.274435941,2.066810528,-1.043201102
2.24,0,2.34017603,-1.302086698,2.082902291,-1.059292865
2.28,0,2.368151736,-1.329737456,2.098887759,-1.075278333
2.32,0,2.395933523,-1.357190424,2.114774762,-1.091165336
2.36,0,2.423521392,-1.384445604,2.130570578,-1.106961152
2.4,0,2.451109261,-1.411700784,2.14628197,-1.122672544
2.44,0,2.478314586,-1.438566061,2.161915214,-1.138305788
2.48,0,2.505519912,-1.465431338,2.177476136,-1.15386671
2.52,0,2.532536212,-1.492104098,2.192970141,-1.169360715
2.56,0,2.559363487,-1.518584341,2.20840224,-1.184792814
2.6,0,2.586190762,-1.545064583,2.22377708,-1.200167654
2.64,0,2.612643634,-1.571163814,2.239098965,-1.215489539
2.68,0,2.639096507,-1.597263046,2.254371884,-1.230762458
2.72,0,2.665363565,-1.623173348,2.269599531,-1.245990105
2.76,0,2.691444808,-1.64889472,2.284785326,-1.2611759
2.8,0,2.717526052,-1.674616093,2.299932436,-1.276323009
2.84,0,2.743237536,-1.699961863,2.31504379,-1.291434363
2.88,0,2.768949021,-1.725307634,2.3301221,-1.306512673
2.92,0,2.794476099,-1.750466275,2.345169874,-1.321560448
2.96,0,2.819818768,-1.775437785,2.360189434,-1.336580007
3,0,2.845161438,-1.800409295,2.375182924,-1.351573497
3.04,0,2.870135281,-1.825006944,2.390152329,-1.366542903
3.08,0,2.895109123,-1.849604594,2.405099485,-1.381490058
3.12,0,2.91989805,-1.874015026,2.420026086,-1.39641666
3.16,0,2.944502062,-1.898238241,2.434933702,-1.411324276
3.2,0,2.969106073,-1.922461457,2.449823781,-1.426214355
3.24,0,2.993338211,-1.946308648,2.464697663,-1.441088237
3.28,0,3.01757035,-1.97015584,2.479556585,-1.455947159
3.32,0,3.041614982,-1.993813688,2.494401691,-1.470792265
3.36,0,3.065472108,-2.017282193,2.509234037,-1.485624611
3.4,0,3.089329235,-2.040750699,2.524054601,-1.500445175
3.44,0,3.112807035,-2.063836709,2.538864283,-1.515254857
3.48,0,3.136284836,-2.086922719,2.553663917,-1.530054491
3.52,0,3.15957018,-2.109814956,2.568454272,-1.544844846
3.56,0,3.182663067,-2.132513421,2.58323606,-1.559626634
3.6,0,3.205755955,-2.155211886,2.598009937,-1.574400511
3.64,0,3.228456946,-2.177516396,2.612776509,-1.589167083
3.68,0,3.251157938,-2.199820905,2.627536336,-1.60392691
3.72,0,3.273658715,-2.221924477,2.642289936,-1.61868051
3.76,0,3.295959277,-2.243827112,2.657037787,-1.633428361
3.8,0,3.31825984,-2.265729747,2.671780329,-1.648170902
3.84,0,3.340149705,-2.287220897,2.686517969,-1.662908543
3.88,0,3.362039571,-2.308712047,2.701251084,-1.677641658
3.92,0,3.383717971,-2.329991694,2.715980022,-1.692370596
3.96,0,3.405184907,-2.351059836,2.730705102,-1.707095676
4,0,3.426651843,-2.372127979,2.745426621,-1.721817195
4.04,0,3.447681376,-2.392759409,2.760144853,-1.736535427
4.08,0,3.46871091,-2.413390839,2.77486005,-1.751250623
4.12,0,3.489513223,-2.433795808,2.789572444,-1.765963018
4.16,0,3.510088313,-2.453974316,2.804282252,-1.780672825
4.2,0,3.530663403,-2.474152824,2.818989671,-1.795380245
4.24,0,3.55076404,-2.493859307,2.833694886,-1.810085459
4.28,0,3.570864678,-2.513565791,2.848398065,-1.824788639
4.32,0,3.590716363,-2.533025033,2.863099365,-1.839489939
4.36,0,3.610319098,-2.552237033,2.877798931,-1.854189505
4.4,0,3.629921832,-2.571449034,2.892496895,-1.868887469
4.44,0,3.648999207,-2.590140185,2.907193381,-1.883583955
4.48,0,3.668076582,-2.608831337,2.921888503,-1.898279077
4.52,0,3.686875207,-2.627246596,2.936582364,-1.912972938
4.56,0,3.705395084,-2.645385964,2.951275063,-1.927665636
4.6,0,3.72391496,-2.663525332,2.965966688,-1.942357261
4.64,0,3.741839716,-2.681076629,2.980657321,-1.957047895
4.68,0,3.759764471,-2.698627926,2.99534704,-1.971737614
4.72,0,3.777369633,-2.715863901,3.010035914,-1.986426488
4.76,0,3.794655201,-2.732784552,3.024724008,-2.001114582
4.8,0,3.811940769,-2.749705203,3.039411383,-2.015801957
4.84,0,3.828535497,-2.765945227,3.054098093,-2.030488667
4.88,0,3.845130225,-2.782185252,3.06878419,-2.045174763
4.92,0,3.861349233,-2.798055605,3.08346972,-2.059860294
4.96,0,3.87719252,-2.813556286,3.098154728,-2.074545301
5,0,3.893035808,-2.829056968,3.112839253,-2.089229827
5.04,0,3.908056475,-2.843749263,3.127523333,-2.103913906
5.08,0,3.923077142,-2.858441557,3.142207001,-2.118597575
5.12,0,3.937644646,-2.872689021,3.15689029,-2.133280864
5.16,0,3.951758986,-2.886491655,3.171573229,-2.147963802
5.2,0,3.965873326,-2.900294289,3.186255844,-2.162646417
5.24,0,3.97898277,-2.913111477,3.20093816,-2.177328734
5.28,0,3.992092214,-2.925928665,3.215620201,-2.192010774
5.32,0,4.004641094,-2.938196615,3.230301987,-2.206692561
5.36,0,4.016629409,-2.949915328,3.244983538,-2.221374112
5.4,0,4.028617724,-2.961634041,3.259664873,-2.236055447
5.44,0,4.039347647,-2.972120716,3.274346007,-2.250736581
5.48,0,4.050077571,-2.98260739,3.289026957,-2.265417531
5.52,0,4.060097124,-2.99239902,3.303707736,-2.28009831
5.56,0,4.069406309,-3.001495604,3.318388358,-2.294778931
5.6,0,4.078715494,-3.010592188,3.333068834,-2.309459408
5.64,0,4.086411624,-3.018111369,3.347749176,-2.32413975
5.68,0,4.094107754,-3.02563055,3.362429394,-2.338819968
5.72,0,4.100883258,-3.032249856,3.377109498,-2.353500072
5.76,0,4.106738135,-3.037969287,3.391789496,-2.36818007
5.8,0,4.112593012,-3.043688719,3.406469397,-2.382859971
5.84,0,4.116335302,-3.04734395,3.421149208,-2.397539781
5.88,0,4.120077591,-3.050999181,3.435828936,-2.412219509
5.92,0,4.122601952,-3.053464745,3.450508587,-2.426899161
5.96,0,4.123908384,-3.054740641,3.465188167,-2.441578741
6,0,4.125214816,-3.056016538,3.479867682,-2.456258256
-6,1,-2.635262853,3.705895866,-2.042690644,3.06630007
-5.96,1,-2.633863716,3.704466102,-2.028011129,3.051620555
-5.92,1,-2.632464578,3.703036338,-2.013331548,3.036940975
-5.88,1,-2.629777776,3.700290829,-1.998651897,3.022261324
-5.84,1,-2.625803311,3.696229575,-1.983972169,3.007581596
-5.8,1,-2.621828845,3.692168322,-1.969292359,2.992901785
-5.76,1,-2.615683173,3.685888851,-1.954612458,2.978221884
-5.72,1,-2.609537501,3.679609379,-1.939932459,2.963541886
-5.68,1,-2.602471326,3.672389655,-1.925252356,2.948861782
-5.64,1,-2.594484647,3.664229679,-1.910572137,2.934181564
-5.6,1,-2.586497968,3.656069703,-1.895891795,2.919501222
-5.56,1,-2.576940601,3.646305736,-1.881211319,2.904820746
-5.52,1,-2.567383234,3.636541768,-1.866530698,2.890140124
-5.48,1,-2.557151378,3.626089223,-1.851849919,2.875459345
-5.44,1,-2.546245033,3.614948101,-1.837168969,2.860778395
-5.4,1,-2.535338689,3.603806979,-1.822487835,2.846097261
-5.36,1,-2.523265506,3.591475099,-1.8078065,2.831415926
-5.32,1,-2.511192323,3.579143218,-1.793124949,2.816734375
-5.28,1,-2.498610647,3.566292659,-1.778443162,2.802052589
-5.24,1,-2.485520477,3.552923421,-1.763761122,2.787370548
-5.2,1,-2.472430307,3.539554182,-1.749078805,2.772688231
-5.16,1,-2.458446595,3.525274002,-1.73439619,2.758005616
-5.12,1,-2.444462884,3.510993821,-1.719713252,2.743322678
-5.08,1,-2.430083304,3.49631032,-1.705029963,2.728639389
-5.04,1,-2.415307856,3.481223499,-1.690346294,2.71395572
-5,1,-2.400532407,3.466136678,-1.675662214,2.699271641
-4.96,1,-2.385049245,3.450329352,-1.660977689,2.684587116
-4.92,1,-2.369566084,3.434522025,-1.646292682,2.669902108
-4.88,1,-2.353763758,3.418390035,-1.631607151,2.655216577
-4.84,1,-2.337642269,3.401933381,-1.616921055,2.640530481
-4.8,1,-2.32152078,3.385476727,-1.602234344,2.625843771
-4.76,1,-2.304818265,3.368429583,-1.58754697,2.611156396
-4.72,1,-2.288115751,3.351382438,-1.572858876,2.596468302
-4.68,1,-2.271146378,3.334064361,-1.558170002,2.581779428
-4.64,1,-2.253910145,3.316475352,-1.543480283,2.567089709
-4.6,1,-2.236673912,3.298886342,-1.528789649,2.552399075
-4.56,1,-2.218942975,3.280795627,-1.514098024,2.537707451
-4.52,1,-2.201212038,3.262704912,-1.499405326,2.523014752
-4.48,1,-2.183249809,3.244379904,-1.484711464,2.508320891
-4.44,1,-2.165056287,3.225820603,-1.470016343,2.493625769
-4.4,1,-2.146862765,3.207261302,-1.455319857,2.478929283
-4.36,1,-2.128233025,3.188260664,-1.440621893,2.464231319
-4.32,1,-2.109603285,3.169260026,-1.425922327,2.449531753
-4.28,1,-2.090766213,3.150049889,-1.411221027,2.434830453
-4.24,1,-2.071721809,3.130630255,-1.396517847,2.420127274
-4.2,1,-2.052677406,3.11121062,-1.381812633,2.405422059
-4.16,1,-2.033235853,3.091390209,-1.367105213,2.39071464
-4.12,1,-2.013794301,3.071569797,-1.352395406,2.376004832
-4.08,1,-1.994161228,3.051556371,-1.337683011,2.361292437
-4.04,1,-1.974336634,3.031349932,-1.322967815,2.346577241
-4,1,-1.95451204,3.011143492,-1.308249583,2.331859009
-3.96,1,-1.934315629,2.990562834,-1.293528064,2.31713749
-3.92,1,-1.914119218,2.969982176,-1.278802983,2.30241241
-3.88,1,-1.893741283,2.949219065,-1.264074046,2.287683472
-3.84,1,-1.873181823,2.9282735,-1.249340931,2.272950357
-3.8,1,-1.852622362,2.907327935,-1.23460329,2.258212717
-3.76,1,-1.831706516,2.886024635,-1.219860749,2.243470175
-3.72,1,-1.810790671,2.864721334,-1.205112898,2.228722324
-3.68,1,-1.789699056,2.843241828,-1.190359298,2.213968724
-3.64,1,-1.768431672,2.821586118,-1.175599471,2.199208897
-3.6,1,-1.747164288,2.799930408,-1.160832899,2.184442325
-3.56,1,-1.725548633,2.777926008,-1.146059022,2.169668448
-3.52,1,-1.703932977,2.755921609,-1.131277234,2.15488666
-3.48,1,-1.682144124,2.733744021,-1.116486879,2.140096305
-3.44,1,-1.660182071,2.711393245,-1.101687245,2.125296671
-3.4,1,-1.638220019,2.689042468,-1.086877562,2.110486989
-3.36,1,-1.615912208,2.666346373,-1.072056999,2.095666425
-3.32,1,-1.593604396,2.643650279,-1.057224653,2.080834079
-3.28,1,-1.571123466,2.620781491,-1.042379547,2.065988973
-3.24,1,-1.548469417,2.59774001,-1.027520625,2.051130051
-3.2,1,-1.525815368,2.574698529,-1.012646743,2.036256169
-3.16,1,-1.502813585,2.551310566,-0.9977566638,2.02136609
-3.12,1,-1.479811802,2.527922604,-0.982849048,2.006458474
-3.08,1,-1.456634931,2.504360379,-0.9679224463,1.991531873
-3.04,1,-1.433282973,2.480623892,-0.9529752908,1.976584717
-3,1,-1.409931015,2.456887404,-0.9380058854,1.961615312
-2.96,1,-1.386225555,2.432799457,-0.9230123952,1.946621821
-2.92,1,-1.362520095,2.40871151,-0.9079928358,1.931602262
-2.88,1,-1.3386358,2.384445945,-0.8929450613,1.916554488
-2.84,1,-1.314572668,2.360002761,-0.8778667513,1.901476178
-2.8,1,-1.290509537,2.335559577,-0.8627553974,1.886364824
-2.76,1,-1.266083755,2.310756571,-0.847608288,1.871217714
-2.72,1,-1.241657973,2.285953564,-0.8324224929,1.856031919
-2.68,1,-1.217047985,2.260967964,-0.8171948459,1.840804272
-2.64,1,-1.19225379,2.235799771,-0.8019219267,1.825531353
-2.6,1,-1.167459595,2.210631577,-0.7866000415,1.810209468
-2.56,1,-1.142290463,2.185092077,-0.7712252019,1.794834628
-2.52,1,-1.117121331,2.159552577,-0.7557931025,1.779402529
-2.48,1,-1.091761101,2.133823999,-0.7402990976,1.763908524
-2.44,1,-1.066209772,2.107906344,-0.7247381755,1.748347602
-2.4,1,-1.040658443,2.081988689,-0.7091049316,1.732714358
-2.36,1,-1.014716946,2.055685333,-0.6933935401,1.717002966
-2.32,1,-0.9887754488,2.029381977,-0.6775977235,1.70120715
-2.28,1,-0.9626345466,2.002881671,-0.6617107206,1.685320147
-2.24,1,-0.9362942393,1.976184412,-0.645725253,1.669334679
-2.2,1,-0.9099539319,1.949487154,-0.6296334897,1.653242916
-2.16,1,-0.8832055539,1.922387191,-0.6134270096,1.637036436
-2.12,1,-0.8564571759,1.895287227,-0.5970967633,1.62070619
-2.08,1,-0.8294998614,1.867981251,-0.5806330323,1.604242459
-2.04,1,-0.8023336103,1.840469261,-0.5640253873,1.587634814
-2,1,-0.7751673591,1.812957271,-0.5472626457,1.570872072
-1.96,1,-0.7475729967,1.785023524,-0.530332827,1.553942253
-1.92,1,-0.7199786343,1.757089776,-0.5132231085,1.536832535
-1.88,1,-0.6921649522,1.728940154,-0.4959197798,1.519529206
-1.84,1,-0.6641319504,1.700574658,-0.4784081986,1.502017625
-1.8,1,-0.6360989485,1.672209161,-0.4606727458,1.484282172
-1.76,1,-0.6076166844,1.643401866,-0.4426967826,1.466306209
-1.72,1,-0.5791344202,1.61459457,-0.4244626106,1.448072037
-1.68,1,-0.550422294,1.58556145,-0.4059514332,1.42956086
-1.64,1,-0.5214803057,1.556302505,-0.387143323,1.410752749
-1.6,1,-0.4925383173,1.52704356,-0.3680171932,1.391626619
-1.56,1,-0.4631266319,1.497323648,-0.3485507775,1.372160204
-1.52,1,-0.4337149464,1.467603737,-0.328720617,1.352330043
-1.48,1,-0.4040638762,1.437649157,-0.3085020588,1.332111485
-1.44,1,-0.3741734213,1.407459909,-0.2878692666,1.311478693
-1.4,1,-0.3442829664,1.377270662,-0.2667952463,1.290404673
-1.36,1,-0.3139060754,1.346605166,-0.2452518887,1.268861315
-1.32,1,-0.2835291845,1.31593967,-0.2232100328,1.246819459
-1.28,1,-0.2529062479,1.285033626,-0.2006395516,1.224248978
-1.24,1,-0.2220372657,1.253887033,-0.1775094638,1.20111889
-1.2,1,-0.1911682835,1.222740441,-0.1537880748,1.177397501
-1.16,1,-0.1598042729,1.191110675,-0.1294431495,1.153052576
-1.12,1,-0.1284402623,1.159480909,-0.1044421201,1.128051546
-1.08,1,-0.09682902803,1.127610303,-0.07875233176,1.102361758
-1.04,1,-0.06497057008,1.095498856,-0.0523413285,1.075950755
-1,1,-0.03311211214,1.06338741,-0.02517718082,1.048786607
-0.96,1,-0.0007641784548,1.030800212,0.002771143285,1.020838283
-0.92,1,0.03158375523,0.9982130136,0.03153336404,0.9920760622
-0.88,1,0.06417129202,0.9653935716,0.06113743318,0.9624719931
-0.84,1,0.09699843193,0.9323418858,0.09160903721,0.9320003891
-0.8,1,0.1298255718,0.8992902,0.1229710645,0.9006383618
-0.76,1,0.1631154654,0.865791497,0.1552430418,0.8683663844
-0.72,1,0.196405359,0.832292794,0.1884405491,0.8351688772
-0.68,1,0.229914919,0.7985828045,0.2225746203,0.8010348059
-0.64,1,0.2636441454,0.7646615284,0.2576511451,0.7659582812
-0.6,1,0.2973733718,0.7307402524,0.2936702827,0.7299391435
-0.56,1,0.3315109518,0.6964283873,0.3306259071,0.6929835192
-0.52,1,0.3656485318,0.6621165222,0.3685050977,0.6551043285
-0.48,1,0.3999708749,0.6276292559,0.4072876977,0.6163217285
-0.44,1,0.4344779811,0.5929665884,0.4469459568,0.5766634694
-0.4,1,0.4689850872,0.5583039208,0.4874442789,0.5361651474
-0.36,1,0.5038151539,0.5233378983,0.5287390914,0.4948703349
-0.32,1,0.5386452207,0.4883718759,0.5707788529,0.4528305734
-0.28,1,0.5736099088,0.4532814212,0.6135042109,0.4101052153
-0.24,1,0.6087092184,0.4180665344,0.6568483188,0.3667611075
-0.2,1,0.643808528,0.3828516477,0.7007373147,0.3228721115
-0.16,1,0.6791173029,0.347448307,0.7450909622,0.2785184641
-0.12,1,0.7144260777,0.3120449663,0.7898234421,0.2337859841
-0.08,1,0.7498074497,0.2765797672,0.8348442849,0.1887651414
-0.04,1,0.7852614189,0.2410527096,0.8800594207,0.1435500055
0,1,0.8207153881,0.2055256521,0.9253723252,0.09823710105
0.04,1,0.856247728,0.1699419812,0.9706852297,0.05292419657
0.08,1,0.8917800679,0.1343583104,1.015900366,0.007709060705
0.12,1,0.9273179821,0.09877998607,1.060921208,-0.03731178205
0.16,1,0.9628614705,0.06320700818,1.105653688,-0.082044262
0.2,1,0.9984049588,0.0276340303,1.150007336,-0.1263979094
0.24,1,1.033894145,-0.007862916069,1.193896332,-0.1702869054
0.28,1,1.069383332,-0.04335986244,1.237240439,-0.2136310132
0.32,1,1.104814523,-0.07878809624,1.279965798,-0.2563563713
0.36,1,1.140187718,-0.1141476175,1.322005559,-0.2983961328
0.4,1,1.175560913,-0.1495071387,1.363300372,-0.3396909453
0.44,1,1.210761827,-0.1846734047,1.403798694,-0.3801892673
0.48,1,1.24596274,-0.2198396707,1.443456953,-0.4198475264
0.52,1,1.281052656,-0.2548847518,1.482239553,-0.4586301264
0.56,1,1.316031575,-0.2898086481,1.520118743,-0.4965093171
0.6,1,1.351010495,-0.3247325443,1.557074368,-0.5334649414
0.64,1,1.385724964,-0.3593723186,1.593093505,-0.5694840791
0.68,1,1.420439432,-0.3940120929,1.62817003,-0.6045606038
0.72,1,1.455004175,-0.4284926937,1.662304101,-0.6386946751
0.76,1,1.48941919,-0.4628141212,1.695501609,-0.6718921823
0.8,1,1.523834206,-0.4971355486,1.727773586,-0.7041641597
0.84,1,1.557922005,-0.5311116876,1.759135613,-0.735526187
0.88,1,1.592009804,-0.5650878266,1.789607217,-0.765997791
0.92,1,1.625923468,-0.5988812142,1.819211286,-0.7956018601
0.96,1,1.659662998,-0.6324918502,1.847973507,-0.8243640809
1,1,1.693402528,-0.6661024863,1.875921831,-0.852312405
1.04,1,1.726778709,-0.6993333698,1.903085979,-0.8794765527
1.08,1,1.760154889,-0.7325642533,1.929496982,-0.9058875559
1.12,1,1.793344414,-0.7656006819,1.955186771,-0.9315773442
1.16,1,1.826347282,-0.7984426554,1.9801878,-0.9565783737
1.2,1,1.859350151,-0.831284629,2.004532725,-0.980923299
1.24,1,1.891973974,-0.8637327251,2.028254114,-1.004644688
1.28,1,1.924597797,-0.8961808212,2.051384202,-1.027774776
1.32,1,1.957030913,-0.9284311529,2.073954683,-1.050345257
1.36,1,1.989273322,-0.9604837204,2.095996539,-1.072387113
1.4,1,2.021515731,-0.9925362878,2.117539897,-1.09393047
1.44,1,2.053376922,-1.024194187,2.138613917,-1.115004491
1.48,1,2.085238114,-1.055852086,2.159246709,-1.135637283
1.52,1,2.116909722,-1.087313981,2.179465267,-1.155855841
1.56,1,2.148391746,-1.118579871,2.199295428,-1.175686002
1.6,1,2.179873771,-1.14984576,2.218761844,-1.195152417
1.64,1,2.21097992,-1.180723484,2.237887973,-1.214278547
1.68,1,2.242086069,-1.211601208,2.256696084,-1.233086657
1.72,1,2.273006288,-1.242287106,2.275207261,-1.251597835
1.76,1,2.303740577,-1.272781178,2.293441433,-1.269832007
1.8,1,2.334474866,-1.30327525,2.311417396,-1.28780797
1.84,1,2.364841613,-1.333390439,2.329152849,-1.305543423
1.88,1,2.39520836,-1.363505628,2.34666443,-1.323055004
1.92,1,2.425393476,-1.393433717,2.363967759,-1.340358333
1.96,1,2.455396961,-1.423174707,2.381077477,-1.357468051
2,1,2.485400446,-1.452915697,2.398007296,-1.37439787
2.04,1,2.515044642,-1.482286828,2.414770038,-1.391160611
2.08,1,2.544688839,-1.511657959,2.431377683,-1.407768256
2.12,1,2.574155121,-1.540846057,2.447841414,-1.424231987
2.16,1,2.603443489,-1.569851121,2.46417166,-1.440562234
2.2,1,2.632731857,-1.598856186,2.48037814,-1.456768714
2.24,1,2.661667186,-1.62749828,2.496469903,-1.472860477
2.28,1,2.690602515,-1.656140374,2.512455371,-1.488845945
2.32,1,2.719362323,-1.684602125,2.528342374,-1.504732948
2.36,1,2.747946612,-1.712883533,2.544138191,-1.520528764
2.4,1,2.776530901,-1.741164941,2.559849582,-1.536240156
2.44,1,2.804765271,-1.769087056,2.575482826,-1.5518734
2.48,1,2.832999642,-1.797009172,2.591043748,-1.567434322
2.52,1,2.861059143,-1.824751862,2.606537753,-1.582928327
2.56,1,2.888943774,-1.852315129,2.621969852,-1.598360426
2.6,1,2.916828406,-1.879878395,2.637344692,-1.613735266
2.64,1,2.944362485,-1.907082263,2.652666577,-1.629057151
2.68,1,2.971896565,-1.93428613,2.667939496,-1.64433007
2.72,1,2.999254448,-1.961309511,2.683167143,-1.659557717
2.76,1,3.026436133,-1.988152404,2.698352938,-1.674743512
2.8,1,3.053617817,-2.014995298,2.713500048,-1.689890622
2.84,1,3.0804442,-2.04147459,2.728611402,-1.705001975
2.88,1,3.107270582,-2.067953881,2.743689712,-1.720080285
