time,price,y,alpha,regime,z,glft_inventory,y_aware_inventory,alpha/y_aware_inventory,regime_aware_inventory,regime_galerkin_inventory,regime_sc_cubic_inventory
5854,-56.901311,0.0925326,-0.0024381133,-1,-1.25,-7,-8,5,-5,-16,-10
5855,-57.036535,-0.28685666,0.0033053134,-1,-1.25,-9,-8,5,-5,-16,-11
5856,-57.444219,0.082845488,0.0023974539,-1,-1.25,-8,-6,5,-6,-17,-11
5857,-57.881285,-0.054592271,-0.0051076498,-1,-1.25,-8,-6,4,-7,-17,-11
5858,-57.782338,-0.2946129,-0.0088872899,-1,-1.25,-8,-6,4,-7,-17,-12
5859,-57.759607,-0.91283969,-0.020503718,-1,-1.25,-7,-6,4,-7,-16,-13
5860,-57.65553,-1.3864708,-0.028871122,-1,-1.25,-5,-6,4,-6,-16,-14
5861,-57.570452,-1.7621807,-0.028739876,-1,-1.25,-4,-6,4,-7,-16,-14
5862,-57.64329,-2.2172883,-0.032583092,-1,-1.25,-4,-6,3,-6,-16,-14
5863,-57.977898,-2.0684765,-0.026271061,-1,-1.25,-4,-5,3,-7,-16,-14
5864,-57.913714,-1.4571253,-0.029335528,-1,-1.25,-3,-5,3,-7,-16,-14
5865,-57.919255,-2.2399649,-0.027420502,-1,-1.25,-3,-5,3,-7,-16,-14
5866,-57.993115,-2.3568304,-0.03528706,-1,-1.25,-3,-5,2,-7,-16,-14
5867,-57.924213,-2.7216764,-0.030191019,-1,-1.25,-3,-4,1,-7,-16,-15
5868,-57.653909,-2.7917673,-0.02715396,-1,-1.25,-2,-4,1,-7,-16,-15
5869,-57.795167,-2.3733352,-0.021606726,-1,-1.25,-1,-3,0,-7,-16,-15
5870,-57.61116,-2.0799097,-0.029681194,-1,-1.25,3,-3,-1,-7,-16,-16
5871,-57.282449,-2.055751,-0.026390762,-1,-1.25,3,-2,-1,-8,-16,-16
5872,-57.3278,-2.3760987,-0.024787041,-1,-1.25,5,-2,-1,-8,-16,-16
5873,-57.64263,-2.5080246,-0.038242789,-1,-1.25,5,0,-1,-9,-17,-16
5874,-58.20637,-2.4152637,-0.039931835,-1,-1.25,7,0,-1,-9,-17,-16
5875,-57.864345,-2.2000241,-0.056304564,-1,-1.25,7,0,-1,-9,-17,-16
5876,-57.699225,-1.8787219,-0.056062416,-1,-1.25,7,1,-1,-10,-17,-16
5877,-58.265014,-1.5525953,-0.048571879,-1,-1.25,7,1,-1,-10,-17,-16
5878,-58.19733,-1.9098246,-0.048477305,-1,-1.25,9,1,-2,-12,-17,-16
5879,-58.159319,-1.8736332,-0.042171265,-1,-1.25,10,1,-3,-13,-17,-16
5880,-58.011514,-2.0429952,-0.03197553,-1,-1.25,10,1,-3,-14,-17,-16
5881,-58.321573,-1.7621546,-0.033116719,-1,-1.25,11,2,-3,-15,-17,-18
5882,-57.785002,-1.6833593,-0.026624216,-1,-1.25,11,2,-3,-14,-17,-18
5883,-57.678418,-1.8648391,-0.025777128,-1,-1.25,11,1,-3,-14,-18,-18
5884,-57.829754,-1.8424741,-0.033891148,-1,-1.25,12,2,-3,-14,-18,-20
5885,-58.513232,-1.8536305,-0.029803366,-1,-1.25,11,2,-3,-15,-18,-20
5886,-58.751168,-2.3798658,-0.030972857,-1,-1.25,12,2,-3,-15,-18,-20
5887,-59.322885,-2.5420759,-0.028120515,-1,-1.25,12,2,-3,-15,-18,-20
5888,-59.507477,-2.813341,-0.024349001,-1,-1.25,12,2,-3,-15,-18,-20
5889,-59.376567,-2.7308391,-0.023408871,-1,-1.25,12,2,-3,-15,-18,-20
5890,-59.179812,-3.0323158,-0.017710502,-1,-1.25,12,2,-3,-15,-18,-20
5891,-59.236968,-2.7526086,-0.025920985,-1,-1.25,13,2,-3,-15,-18,-20
5892,-59.002777,-2.5910686,-0.02448758,-1,-1.25,14,2,-3,-15,-18,-20
5893,-59.395343,-2.3167239,-0.02381802,-1,-1.25,15,2,-3,-15,-19,-20
5894,-59.034889,-2.2109718,-0.033467719,-1,-1.25,16,2,-4,-15,-19,-20
5895,-59.408533,-1.857908,-0.038190896,-1,-1.25,17,2,-4,-15,-20,-20
5896,-59.198768,-2.0137884,-0.03835772,-1,-1.25,18,2,-4,-15,-20,-20
5897,-59.267798,-2.0639035,-0.034368216,-1,-1.25,19,2,-4,-15,-20,-19
5898,-59.132471,-2.3793463,-0.037976421,-1,-1.25,19,2,-4,-15,-20,-19
5899,-58.964883,-2.0964991,-0.038342924,-1,-1.25,20,2,-4,-15,-21,-19
5900,-58.842375,-1.9649592,-0.033478417,-1,-1.25,20,2,-3,-15,-22,-19
5901,-58.748982,-2.3931128,-0.033273556,-1,-1.25,20,2,-3,-15,-23,-19
5902,-58.989703,-2.7784099,-0.03398358,-1,-1.25,20,2,-3,-15,-23,-19
5903,-58.900108,-2.9662881,-0.031046271,-1,-1.25,20,2,-3,-15,-23,-19
5904,-59.129783,-2.9451838,-0.033172344,-1,-1.25,20,2,-3,-15,-23,-19
5905,-59.505064,-2.9472894,-0.02894972,-1,-1.25,20,4,-3,-15,-23,-19
5906,-59.484177,-2.9740084,-0.031348566,-1,-1.25,20,4,-3,-15,-23,-19
5907,-58.864494,-3.0376327,-0.052081363,-1,-1.25,20,4,-4,-15,-23,-19
5908,-59.027659,-2.6016253,-0.045538306,-1,-1.25,20,4,-4,-15,-23,-19
5909,-58.932241,-2.7241771,-0.048271009,-1,-1.25,20,4,-4,-16,-23,-19
5910,-58.836932,-2.7525236,-0.03739087,-1,-1.25,21,4,-4,-16,-23,-19
5911,-58.566406,-2.744415,-0.042374728,-1,-1.25,21,4,-4,-15,-23,-19
5912,-58.341729,-2.7760581,-0.042031625,-1,-1.25,21,4,-4,-15,-23,-19
5913,-58.24044,-3.1690442,-0.03429483,-1,-1.25,21,4,-4,-15,-24,-19
5914,-58.204812,-3.1592894,-0.025996837,-1,-1.25,21,4,-3,-15,-24,-19
5915,-58.642232,-2.9918547,-0.041354768,-1,-1.25,21,5,-4,-15,-24,-19
5916,-58.748563,-3.7917501,-0.031007009,-1,-1.25,21,5,-4,-15,-24,-20
5917,-58.164242,-3.650102,-0.028274751,-1,-1.25,21,5,-4,-15,-24,-20
5918,-58.138311,-3.200969,-0.021543201,-1,-1.25,21,5,-4,-15,-24,-20
5919,-58.099766,-3.1873157,-0.027138207,-1,-1.25,21,5,-4,-15,-24,-20
5920,-58.304251,-3.1723712,-0.035059555,-1,-1.25,22,5,-4,-15,-24,-20
5921,-58.630278,-3.3843345,-0.028036649,-1,-1.25,22,5,-4,-15,-24,-20
5922,-58.850957,-3.594381,-0.024735217,-1,-1.25,22,5,-4,-15,-24,-20
5923,-58.565145,-3.8213009,-0.037591295,-1,-1.25,23,5,-4,-15,-24,-20
5924,-58.288492,-3.3839619,-0.037971638,-1,-1.25,23,5,-4,-15,-24,-20
5925,-58.299857,-3.1558729,-0.034552547,-1,-1.25,23,5,-4,-15,-24,-20
5926,-58.003038,-2.8809853,-0.037482126,-1,-1.25,23,5,-6,-16,-24,-20
5927,-58.319576,-2.8266991,-0.034178772,-1,-1.25,23,7,-6,-16,-24,-20
5928,-58.187804,-2.7871294,-0.032152407,-1,-1.25,23,7,-6,-16,-24,-20
5929,-58.078571,-2.4567102,-0.035069682,-1,-1.25,23,7,-6,-16,-24,-20
5930,-58.355646,-3.1089911,-0.035856198,-1,-1.25,23,7,-7,-16,-24,-20
5931,-58.27185,-3.1602374,-0.032775299,-1,-1.25,23,7,-7,-16,-24,-19
5932,-58.396087,-3.2181729,-0.024791463,-1,-1.25,23,7,-7,-16,-24,-19
5933,-57.872943,-3.6577773,-0.023392346,-1,-1.25,23,7,-7,-16,-24,-19
5934,-58.365198,-3.5274338,-0.026583409,-1,-1.25,23,7,-6,-16,-24,-19
5935,-58.300903,-3.3997545,-0.033858326,-1,-1.25,23,7,-6,-16,-23,-19
5936,-58.534311,-3.6731993,-0.030147202,-1,-1.25,25,7,-6,-16,-23,-19
5937,-58.528629,-3.6348689,-0.028720607,-1,-1.25,25,7,-6,-16,-23,-19
5938,-58.830313,-3.5541985,-0.026154249,-1,-1.25,25,7,-6,-16,-23,-19
5939,-59.420104,-3.8593945,-0.025938085,-1,-1.25,25,7,-6,-16,-24,-19
5940,-59.998056,-4.5756465,-0.028209591,-1,-1.25,25,7,-6,-16,-23,-19
5941,-60.221051,-4.7958973,-0.025599867,-1,-1.25,26,7,-6,-16,-22,-19
5942,-60.121685,-4.2067816,-0.034383306,-1,-1.25,26,7,-6,-16,-21,-19
5943,-60.400483,-4.112724,-0.050100514,-1,-1.25,26,7,-6,-16,-21,-19
5944,-60.640406,-4.08147,-0.047968456,-1,-1.25,26,7,-6,-16,-21,-19
5945,-60.913278,-4.2964424,-0.045922891,-1,-1.25,26,7,-6,-17,-21,-19
5946,-60.983823,-4.5118393,-0.048874753,-1,-1.25,26,7,-6,-17,-21,-19
5947,-61.337241,-4.2780538,-0.047967387,-1,-1.25,27,7,-6,-17,-21,-19
5948,-61.241836,-4.4082601,-0.040935147,-1,-1.25,27,7,-6,-17,-21,-19
5949,-61.743745,-4.8493009,-0.031283493,-1,-1.25,27,7,-6,-17,-21,-19
5950,-61.801981,-5.0502005,-0.0290439,-1,-1.25,28,7,-6,-17,-16,-19
5951,-62.128634,-4.7434794,-0.032925727,-1,-1.25,28,7,-6,-17,-16,-19
5952,-62.322127,-4.9018472,-0.024817126,-1,-1.25,28,7,-6,-17,-16,-19
5953,-62.364141,-4.8170145,-0.026317129,-1,-1.25,28,7,-6,-17,-16,-19
5954,-62.834856,-5.0371946,-0.030374069,-1,-1.25,28,7,-6,-17,-16,-19
5955,-62.865417,-5.1668962,-0.031081648,-1,-1.25,28,7,-6,-17,-16,-19
5956,-63.22509,-5.0093454,-0.038730652,-1,-1.25,28,7,-6,-17,-16,-19
5957,-63.490235,-5.0961067,-0.034745658,-1,-1.25,28,7,-6,-17,-16,-19
5958,-63.493074,-4.6881945,-0.03743625,-1,-1.25,29,7,-6,-17,-16,-19
5959,-63.281463,-4.5169089,-0.034417485,-1,-1.25,29,7,-6,-17,-16,-19
5960,-63.134695,-4.7025311,-0.029008844,-1,-1.25,30,7,-6,-17,-16,-19
5961,-63.103588,-4.836387,-0.022147973,-1,-1.25,30,8,-6,-17,-16,-19
5962,-62.980957,-4.2908534,-0.029465398,-1,-1.25,30,8,-6,-17,-16,-19
5963,-62.731456,-4.0315355,-0.026602602,-1,-1.25,30,8,-6,-17,-16,-18
5964,-62.673852,-4.1398669,-0.020762834,-1,-1.25,30,8,-6,-17,-16,-18
5965,-62.77818,-3.6989536,-0.023761074,-1,-1.25,30,8,-6,-17,-16,-18
5966,-62.280968,-3.9884651,-0.029726521,0,0,30,8,-6,-17,-16,-18
5967,-62.301271,-4.7168173,-0.023148768,0,0,30,8,-6,-17,-16,-18
5968,-62.346663,-4.3089521,-0.015583864,0,0,32,8,-6,-17,-16,-18
5969,-62.768642,-3.7802888,-0.012652338,0,0,32,8,-6,-17,-16,-18
5970,-62.867872,-3.7731327,-0.013289542,0,0,32,8,-6,-16,-16,-18
5971,-63.336323,-3.789536,-0.013194612,0,0,32,8,-6,-16,-16,-18
5972,-63.288817,-3.6288483,-0.014474912,0,0,32,8,-6,-16,-16,-18
5973,-62.96443,-3.4458656,-0.015976144,0,0,32,8,-6,-16,-16,-18
5974,-62.691662,-2.7391319,-0.013062245,0,0,32,8,-6,-16,-16,-18
5975,-62.11176,-2.7443109,-0.01895723,0,0,32,8,-6,-16,-17,-18
5976,-62.295965,-2.4667501,-0.018561974,0,0,32,8,-6,-16,-17,-18
5977,-61.978896,-2.3955806,-0.023236715,0,0,32,7,-6,-17,-17,-19
5978,-62.206967,-2.7979501,-0.025017799,0,0,31,7,-6,-17,-17,-19
5979,-62.187451,-2.5883531,-0.025158799,0,0,31,7,-6,-17,-17,-19
5980,-62.413108,-2.7607146,-0.023671071,0,0,32,7,-6,-17,-17,-20
5981,-61.96181,-2.9962778,-0.026967921,0,0,32,7,-6,-17,-17,-20
5982,-61.812705,-2.9160822,-0.023940648,0,0,33,7,-6,-17,-17,-20
5983,-61.531982,-3.3517529,-0.023578621,0,0,33,7,-6,-17,-17,-20
5984,-62.231328,-3.1294361,-0.023223689,0,0,33,7,-6,-17,-17,-20
5985,-62.072717,-3.0568408,-0.021067059,0,0,33,7,-7,-17,-17,-20
5986,-62.00197,-3.0916787,-0.019482238,0,0,33,7,-7,-17,-17,-20
5987,-61.986366,-2.8509083,-0.024666667,0,0,33,7,-7,-17,-17,-20
5988,-61.582763,-3.0294519,-0.019321053,0,0,33,7,-7,-17,-17,-19
5989,-61.210927,-3.5597881,-0.027755571,0,0,33,7,-7,-17,-17,-19
5990,-60.736547,-3.8763196,-0.039603949,0,0,34,7,-7,-17,-17,-19
5991,-60.008078,-3.41486,-0.039766991,0,0,34,7,-7,-17,-17,-19
5992,-59.855165,-3.414152,-0.03592018,0,0,34,7,-7,-17,-17,-19
5993,-59.370078,-3.8863737,-0.035500247,0,0,35,7,-7,-16,-17,-19
5994,-58.983978,-3.5063818,-0.034436735,0,0,35,7,-7,-16,-17,-19
5995,-58.946724,-3.3872919,-0.03662213,0,0,35,7,-7,-16,-17,-19
5996,-59.168923,-3.0182209,-0.033876787,0,0,35,7,-7,-16,-17,-19
5997,-59.219516,-3.1612232,-0.026224055,0,0,35,7,-7,-16,-17,-19
5998,-59.617442,-3.5533087,-0.024101682,0,0,35,7,-7,-16,-17,-19
5999,-59.448606,-3.1681691,-0.024043877,0,0,35,7,-7,-16,-17,-19
6000,-59.57928,-3.0840373,-0.031787548,0,0,35,7,-7,-16,-17,-19
6001,-59.77766,-2.2115285,-0.037143902,0,0,35,7,-7,-16,-17,-19
6002,-59.818223,-2.6239663,-0.033910401,0,0,35,7,-7,-15,-17,-19
6003,-59.75227,-2.7337553,-0.035172117,0,0,35,7,-7,-15,-17,-19
6004,-60.109731,-2.0714685,-0.032004716,0,0,35,7,-7,-15,-17,-19
6005,-60.636098,-2.1630376,-0.021027818,0,0,35,8,-8,-15,-17,-19
6006,-60.29769,-1.3003262,-0.015355265,0,0,35,8,-8,-15,-17,-19
6007,-60.431176,-1.3477127,-0.011150708,0,0,35,8,-8,-15,-17,-18
6008,-60.836581,-1.2845434,-0.020624952,0,0,35,8,-9,-15,-18,-18
6009,-60.856674,-2.0682804,-0.020381532,0,0,35,8,-9,-15,-18,-17
6010,-60.277752,-2.7992783,-0.019318099,0,0,35,8,-9,-15,-18,-18
6011,-60.342737,-1.6715405,-0.018019864,0,0,36,8,-10,-15,-18,-18
6012,-60.073826,-2.1164368,-0.018103839,0,0,35,8,-12,-15,-18,-17
6013,-60.438716,-2.0565718,-0.018845815,0,0,35,8,-12,-15,-18,-17
6014,-60.271359,-2.4802896,-0.027105635,0,0,35,8,-12,-15,-18,-16
6015,-60.642611,-2.6303774,-0.047704916,0,0,35,8,-12,-15,-18,-16
6016,-60.939876,-2.3098002,-0.045884719,0,0,35,8,-12,-15,-18,-16
6017,-60.831218,-1.9632889,-0.044472715,0,0,35,8,-12,-15,-18,-16
6018,-60.576312,-1.8804496,-0.040188576,0,0,35,8,-12,-14,-18,-16
6019,-60.859497,-1.262306,-0.032099591,0,0,36,8,-12,-14,-16,-16
6020,-60.917101,-1.6426014,-0.025635183,0,0,36,8,-12,-14,-15,-16
6021,-60.432892,-2.1816231,-0.030488917,0,0,35,8,-12,-14,-15,-16
6022,-60.072137,-2.256747,-0.031855757,0,0,36,8,-12,-14,-15,-16
6023,-60.095762,-1.8036444,-0.029932837,0,0,36,8,-12,-14,-15,-16
6024,-59.97657,-1.610408,-0.032967697,0,0,36,8,-12,-14,-15,-16
6025,-60.513174,-2.0312141,-0.02603914,0,0,35,8,-13,-14,-15,-16
6026,-60.00858,-2.4806866,-0.037587356,0,0,35,8,-13,-14,-16,-16
6027,-60.144255,-2.246854,-0.03117051,0,0,35,8,-13,-14,-16,-16
6028,-59.799496,-2.0347682,-0.033982446,0,0,35,8,-14,-14,-15,-16
6029,-60.675016,-2.0757133,-0.0229654,0,0,34,8,-14,-14,-15,-15
6030,-61.056134,-2.2836835,-0.022257183,0,0,34,8,-14,-14,-15,-15
6031,-61.480388,-2.0715042,-0.017908087,0,0,34,8,-14,-14,-15,-15
6032,-61.346596,-2.2491451,-0.023979528,0,0,35,8,-14,-14,-15,-15
6033,-61.039559,-2.1992613,-0.035064255,0,0,35,8,-14,-14,-15,-15
6034,-60.804731,-1.8175003,-0.04192358,0,0,35,9,-14,-14,-15,-15
6035,-61.684484,-1.6316029,-0.042035174,0,0,34,9,-14,-14,-15,-15
6036,-61.85348,-1.4642117,-0.042066668,0,0,35,9,-14,-14,-14,-15
6037,-61.937816,-1.2991605,-0.033012746,0,0,35,9,-14,-13,-14,-15
6038,-61.417415,-1.1992292,-0.038664583,0,0,35,9,-14,-12,-14,-14
6039,-62.056091,-1.1905839,-0.03030125,0,0,33,9,-13,-12,-14,-14
6040,-61.876731,-1.3266644,-0.03160808,0,0,32,9,-13,-12,-14,-15
6041,-61.742091,-1.3770815,-0.032030496,0,0,32,9,-13,-12,-13,-15
6042,-61.610465,-0.9597667,-0.029252168,0,0,32,9,-14,-12,-12,-14
6043,-61.611849,-0.40112182,-0.026574081,0,0,32,9,-13,-12,-12,-13
6044,-61.683238,-0.2856869,-0.023285416,0,0,31,9,-12,-12,-12,-13
6045,-61.153927,-0.53420517,-0.027417862,0,0,29,9,-12,-12,-12,-12
6046,-61.194181,0.098487199,-0.025851196,0,0,27,8,-12,-11,-9,-12
6047,-61.635666,0.021784947,-0.019210586,0,0,24,8,-11,-11,-8,-12
6048,-61.997481,0.66409986,-0.014188914,0,0,22,8,-9,-10,-6,-13
6049,-62.867482,0.67342944,-0.0055576622,0,0,22,8,-9,-7,-6,-12
6050,-62.683838,0.48831331,-0.0032357421,0,0,20,8,-9,-7,-5,-13
6051,-63.048459,1.0211214,-0.0013115392,0,0,19,8,-9,-7,-6,-12
6052,-63.072798,1.0365295,-0.00064432787,0,0,19,8,-7,-7,-6,-12
6053,-63.257751,1.0123644,0.004347847,0,0,18,8,-5,-5,-4,-12
6054,-63.830772,0.60745969,0.011156975,0,0,15,8,-4,-4,-4,-11
6055,-64.05903,-0.29784119,0.0098651798,0,0,15,8,-1,-3,-4,-11
6056,-63.823963,0.051878877,0.012630854,0,0,14,7,0,-2,-4,-11
6057,-63.768782,0.10542357,0.014423752,0,0,14,7,0,-2,-4,-11
6058,-63.904917,0.22049651,0.0094037138,0,0,14,8,1,-2,-4,-11
6059,-64.077356,0.25077995,0.012681023,0,0,11,8,3,-2,-4,-11
6060,-64.515095,0.13402699,0.0046693412,0,0,10,7,4,-2,-3,-10
6061,-64.255332,0.28876717,0.0032772641,0,0,8,6,4,-2,-2,-10
6062,-64.044969,0.44857756,0.0038899556,0,0,8,6,4,-2,-1,-10
6063,-63.839678,0.67247487,2.4344402e-05,0,0,6,6,4,-2,-1,-9
6064,-63.791196,0.68643768,0.0053997714,0,0,6,5,4,-1,-1,-7
6065,-63.429339,0.71378128,0.0033091275,0,0,5,5,4,-1,-2,-7
6066,-63.185597,0.65318942,0.0065881016,0,0,4,5,4,-1,-2,-6
6067,-63.182311,0.30940028,0.0082201647,0,0,4,5,5,0,-2,-6
6068,-62.879489,0.12271539,0.019809061,0,0,3,4,5,0,-1,-6
6069,-63.426819,-0.16450069,0.015969769,0,0,3,4,5,0,-1,-6
6070,-63.324905,-0.10544621,0.0036505928,0,0,2,3,5,0,-1,-7
6071,-63.098058,-0.058337697,0.0013363435,0,0,2,2,6,0,-1,-7
6072,-62.94082,-0.38615589,0.0064351359,0,0,4,2,5,0,-1,-8
6073,-62.658153,-0.46464233,-5.3349879e-06,0,0,4,3,5,1,-1,-9
6074,-62.736835,-0.60583812,-0.0093065611,0,0,4,3,5,0,-1,-9
6075,-62.940301,-0.70439103,-0.012248784,0,0,6,4,5,0,0,-9
6076,-63.059357,-1.3601366,-0.014408583,0,0,7,4,4,0,-1,-9
6077,-63.046284,-1.1782073,-0.010429787,0,0,9,4,4,0,-1,-9
6078,-62.944628,-1.3681337,-0.018154143,0,0,9,4,4,0,-2,-9
6079,-62.641734,-1.4425813,-0.02354023,0,0,9,4,4,0,-2,-9
6080,-62.690722,-2.1644516,-0.031748254,0,0,9,4,4,0,-2,-8
6081,-62.768641,-2.1055871,-0.033878561,0,0,9,4,4,0,-3,-8
6082,-62.939756,-2.4645782,-0.047488201,0,0,10,4,4,1,-4,-8
6083,-63.775963,-2.4987158,-0.049656845,0,0,11,4,3,0,-4,-9
6084,-63.313984,-2.4251402,-0.043040864,0,0,11,4,3,0,-4,-9
6085,-63.848299,-2.0526104,-0.043450148,0,0,12,4,3,-1,-4,-9
6086,-63.952516,-1.9842343,-0.042843017,0,0,12,4,3,-1,-4,-9
6087,-63.951461,-2.1017983,-0.038673961,0,0,14,4,3,-1,-4,-9
6088,-63.888741,-1.8670422,-0.057284539,0,0,14,4,-1,-1,-4,-9
6089,-63.696857,-1.7466634,-0.049983749,0,0,14,4,-2,-1,-6,-9
6090,-63.304801,-1.8205912,-0.056288872,0,0,14,4,-3,-1,-6,-9
6091,-63.308595,-1.8261674,-0.053692521,0,0,14,4,-3,-1,-7,-10
6092,-63.696292,-1.6637987,-0.053905492,0,0,14,4,-4,-1,-8,-10
6093,-63.912422,-1.2162529,-0.046370204,0,0,14,4,-4,-1,-8,-10
6094,-63.786445,-1.4889448,-0.049355916,0,0,14,4,-4,-1,-8,-10
6095,-63.898852,-1.5919773,-0.04806088,0,0,13,4,-4,-1,-8,-10
6096,-63.551266,-1.8662037,-0.047504439,0,0,13,4,-4,-1,-8,-11
6097,-63.156996,-1.5255448,-0.038010509,0,0,13,4,-4,-1,-8,-10
6098,-63.649351,-1.9402677,-0.038741879,0,0,13,5,-4,-2,-8,-9
6099,-64.005983,-1.8628039,-0.042374893,0,0,13,5,-4,-2,-8,-10
6100,-64.568662,-1.5575296,-0.035418572,0,0,13,5,-5,-3,-9,-10
6101,-64.481188,-1.8630214,-0.032475846,0,0,14,5,-5,-3,-10,-11
6102,-64.858051,-2.0867614,-0.02886657,0,0,14,6,-5,-3,-11,-11
6103,-65.497949,-1.4686735,-0.031284598,0,0,13,6,-6,-3,-11,-11
6104,-65.359824,-0.95828643,-0.032128194,0,0,13,6,-7,-3,-11,-11
6105,-65.383528,-1.1054482,-0.029582801,0,0,13,8,-7,-3,-10,-11
6106,-65.387309,-1.2518742,-0.027465959,0,0,13,7,-7,-4,-10,-12
6107,-65.850665,-1.3312496,-0.020654356,0,0,13,8,-7,-4,-10,-13
6108,-65.532697,-1.0735363,-0.027025354,0,0,13,7,-7,-4,-10,-12
6109,-65.739932,-0.9340551,-0.026151609,0,0,14,7,-7,-5,-9,-12
6110,-65.309631,-1.4768209,-0.020377771,0,0,14,8,-7,-6,-9,-11
6111,-65.603715,-1.3097696,-0.030488637,0,0,15,8,-7,-6,-9,-11
6112,-65.305031,-1.1674571,-0.023034015,0,0,15,8,-7,-5,-9,-11
6113,-65.450519,-1.3757385,-0.022787922,0,0,16,8,-7,-5,-9,-11
6114,-64.966581,-0.95211211,-0.020965708,0,0,18,8,-7,-5,-7,-11
6115,-64.879134,-0.74384367,-0.026119395,0,0,19,7,-7,-5,-6,-13
6116,-64.495453,-0.48804758,-0.023845114,0,0,19,7,-7,-6,-5,-12
6117,-64.647395,-0.76866295,-0.019449294,0,0,19,5,-8,-5,-4,-12
6118,-64.465093,-1.3751305,-0.015398343,0,0,19,5,-8,-7,-4,-11
6119,-64.562172,-1.3106332,-0.016910066,0,0,18,4,-8,-7,-5,-11
6120,-64.319363,-1.764957,-0.024799014,0,0,18,4,-8,-7,-5,-11
6121,-64.620437,-1.7948648,-0.031952602,0,0,18,4,-9,-7,-5,-12
6122,-64.869998,-1.2348762,-0.040465823,0,0,18,4,-9,-7,-5,-13
6123,-64.583769,-0.96210393,-0.030820373,0,0,18,4,-7,-6,-5,-13
6124,-64.946923,-0.73498721,-0.025942333,0,0,18,4,-7,-6,-5,-14
6125,-64.927334,-1.009154,-0.030985333,0,0,18,4,-7,-6,-6,-14
6126,-64.765677,-1.213825,-0.026411407,0,0,18,5,-7,-5,-6,-14
6127,-64.749477,-1.408429,-0.028512285,0,0,18,4,-7,-4,-6,-14
6128,-64.687914,-1.5385267,-0.032503367,0,0,18,5,-7,-4,-7,-14
6129,-64.573125,-1.8035731,-0.031635287,0,0,17,5,-6,-4,-8,-14
6130,-64.74106,-1.338231,-0.033703815,0,0,17,5,-6,-4,-8,-13
6131,-64.822552,-1.1102193,-0.039926143,0,0,17,5,-6,-4,-8,-13
6132,-64.951589,-1.4096894,-0.030351416,0,0,18,5,-7,-4,-8,-14
6133,-64.66544,-1.0600064,-0.035121848,0,0,18,6,-8,-4,-8,-13
6134,-64.748408,-0.86233102,-0.032067559,0,0,18,5,-8,-4,-10,-13
6135,-64.41954,-0.61839463,-0.023891262,0,0,17,5,-8,-3,-10,-12
6136,-64.786858,-0.788013,-0.023067669,0,0,17,4,-8,-2,-10,-12
6137,-65.028431,-0.4179324,-0.022597989,0,0,18,5,-9,-2,-11,-12
6138,-64.618327,-1.1765655,-0.018233098,0,0,18,6,-9,-3,-11,-12
6139,-64.342609,-0.87238919,-0.013011003,0,0,19,7,-9,-4,-11,-12
6140,-63.740349,-1.2344081,-0.019105936,0,0,18,7,-8,-4,-11,-12
6141,-63.439418,-1.0509823,-0.014115312,0,0,17,8,-9,-4,-11,-12
6142,-63.708824,-1.0742877,-0.019763267,0,0,17,8,-10,-4,-11,-12
6143,-63.613905,-0.69718368,-0.027830327,0,0,17,7,-11,-4,-11,-12
6144,-63.723614,-0.18494746,-0.02649955,0,0,16,7,-11,-4,-12,-13
6145,-63.952172,-0.29109851,-0.018836789,0,0,17,7,-10,-4,-11,-14
6146,-64.474318,-0.00568265,-0.015193636,0,0,17,7,-10,-4,-11,-14
6147,-64.752901,-0.72842821,-0.015600966,0,0,18,7,-12,-4,-10,-14
6148,-64.493883,-0.40976879,-0.012180696,0,0,17,7,-12,-5,-11,-14
6149,-64.24807,-0.34097169,-0.010823338,0,0,17,6,-11,-4,-11,-13
6150,-64.539671,-0.098410555,-0.0044532983,0,0,17,5,-10,-5,-11,-13
6151,-64.341892,0.057451064,0.0012446881,0,0,16,5,-11,-5,-10,-13
6152,-64.482037,0.17004205,-0.0015827789,0,0,16,5,-11,-6,-10,-13
6153,-64.775774,-0.081005569,-0.00074148027,0,0,15,7,-12,-6,-9,-10
6154,-64.87333,-0.68242406,-0.0044753543,0,0,15,7,-12,-6,-9,-10
6155,-64.765279,-1.1943073,-0.018311179,0,0,15,6,-10,-6,-10,-9
6156,-64.579745,-1.1606016,-0.013183003,0,0,15,6,-10,-6,-10,-9
6157,-64.338783,-1.2735553,-0.014380358,0,0,16,6,-10,-6,-10,-9
6158,-64.563136,-1.3729544,-0.014915349,0,0,16,6,-10,-6,-10,-10
6159,-64.273529,-1.3249669,-0.038485681,0,0,17,6,-10,-7,-11,-10
6160,-63.997522,-1.3099942,-0.038914612,0,0,17,6,-10,-7,-11,-11
6161,-64.307106,-1.4915667,-0.034160751,0,0,17,7,-11,-7,-12,-11
6162,-64.784822,-1.4401809,-0.035699585,0,0,17,7,-11,-7,-12,-11
6163,-64.768432,-1.4091191,-0.030434451,0,0,17,8,-11,-7,-12,-11
6164,-64.151296,-0.92129608,-0.024968447,0,0,18,7,-11,-7,-13,-11
6165,-63.991085,-0.79959553,-0.032997589,0,0,18,7,-11,-7,-12,-11
6166,-63.660958,-0.6566843,-0.026611102,0,0,17,7,-10,-8,-11,-11
6167,-63.949726,-0.42139885,-0.030076168,0,0,18,8,-10,-9,-12,-11
