time,price,y,alpha,regime,z,glft_inventory,y_aware_inventory,alpha/y_aware_inventory,regime_aware_inventory,regime_galerkin_inventory,regime_sc_cubic_inventory
1230,-9.3501074,-0.70304876,0.0057485533,-1,-1.25,-3,0,5,-7,-21,-4
1231,-9.0629452,-0.55662161,0.00012934557,-1,-1.25,-3,0,5,-8,-21,-5
1232,-9.3202006,-0.58713933,0.000585258,-1,-1.25,-3,0,5,-9,-21,-5
1233,-9.3308629,-0.064289274,0.0020624558,-1,-1.25,-2,0,5,-8,-22,-6
1234,-9.6583707,-0.099445163,-0.0019594998,-1,-1.25,-1,2,5,-9,-22,-7
1235,-9.5392524,0.17152672,-0.0067272155,-1,-1.25,-1,1,4,-9,-22,-8
1236,-9.5508381,0.53696542,-0.00028177451,-1,-1.25,-1,1,2,-9,-22,-7
1237,-9.7250097,0.49484622,0.0084709334,-1,-1.25,-1,2,2,-9,-22,-8
1238,-9.5197497,0.34668501,0.0076126659,-1,-1.25,-2,1,0,-9,-22,-9
1239,-9.5072578,-0.073177685,0.012996193,-1,-1.25,-4,1,0,-10,-22,-9
1240,-9.6299705,0.050531742,0.014373585,-1,-1.25,-4,1,0,-9,-22,-10
1241,-9.7785064,0.299487,0.0071423271,-1,-1.25,-4,1,1,-10,-22,-10
1242,-9.7511627,0.23228346,0.0075823315,-1,-1.25,-3,3,0,-11,-23,-9
1243,-9.9363823,-0.011038059,-0.0036640758,-1,-1.25,-3,3,0,-11,-23,-10
1244,-9.9526686,-0.76124605,0.0055767767,-1,-1.25,-3,3,0,-11,-23,-10
1245,-9.8069676,-0.57059457,-0.0054244979,-1,-1.25,-4,2,0,-10,-23,-12
1246,-9.807707,-0.38461346,-0.0070688648,-1,-1.25,-3,3,0,-10,-23,-13
1247,-9.5366728,-0.821547,-0.016371458,-1,-1.25,-2,2,-1,-10,-22,-13
1248,-9.3233779,-0.67944196,-0.011488215,-1,-1.25,-2,2,-1,-10,-21,-12
1249,-9.4066085,-1.0550166,-0.0086869054,-1,-1.25,-1,2,0,-10,-21,-12
1250,-9.2068489,-0.99780228,-0.023874041,-1,-1.25,-1,2,0,-9,-21,-12
1251,-9.1322103,-1.0114659,-0.01788938,-1,-1.25,-1,2,-1,-9,-22,-12
1252,-9.120574,-0.57671607,-0.012990422,-1,-1.25,-1,2,-2,-9,-23,-11
1253,-9.3353831,-0.75415012,-0.01537033,-1,-1.25,-1,3,-2,-10,-23,-11
1254,-9.5649254,-0.82258815,-0.024301183,-1,-1.25,-1,3,-2,-10,-24,-12
1255,-8.6659017,-0.84296684,-0.030769537,-1,-1.25,0,3,-3,-11,-25,-13
1256,-8.8361993,-0.10492325,-0.030774723,-1,-1.25,0,3,-4,-11,-25,-12
1257,-9.0351959,-0.44393367,-0.020626929,-1,-1.25,2,2,-4,-11,-25,-12
1258,-9.0584985,0.15446818,-0.016317898,-1,-1.25,5,2,-6,-11,-24,-14
1259,-9.6417804,0.0039025538,-0.0040638156,-1,-1.25,5,4,-6,-12,-24,-14
1260,-9.7159963,-0.22376439,-0.0041268969,-1,-1.25,5,4,-6,-13,-24,-14
1261,-9.3869691,-0.33495764,0.0017012918,-1,-1.25,5,5,-6,-13,-24,-17
1262,-9.0824378,-0.14867749,0.007715655,-1,-1.25,5,5,-4,-13,-25,-17
1263,-8.917366,0.30311716,0.0094329101,-1,-1.25,4,4,-4,-14,-25,-16
1264,-8.637005,-0.061183437,0.003621342,-1,-1.25,4,3,-4,-14,-24,-15
1265,-8.890823,0.200953,0.0026385791,-1,-1.25,4,3,-3,-13,-24,-15
1266,-9.1880099,0.2134715,0.0060378725,-1,-1.25,4,3,-3,-14,-24,-15
1267,-9.0812745,0.67882679,0.004675756,-1,-1.25,2,3,-3,-14,-24,-14
1268,-8.7974309,1.0872771,0.0091069804,-1,-1.25,1,2,-3,-14,-22,-12
1269,-8.9814903,1.2677923,0.020764437,-1,-1.25,1,2,-2,-14,-22,-12
1270,-9.0226583,1.5682972,0.020667826,-1,-1.25,-1,2,-2,-14,-22,-12
1271,-9.180754,1.7431439,0.025752465,-1,-1.25,-1,2,0,-13,-22,-12
1272,-8.9408856,2.1078448,0.034175675,-1,-1.25,-2,2,1,-13,-22,-12
1273,-9.0335562,1.7920642,0.026853026,-1,-1.25,-3,2,1,-13,-22,-12
1274,-9.2784483,1.4218621,0.030071538,-1,-1.25,-2,2,1,-13,-21,-11
1275,-8.8505089,1.6409876,0.037947199,-1,-1.25,-2,2,2,-13,-21,-9
1276,-8.423883,1.2814945,0.03736255,-1,-1.25,-2,2,2,-13,-20,-9
1277,-8.296956,1.9007846,0.033586541,-1,-1.25,-2,2,2,-11,-19,-8
1278,-8.7132562,1.5661733,0.033362589,-1,-1.25,-1,1,4,-11,-18,-8
1279,-8.0012196,1.7231369,0.032128,-1,-1.25,-1,0,5,-11,-18,-7
1280,-7.8904003,1.5179822,0.025275913,-1,-1.25,-4,0,5,-11,-18,-7
1281,-7.8515842,1.3437072,0.025630679,-1,-1.25,-5,0,5,-11,-18,-8
1282,-8.0721251,1.3822926,0.030239376,-1,-1.25,-5,-1,6,-10,-18,-8
1283,-7.867664,0.76196882,0.023669645,-1,-1.25,-6,-1,8,-11,-18,-8
1284,-7.584473,0.97025507,0.024626267,-1,-1.25,-6,-1,7,-11,-18,-7
1285,-7.4752554,1.0676209,0.018759148,-1,-1.25,-7,-1,7,-10,-17,-7
1286,-7.299512,1.6962734,0.018531745,-1,-1.25,-7,-1,8,-10,-16,-5
1287,-6.8328438,1.4693253,0.027773334,-1,-1.25,-8,-1,8,-9,-16,-4
1288,-6.9045116,0.73675288,0.025629434,-1,-1.25,-8,-1,8,-8,-15,-4
1289,-7.1888893,0.69963403,0.025017546,-1,-1.25,-8,-1,7,-7,-15,-5
1290,-7.4768045,0.8111049,0.018826413,-1,-1.25,-9,-1,6,-7,-15,-5
1291,-7.4950123,1.2398044,0.023183053,-1,-1.25,-9,-1,6,-7,-14,-5
1292,-7.2710718,0.92411985,0.017073811,-1,-1.25,-9,-1,7,-6,-13,-4
1293,-7.7660868,0.91736476,0.0095313752,-1,-1.25,-9,-2,8,-6,-14,-5
1294,-7.3994718,0.8580305,0.00928174,-1,-1.25,-9,-2,8,-6,-14,-5
1295,-7.518454,0.90493117,0.010568571,-1,-1.25,-9,-3,8,-7,-13,-4
1296,-7.4495603,0.72405861,0.0083870518,-1,-1.25,-9,-3,8,-6,-11,-4
1297,-7.8398861,0.59946077,0.010724137,-1,-1.25,-11,-4,7,-6,-11,-3
1298,-7.6127731,0.64914949,-0.00020257347,-1,-1.25,-11,-4,8,-6,-11,-3
1299,-7.7838529,0.35981889,-0.018988929,-1,-1.25,-12,-4,9,-6,-11,-3
1300,-8.3249479,0.39421946,-0.013516868,-1,-1.25,-12,-4,10,-7,-13,-4
1301,-9.0410352,-0.2407649,-0.010119991,-1,-1.25,-11,-4,8,-7,-13,-5
1302,-9.3763667,-0.63509084,-0.0038372788,-1,-1.25,-10,-4,8,-4,-14,-7
1303,-9.3690358,-0.45439772,-0.0017929634,-1,-1.25,-11,-4,6,-4,-16,-9
1304,-8.9981206,-0.55309422,0.00029683239,-1,-1.25,-11,-4,6,-4,-16,-9
1305,-9.2259495,-0.045065548,0.0045395298,-1,-1.25,-11,-2,8,-4,-16,-10
1306,-9.0888419,-0.50371468,-0.0013671312,-1,-1.25,-11,-1,7,-4,-16,-11
1307,-8.9066101,-0.12774746,-0.011100154,-1,-1.25,-11,0,7,-4,-16,-12
1308,-8.788804,-0.011943928,-0.0054391802,-1,-1.25,-12,-2,6,-4,-16,-13
1309,-8.642855,0.18328318,0.0009477614,-1,-1.25,-11,-2,6,-3,-17,-13
1310,-9.0609118,-0.041930482,-0.0024772225,-1,-1.25,-12,-2,7,-3,-16,-13
1311,-9.1374037,-0.10066626,0.003080579,-1,-1.25,-11,-2,7,-5,-16,-14
1312,-9.0178928,0.245079,0.0038927279,-1,-1.25,-10,-2,6,-5,-14,-14
1313,-8.8205708,0.008926738,0.006268179,-1,-1.25,-9,-2,6,-5,-15,-14
1314,-8.4227235,-0.16225645,-0.0015670092,-1,-1.25,-6,-2,7,-4,-16,-14
1315,-7.8947114,0.32275846,0.0037742204,-1,-1.25,-7,-2,7,-5,-16,-12
1316,-7.7981824,0.058897253,0.016504283,-1,-1.25,-9,-2,7,-5,-16,-11
1317,-8.5678284,-0.008371396,0.0087508027,-1,-1.25,-9,-3,7,-5,-16,-10
1318,-8.7615039,-0.17022722,0.010453482,-1,-1.25,-9,-2,7,-4,-16,-10
1319,-9.2911327,-0.1897552,0.0079695492,-1,-1.25,-9,-2,7,-4,-15,-11
1320,-9.3511803,0.57481064,0.0067903712,-1,-1.25,-8,-2,7,-4,-14,-11
1321,-9.2146957,0.61538761,0.023737359,-1,-1.25,-8,-2,7,-3,-15,-11
1322,-8.7656511,0.54200439,0.017652051,-1,-1.25,-9,-2,6,-4,-15,-10
1323,-8.8807657,0.71054583,0.01561386,-1,-1.25,-9,-1,5,-4,-15,-10
1324,-9.1060064,0.37565992,0.003906871,-1,-1.25,-10,-2,5,-5,-14,-11
1325,-9.3033575,0.14405059,0.0061931512,-1,-1.25,-10,-1,4,-5,-14,-9
1326,-9.5111224,0.10921572,0.0046301704,-1,-1.25,-10,-1,5,-5,-13,-9
1327,-9.331929,-0.29941618,-0.0060502079,-1,-1.25,-9,-1,4,-5,-13,-8
1328,-9.487898,0.20013273,0.0046988135,-1,-1.25,-7,-1,3,-6,-13,-8
1329,-9.1608047,0.14066457,0.013294461,-1,-1.25,-6,-1,3,-6,-13,-8
1330,-9.2202623,0.44798567,0.0043546894,-1,-1.25,-5,-2,4,-6,-13,-8
1331,-9.6461991,0.63045273,0.011353433,-1,-1.25,-5,-3,4,-6,-13,-8
1332,-9.8160293,0.085562342,0.0049412397,-1,-1.25,-5,-4,4,-6,-13,-8
1333,-10.394336,-0.014214529,0.012991913,-1,-1.25,-5,-3,4,-7,-14,-8
1334,-10.542425,-0.22917268,0.013766402,-1,-1.25,-5,-1,4,-8,-14,-8
1335,-10.685893,0.32359288,0.0053260192,-1,-1.25,-5,-1,3,-8,-14,-9
1336,-11.139313,0.73998614,0.0089382944,-1,-1.25,-6,-1,3,-8,-15,-9
1337,-10.893005,0.65825202,0.017420716,-1,-1.25,-7,0,3,-7,-15,-8
1338,-10.517086,0.47595025,0.018030668,-1,-1.25,-7,0,3,-7,-14,-8
1339,-10.116501,0.3584809,0.01357506,-1,-1.25,-6,0,4,-8,-13,-7
1340,-9.9085985,0.68588233,0.0064970162,-1,-1.25,-5,0,4,-8,-13,-8
1341,-9.7882518,1.0430748,-0.0010489728,-1,-1.25,-6,0,5,-7,-13,-8
1342,-10.021518,1.0699386,0.013897495,-1,-1.25,-6,0,5,-7,-12,-8
1343,-9.8085517,0.9185665,0.0146175,-1,-1.25,-7,0,5,-7,-12,-8
1344,-10.208462,0.98278945,0.015908155,-1,-1.25,-7,0,5,-7,-12,-8
1345,-10.128156,0.36712498,0.01290672,-1,-1.25,-7,-1,6,-6,-12,-8
1346,-9.8147256,-0.19439876,0.0059987248,-1,-1.25,-7,-1,7,-6,-12,-8
1347,-9.9177031,-0.37157035,0.004202216,-1,-1.25,-8,-1,5,-6,-12,-8
1348,-9.7582437,-0.50008055,-0.0074505059,-1,-1.25,-7,-1,4,-6,-12,-8
1349,-10.06292,-0.19668545,-0.0064290386,-1,-1.25,-6,-1,4,-6,-12,-8
1350,-10.206234,-0.36634823,-0.0018712343,-1,-1.25,-6,-2,4,-7,-13,-10
1351,-10.3181,-0.52015253,-0.0024043798,-1,-1.25,-6,-2,4,-7,-13,-11
1352,-10.035135,-0.58097462,0.00016507203,-1,-1.25,-6,-2,3,-8,-15,-10
1353,-10.521518,0.14131308,-0.0082386577,-1,-1.25,-6,-2,3,-9,-14,-10
1354,-11.117003,0.20385879,-0.0015544808,-1,-1.25,-6,0,4,-8,-13,-11
1355,-11.300753,0.31593651,0.0015595681,-1,-1.25,-6,0,5,-8,-13,-12
1356,-11.366509,0.42873082,0.0059674551,-1,-1.25,-7,0,5,-7,-15,-12
1357,-10.757559,0.17153529,0.0089567174,-1,-1.25,-7,1,5,-7,-13,-13
1358,-10.998113,-0.16590537,0.0018082768,-1,-1.25,-7,1,4,-7,-13,-13
1359,-10.330757,-0.52180089,-0.0028489233,-1,-1.25,-7,1,2,-9,-13,-13
1360,-10.282041,-0.2958985,0.0061304184,-1,-1.25,-7,2,2,-9,-13,-12
1361,-10.031773,0.61706619,0.0046432196,-1,-1.25,-8,2,3,-9,-13,-11
1362,-9.666828,0.1177134,0.0073523312,-1,-1.25,-8,2,3,-7,-14,-10
1363,-9.4696503,-0.20156844,0.00036762451,-1,-1.25,-8,2,4,-8,-15,-10
1364,-8.9245301,-0.019577993,0.0053995328,-1,-1.25,-7,2,5,-8,-14,-11
1365,-8.8874559,-0.56144034,-0.0085984248,-1,-1.25,-8,2,5,-8,-14,-12
1366,-8.2595645,-0.23898245,-0.0070498464,-1,-1.25,-8,3,4,-7,-15,-12
1367,-8.5760014,0.089103452,-0.0048811061,-1,-1.25,-8,1,4,-7,-14,-12
1368,-8.7845851,-0.12985889,-0.0029560024,-1,-1.25,-8,1,4,-7,-14,-12
1369,-8.853177,-0.32717412,-0.0037447757,-1,-1.25,-7,2,3,-8,-14,-13
1370,-8.3103453,-0.48221857,0.010785822,-1,-1.25,-7,2,3,-8,-14,-13
1371,-8.3118759,-0.34432305,0.0038046999,-1,-1.25,-5,3,3,-10,-15,-13
1372,-8.2492085,-0.20637156,0.0067944858,-1,-1.25,-5,3,3,-10,-15,-14
1373,-7.8824356,-0.32013431,0.0096901783,-1,-1.25,-5,3,2,-10,-16,-12
1374,-7.3824201,-0.60564242,0.0070495972,-1,-1.25,-5,5,2,-11,-17,-11
1375,-7.5479878,-0.75896749,0.00071307795,-1,-1.25,-3,6,1,-11,-17,-11
1376,-7.878738,-1.1275233,-0.0031657614,-1,-1.25,-1,5,0,-11,-16,-11
1377,-7.6880406,-1.3749968,-0.0077487917,-1,-1.25,-1,5,-1,-11,-16,-13
1378,-7.1393949,-1.5159008,-0.0062039975,-1,-1.25,1,5,-1,-11,-16,-13
1379,-7.0504933,-1.3860442,-0.0078809418,-1,-1.25,2,6,-1,-12,-16,-13
1380,-7.0343877,-1.5373646,-0.019637987,-1,-1.25,3,6,-1,-13,-16,-14
1381,-7.0403451,-1.7747171,-0.028815449,-1,-1.25,5,6,-2,-13,-16,-15
1382,-7.1313589,-1.5044958,-0.03639643,-1,-1.25,8,6,-2,-13,-16,-15
1383,-7.237704,-0.76517871,-0.037094857,-1,-1.25,8,6,-4,-13,-16,-15
1384,-7.141016,-0.77307558,-0.029208062,-1,-1.25,9,6,-5,-13,-16,-16
1385,-6.9008347,-0.45618514,-0.021952808,-1,-1.25,8,6,-4,-13,-16,-16
1386,-7.1905987,-0.67071028,-0.021756834,-1,-1.25,9,6,-3,-12,-16,-15
1387,-6.7212477,-0.32791708,-0.020465933,-1,-1.25,8,6,-3,-12,-17,-15
1388,-5.6956976,-0.57051078,-0.016534479,-1,-1.25,8,5,-4,-12,-17,-15
1389,-5.7943846,0.024783882,-0.020873087,-1,-1.25,8,6,-4,-12,-17,-15
1390,-6.3169503,-0.11032522,-0.021056511,-1,-1.25,8,6,-4,-13,-17,-16
1391,-6.7215475,-0.46616539,-0.020828785,-1,-1.25,8,5,-2,-15,-17,-15
1392,-6.8584233,-0.65981576,-0.019959661,-1,-1.25,8,5,-1,-16,-17,-15
1393,-7.3513141,-0.44276847,-0.019509397,-1,-1.25,8,5,-1,-15,-17,-15
1394,-7.565693,-0.13143623,-0.025038431,-1,-1.25,7,4,-1,-15,-17,-16
1395,-7.6943806,-0.027929389,-0.034529541,-1,-1.25,7,4,-1,-16,-18,-16
1396,-7.7558482,0.57798039,-0.0276716,-1,-1.25,7,3,-1,-15,-18,-15
1397,-7.7671376,0.70567681,-0.01289384,-1,-1.25,6,3,-2,-14,-17,-15
1398,-8.0144974,0.18295036,-0.01019273,-1,-1.25,6,2,-3,-13,-16,-15
1399,-7.7174685,-0.056867444,-0.016839474,-1,-1.25,7,1,-3,-13,-15,-16
1400,-7.7859852,-0.71637756,-0.0029743594,-1,-1.25,7,1,-3,-15,-15,-17
1401,-7.8989306,-1.4827709,-0.02015751,-1,-1.25,7,1,-4,-15,-15,-17
1402,-7.8671006,-1.4469149,-0.023702033,-1,-1.25,7,2,-4,-15,-15,-17
1403,-8.4167641,-1.8989887,-0.026787876,-1,-1.25,8,2,-5,-16,-16,-16
1404,-8.3762854,-1.1771283,-0.026009227,-1,-1.25,8,2,-5,-16,-16,-16
1405,-8.3735123,-1.5001046,-0.028337883,-1,-1.25,8,2,-5,-16,-17,-16
1406,-8.4834435,-1.8315244,-0.049111298,-1,-1.25,8,2,-5,-16,-17,-17
1407,-8.2175338,-2.1473588,-0.045374371,-1,-1.25,8,2,-5,-16,-17,-17
1408,-8.1684558,-2.4368445,-0.044155602,-1,-1.25,8,2,-5,-17,-17,-17
1409,-7.6493333,-2.7041696,-0.048488011,-1,-1.25,9,2,-5,-17,-17,-17
1410,-8.2216309,-3.1355354,-0.03909895,-1,-1.25,9,2,-5,-18,-17,-17
1411,-8.266008,-2.9671847,-0.042250735,-1,-1.25,9,2,-5,-18,-17,-17
1412,-7.6717969,-3.0506494,-0.037056242,-1,-1.25,9,2,-5,-18,-17,-17
1413,-7.7967306,-2.6924068,-0.037609006,-1,-1.25,9,3,-5,-18,-17,-17
1414,-7.6078615,-2.9137809,-0.048611539,-1,-1.25,10,3,-5,-19,-17,-17
1415,-7.5334787,-2.4575001,-0.046139576,-1,-1.25,11,4,-5,-19,-17,-17
1416,-7.3554247,-1.9865855,-0.042640522,-1,-1.25,12,4,-5,-19,-17,-17
1417,-7.6369283,-2.1850422,-0.046610325,-1,-1.25,12,4,-5,-21,-17,-18
1418,-7.7834068,-2.2202247,-0.045187901,-1,-1.25,13,4,-5,-19,-17,-18
1419,-8.3685534,-2.6970449,-0.036189796,-1,-1.25,13,4,-5,-20,-17,-18
1420,-8.6657815,-2.2987463,-0.037807918,-1,-1.25,13,4,-5,-20,-17,-18
1421,-8.6300221,-1.5616374,-0.02404476,-1,-1.25,13,4,-5,-20,-17,-18
1422,-8.9037782,-1.1319662,-0.023429544,-1,-1.25,14,4,-5,-22,-20,-19
1423,-9.0430511,-1.0675906,-0.0232799,-1,-1.25,14,4,-5,-22,-19,-20
1424,-9.4670322,-1.1498604,-0.02223235,-1,-1.25,14,4,-5,-22,-20,-20
1425,-9.5319636,-1.6202729,-0.021173538,-1,-1.25,15,4,-5,-20,-21,-21
1426,-9.405702,-1.5880667,-0.029406942,-1,-1.25,15,4,-5,-21,-21,-21
1427,-9.3584544,-1.8122755,-0.016692654,-1,-1.25,15,4,-5,-20,-21,-20
1428,-9.8173743,-1.8992668,-0.017937164,-1,-1.25,15,4,-5,-20,-21,-20
1429,-10.098158,-2.098706,-0.032503294,-1,-1.25,15,4,-5,-20,-21,-20
1430,-10.557532,-1.6496787,-0.029565191,-1,-1.25,17,4,-5,-21,-22,-20
1431,-10.236772,-1.3950437,-0.02276666,-1,-1.25,17,4,-5,-21,-22,-20
1432,-10.392951,-0.97068275,-0.01832691,-1,-1.25,18,4,-5,-21,-23,-20
1433,-10.344437,-1.5805916,-0.012974936,-1,-1.25,17,4,-5,-21,-23,-20
1434,-10.388846,-1.331929,-0.019946507,-1,-1.25,18,4,-6,-21,-22,-21
1435,-10.760091,-1.2906056,-0.015947904,-1,-1.25,19,4,-7,-21,-22,-21
1436,-11.175891,-1.0023879,-0.025240106,-1,-1.25,20,4,-7,-21,-23,-21
1437,-11.267195,-0.95432317,-0.025840491,-1,-1.25,19,5,-7,-21,-24,-21
1438,-11.322396,-1.2704333,-0.029167403,-1,-1.25,19,6,-7,-20,-24,-21
1439,-11.216832,-0.79976922,-0.040380821,-1,-1.25,19,5,-7,-20,-25,-21
1440,-11.269792,-0.92865541,-0.039402549,-1,-1.25,19,5,-7,-20,-25,-21
1441,-11.057338,-1.3251707,-0.030944601,-1,-1.25,19,5,-6,-20,-25,-21
1442,-11.741714,-0.81124328,-0.018654164,-1,-1.25,19,4,-6,-20,-25,-21
1443,-11.439076,-0.69062138,-0.024048763,-1,-1.25,18,4,-6,-19,-25,-21
1444,-11.728057,-0.57645274,-0.042603087,-1,-1.25,18,4,-6,-19,-26,-21
1445,-12.305702,-0.51134633,-0.033177565,-1,-1.25,18,5,-8,-18,-26,-21
1446,-12.187171,-0.49586839,-0.026453273,-1,-1.25,18,5,-9,-18,-26,-21
1447,-11.885756,-0.64922687,-0.034936212,-1,-1.25,18,5,-7,-20,-26,-20
1448,-11.451181,-0.49873965,-0.045196514,-1,-1.25,17,6,-7,-21,-25,-20
1449,-11.583035,-0.62032859,-0.039421211,-1,-1.25,18,6,-7,-21,-25,-19
1450,-11.844422,-0.47337623,-0.045071737,-1,-1.25,17,6,-8,-20,-24,-19
1451,-11.946492,-0.096662066,-0.042414972,-1,-1.25,17,8,-7,-20,-23,-19
1452,-11.931619,-0.10054,-0.032872119,-1,-1.25,15,8,-7,-20,-23,-20
1453,-12.317553,0.11240708,-0.027531165,-1,-1.25,14,9,-7,-19,-23,-20
1454,-11.987257,0.45797397,-0.020217288,-1,-1.25,13,8,-7,-19,-22,-19
1455,-11.680967,0.1570481,-0.016218748,-1,-1.25,12,7,-7,-18,-22,-19
1456,-11.683787,0.73522403,-0.0071218288,-1,-1.25,10,7,-7,-18,-22,-18
1457,-11.50811,0.48589272,-0.0014781888,-1,-1.25,9,5,-7,-16,-21,-18
1458,-11.908943,0.62239909,-0.002162184,-1,-1.25,9,5,-7,-16,-21,-18
1459,-12.189463,1.0163278,-0.004832149,-1,-1.25,8,5,-6,-15,-20,-18
1460,-12.204533,0.66117681,0.00061807147,-1,-1.25,8,4,-5,-14,-20,-16
1461,-12.000821,0.54672486,0.0045498973,-1,-1.25,7,4,-5,-13,-20,-14
1462,-11.79739,0.21903259,0.0060801009,-1,-1.25,7,4,-3,-13,-20,-14
1463,-11.754881,0.27009201,0.0049096488,-1,-1.25,7,4,-3,-13,-20,-14
1464,-11.693764,0.14400301,0.0074177041,-1,-1.25,5,4,-2,-13,-19,-14
1465,-12.290628,0.46399739,0.0068737068,-1,-1.25,5,2,-5,-13,-18,-15
1466,-12.332754,0.80110473,-0.00043326877,0,0,3,3,-5,-12,-16,-14
1467,-12.146759,-0.13076557,0.0079725868,0,0,2,3,-6,-12,-15,-12
1468,-11.952989,-0.12204481,0.0096667634,0,0,2,4,-6,-12,-14,-12
1469,-11.497565,-0.42446813,0.026134891,1,1.25,3,5,-6,-11,-13,-11
1470,-11.655475,-0.71158906,0.016719896,1,1.25,3,4,-7,-11,-12,-11
1471,-12.202333,-0.82953519,0.0035443697,1,1.25,3,4,-8,-11,-11,-11
1472,-12.028974,-0.39662954,0.001170081,1,1.25,2,5,-8,-11,-11,-9
1473,-11.976722,-0.73604713,0.00087504006,1,1.25,2,6,-8,-11,-9,-8
1474,-12.081165,-1.3211397,-0.008714894,1,1.25,2,6,-9,-11,-9,-8
1475,-12.506639,-1.3680697,-0.01168516,1,1.25,3,6,-9,-11,-9,-8
1476,-12.751889,-1.2315963,-0.026510675,1,1.25,5,7,-9,-11,-6,-7
1477,-12.642811,-0.68971535,-0.021511511,1,1.25,5,7,-9,-11,-5,-7
1478,-12.23615,-0.78721632,-0.02539225,1,1.25,4,6,-9,-10,-5,-7
1479,-11.99969,-1.0380331,-0.02467267,1,1.25,4,6,-9,-9,-3,-7
1480,-11.618663,-0.93351295,-0.023123243,1,1.25,4,6,-9,-9,-3,-7
1481,-11.935026,-0.86087709,-0.026736118,1,1.25,5,7,-9,-10,-1,-5
1482,-12.12427,-1.1460074,-0.033897101,1,1.25,5,7,-9,-10,-1,-5
1483,-12.016407,-1.7473107,-0.038739828,1,1.25,6,6,-9,-10,-1,-5
1484,-11.654236,-1.7615555,-0.035390144,1,1.25,7,7,-9,-11,-1,-6
1485,-11.849222,-1.4861483,-0.028342631,1,1.25,7,6,-8,-11,-1,-6
1486,-12.226788,-1.5465279,-0.025733579,1,1.25,7,6,-8,-11,-1,-6
1487,-11.696858,-1.6183049,-0.051114874,1,1.25,7,6,-8,-10,-1,-6
1488,-11.929494,-1.4449997,-0.047708226,1,1.25,7,6,-8,-8,-1,-6
1489,-12.101772,-1.0275904,-0.04164545,1,1.25,7,6,-8,-8,-1,-6
1490,-12.180425,-0.92769661,-0.036661968,1,1.25,7,6,-8,-8,-1,-5
1491,-12.23595,-0.35543557,-0.028584501,1,1.25,6,6,-8,-8,-1,-5
1492,-12.236122,-0.4804271,-0.021419138,1,1.25,6,6,-9,-6,-1,-6
1493,-12.203736,-0.70859688,-0.030104638,1,1.25,6,6,-7,-6,-1,-6
1494,-11.865091,-0.80173204,-0.018600354,1,1.25,6,6,-8,-5,-1,-6
1495,-12.429519,-0.18944173,-0.018782029,1,1.25,6,4,-8,-5,-1,-6
1496,-12.97879,-0.14769478,0.00020078424,1,1.25,7,4,-7,-5,0,-5
1497,-12.985601,0.27431084,0.00029613753,1,1.25,7,4,-7,-5,0,-5
1498,-12.835334,0.099910209,-0.003457472,1,1.25,7,5,-7,-5,1,-4
1499,-12.887259,0.67867598,0.011438463,1,1.25,5,4,-7,-4,2,-2
1500,-12.857583,0.87084242,0.01201367,1,1.25,5,3,-7,-5,2,-1
1501,-12.510814,0.83729839,0.026396262,1,1.25,4,0,-7,-4,1,0
1502,-12.528679,0.6015405,0.024537427,1,1.25,4,0,-7,-3,1,0
1503,-12.027952,1.3159392,0.018549057,1,1.25,2,0,-7,-2,1,0
1504,-11.977121,0.83475023,0.012735991,1,1.25,2,0,-7,0,3,1
1505,-11.983864,0.92343963,0.0096016819,1,1.25,2,-1,-7,1,6,1
1506,-12.02029,0.41595038,0.011596119,1,1.25,1,-1,-7,1,7,2
1507,-11.701593,0.39824226,0.012633767,1,1.25,0,-1,-7,-1,7,3
1508,-11.235476,0.3435813,0.009567236,1,1.25,-1,-1,-7,1,5,3
1509,-10.923885,0.49806717,0.0066327562,1,1.25,-1,0,-7,1,5,3
1510,-10.766573,0.67549391,-0.000914873,1,1.25,0,0,-6,1,7,3
1511,-10.717709,0.46072147,0.010528901,1,1.25,1,0,-5,3,7,4
1512,-11.004349,0.67194447,0.012675782,1,1.25,1,0,-5,4,7,4
1513,-11.126606,0.71848934,0.0043779011,1,1.25,0,-1,-4,4,7,4
1514,-11.086832,1.1358394,0.016705535,1,1.25,-1,-1,-4,4,8,7
1515,-11.216519,1.0029933,0.020060833,1,1.25,-1,-1,-4,5,9,7
1516,-11.417717,1.215552,0.028059842,1,1.25,-2,-1,-3,5,10,7
1517,-11.373451,0.83281763,0.026893038,1,1.25,-2,-1,-1,6,10,7
1518,-11.304588,0.099989352,0.025627305,1,1.25,-2,-1,-1,7,11,9
1519,-10.785158,0.0060412198,0.01848382,1,1.25,-2,-2,0,8,11,9
1520,-11.038174,-0.083056113,0.019409867,1,1.25,-1,-2,1,8,11,9
1521,-10.738908,-0.10025857,0.019662704,1,1.25,-2,-1,1,8,10,9
1522,-11.01228,-0.18448449,0.014610707,1,1.25,-2,0,1,8,9,8
1523,-11.314723,0.020604578,0.0060801492,1,1.25,-2,0,-1,8,11,9
1524,-11.69687,0.64189191,0.0090001501,1,1.25,-3,1,-1,9,12,9
1525,-11.332703,1.0050501,0.011365602,1,1.25,-4,2,-1,11,14,9
1526,-11.063459,1.3628692,0.025792083,1,1.25,-5,2,-3,11,13,10
1527,-11.303869,1.6037535,0.028819489,1,1.25,-6,2,-3,11,14,10
1528,-11.798279,1.7009697,0.041047816,1,1.25,-6,2,-2,11,14,10
